Kepler_OI_Name,Number_of_Planets,Planet_Radius_Earth,Equalibrium_Temp_K,Orbit_Period_Days,Star_Radius_Sun,Star_Temp_K,Star_Mass_Sun,Star_Surface_Gravity,Planet_Star_Radius_Ratio,Status
K04808.01,1,0.65,621.0,2.40174996,0.399,3606.0,0.415,4.855,0.014851,2
K04810.01,1,3.17,372.0,115.238544,1.037,5589.0,0.948,4.384,0.02801,2
K04811.01,1,2.23,799.0,21.7434141,1.497,5767.0,0.987,4.082,0.013657,2
K04881.01,2,1.16,1420.0,5.6795377,1.585,6514.0,1.127,4.09,0.00668,2
K04885.01,1,2.67,882.0,9.33955596,1.101,5516.0,0.898,4.308,0.022231,2
K03271.01,2,1.89,579.0,19.5489666,0.732,5549.0,0.776,4.6,0.023621,2
K03271.02,2,1.12,800.0,7.41834569,0.732,5549.0,0.776,4.6,0.014014,2
K03202.01,1,2.86,564.0,92.461135,2.648,5132.0,1.211,3.675,0.009874,2
K04813.01,1,0.82,601.0,9.2294726,0.596,4781.0,0.618,4.679,0.01261,2
K04815.01,1,1.12,657.0,18.3721835,0.83,5937.0,0.908,4.558,0.012401,2
K04886.01,1,28.98,701.0,17.99562529,0.959,5999.0,1.045,4.494,0.276761,2
K04890.01,1,11.67,573.0,63.095068,1.325,6622.0,1.372,4.331,0.080621,2
K01151.05,5,0.8,594.0,21.7203362,0.853,5528.0,0.838,4.499,0.00856,2
K04749.01,1,0.97,1394.0,1.97650073,0.923,5792.0,1.015,4.514,0.009654,2
K04818.01,1,1.46,1869.0,3.79892774,2.106,6831.0,1.511,3.971,0.00636,2
K04820.01,1,1.48,750.0,14.7401061,0.959,5999.0,1.045,4.494,0.014103,2
K04891.01,1,1.39,1065.0,4.7309013,0.911,5941.0,1.001,4.519,0.013995,2
K04892.01,1,1.08,717.0,21.3761817,1.052,5984.0,0.846,4.322,0.00937,2
K04893.01,1,1.51,992.0,6.58753699,0.993,6014.0,1.101,4.486,0.013941,2
K04750.01,1,1.93,498.0,36.721576,0.84,5662.0,0.937,4.56,0.021055,2
K03203.01,1,3.19,655.0,96.81647,2.467,6404.0,1.38,3.793,0.011823,2
K04822.01,1,0.69,1267.0,3.51413723,0.989,6201.0,1.058,4.472,0.006432,2
K04823.01,1,1.51,1403.0,4.96504981,2.011,5339.0,0.982,3.823,0.006861,2
K04826.01,1,1.67,2248.0,1.141148847,1.989,5438.0,1.19,3.916,0.007681,2
K04895.01,2,1.1,726.0,12.460565,0.933,5435.0,0.901,4.453,0.010763,2
K04896.01,2,1.18,724.0,19.5945772,1.023,6118.0,0.995,4.416,0.010577,2
K04898.01,1,2.72,264.0,409.87844,1.064,6167.0,1.149,4.444,0.023376,2
K04754.01,1,1.28,955.0,7.08757462,0.925,6060.0,1.008,4.509,0.012708,2
K04755.01,1,1.75,999.0,3.74318005,0.851,5207.0,0.866,4.516,0.018809,2
K04756.01,1,8.17,1173.0,5.4169303,1.108,6355.0,1.151,4.41,0.067492,2
K04827.01,1,1.65,521.0,31.1920226,0.777,5675.0,0.789,4.554,0.019451,2
K04829.01,2,2.26,1087.0,7.630545,1.179,6407.0,1.155,4.358,0.017589,2
K04900.01,1,1.27,1024.0,6.6716723,1.021,6086.0,1.031,4.435,0.011407,2
K04902.01,1,1.78,197.0,409.38645,0.799,4955.0,0.766,4.517,0.0204,2
K04759.01,1,1.54,670.0,17.7662938,0.946,5724.0,1.022,4.495,0.014903,2
K04762.01,1,1.29,568.0,11.56722589,0.691,4597.0,0.678,4.59,0.01714,2
K07700.01,1,3.13,237.0,631.56889,1.059,6382.0,1.104,4.432,0.027049,2
K04833.01,1,1.01,1332.0,4.31724247,1.31,5992.0,0.979,4.195,0.007067,2
K04834.01,1,1.85,1733.0,3.74099144,3.231,5110.0,1.554,3.611,0.005233,2
K07711.01,1,1.31,246.0,302.779824,0.797,5734.0,0.865,4.572,0.015017,2
K01613.02,3,0.9,486.0,94.094392,1.308,6099.0,0.974,4.193,0.006318,2
K03367.01,1,1.88,653.0,25.3736543,0.966,6195.0,0.998,4.47,0.017854,2
K03368.01,1,1.45,843.0,10.08535311,0.945,5947.0,1.0,4.487,0.014096,2
K03434.01,1,1.24,864.0,10.2856373,1.06,5841.0,1.053,4.409,0.010713,2
K07746.01,1,2.27,263.0,393.95608,0.989,6217.0,1.056,4.472,0.021034,2
K03437.02,2,3.51,702.0,34.7496038,1.601,5849.0,1.114,4.076,0.020104,2
K07764.01,1,2.83,449.0,227.83457,2.193,6004.0,1.143,3.814,0.011818,2
K03370.01,2,1.52,498.0,24.352541,0.805,4891.0,0.776,4.516,0.017258,2
K07735.01,1,4.05,400.0,382.30306,2.59,5993.0,1.323,3.733,0.014323,2
K03371.01,2,1.32,404.0,58.1263775,0.82,5413.0,0.931,4.579,0.014795,2
K03372.01,2,2.28,660.0,26.7575866,1.052,6215.0,1.111,4.44,0.01988,2
K03440.01,2,2.21,564.0,33.0257179,0.99,5819.0,1.049,4.468,0.020422,2
K01627.03,3,2.75,1574.0,3.80675878,1.797,6068.0,1.294,4.04,0.014016,2
K03374.02,2,1.95,739.0,34.1086562,1.668,6144.0,1.296,4.106,0.01068,2
K03377.01,1,0.99,506.0,10.0100312,0.508,4338.0,0.507,4.731,0.017837,2
K03444.01,4,0.76,404.0,12.67143692,0.529,3705.0,0.536,4.721,0.013071,2
K03444.02,4,4.98,240.0,60.32668824,0.529,3705.0,0.536,4.721,0.086168,2
K03444.03,4,0.5,682.0,2.63595435,0.529,3705.0,0.536,4.721,0.008651,2
K07780.01,1,1.52,1667.0,5.3360574,2.032,6742.0,1.267,3.925,0.00685,2
K03384.01,2,3.89,899.0,10.54841329,1.092,6047.0,1.059,4.387,0.032654,2
K07749.01,1,1.89,317.0,133.6348207,0.918,5202.0,0.834,4.434,0.018879,2
K03448.01,1,2.62,680.0,32.510844,1.358,6074.0,1.183,4.244,0.017696,2
K03451.01,1,1.58,955.0,10.90752977,1.147,6414.0,1.141,4.377,0.012591,2
K01899.02,2,1.08,976.0,10.5226374,1.175,6327.0,1.064,4.327,0.008422,2
K07750.01,1,5.03,379.0,494.485085,2.553,6303.0,1.414,3.774,0.018057,2
K03455.01,1,1.45,711.0,14.0545718,0.88,5783.0,0.977,4.539,0.015078,2
K00332.02,2,0.79,1018.0,6.86674226,1.135,5914.0,1.172,4.396,0.006342,2
K03389.01,1,3.98,917.0,29.7681831,2.916,5640.0,1.479,3.679,0.012509,2
K03391.01,1,1.28,336.0,36.7662364,0.54,4342.0,0.531,4.699,0.021673,2
K01750.02,2,0.93,1220.0,2.53742164,0.917,5447.0,0.928,4.481,0.009301,2
K03460.01,1,2.25,559.0,62.596544,1.509,5934.0,1.237,4.173,0.013638,2
K03394.01,1,1.79,793.0,15.5764061,1.076,6214.0,1.169,4.442,0.015214,2
K03395.01,2,1.11,849.0,10.00506974,0.924,5912.0,0.884,4.453,0.010975,2
K03396.01,1,1.82,516.0,36.2580749,0.848,5818.0,0.937,4.554,0.019643,2
K03462.01,2,1.88,839.0,12.4326997,1.229,5480.0,0.914,4.22,0.014003,2
K03462.02,2,2.21,619.0,30.9902997,1.229,5480.0,0.914,4.22,0.01644,2
K03397.01,1,2.35,668.0,35.8754482,1.218,6559.0,1.235,4.357,0.01767,2
K03398.02,3,7.97,991.0,35.8007112,3.955,5745.0,1.801,3.499,0.018458,2
K03398.03,3,3.58,2004.0,4.32710579,3.955,5745.0,1.801,3.499,0.008287,2
K03469.01,1,1.91,420.0,60.532988,0.847,5631.0,0.946,4.557,0.020634,2
K03470.01,2,1.61,794.0,15.0617835,1.158,5806.0,1.024,4.321,0.01273,2
K03401.01,2,1.96,750.0,17.9559673,1.195,5641.0,0.944,4.258,0.014983,2
K01681.02,4,6.81,675.0,1.992812339,0.42,3638.0,0.45,4.844,0.148573,2
K07773.01,1,1.04,1151.0,2.69339974,0.863,5355.0,0.88,4.511,0.011019,2
K03472.01,1,1.14,906.0,10.43003118,1.031,6277.0,1.085,4.449,0.010153,2
K03473.01,1,6.96,816.0,27.63714708,2.427,5214.0,1.254,3.766,0.026279,2
K07729.01,1,1.57,761.0,50.563697,2.022,6759.0,1.552,4.018,0.007117,2
K01525.02,2,2.87,1407.0,11.8061737,2.599,6900.0,1.714,3.843,0.010108,2
K03408.01,1,1.65,453.0,65.427645,0.926,6014.0,0.998,4.504,0.016342,2
K01788.02,2,3.07,197.0,369.069345,0.778,4855.0,0.769,4.542,0.036085,2
K03337.01,2,1.56,725.0,11.16622885,0.836,5552.0,0.931,4.562,0.017052,2
K03339.01,1,2.55,638.0,23.1334494,0.932,5712.0,0.763,4.382,0.025021,2
K03340.01,2,0.84,923.0,8.9539656,0.947,6168.0,0.925,4.452,0.008108,2
K03340.02,2,1.06,800.0,13.7281373,0.947,6168.0,0.925,4.452,0.010234,2
K03411.01,1,12.68,658.0,26.83771808,1.069,6194.0,1.161,4.445,0.108646,2
K01681.03,4,10.61,558.0,3.53105835,0.42,3638.0,0.45,4.844,0.231298,2
K07774.01,1,1.14,901.0,6.32589574,0.818,5749.0,0.907,4.568,0.012726,2
K03480.01,1,1.15,671.0,11.9378354,0.738,5469.0,0.826,4.611,0.014211,2
K03481.01,1,3.68,902.0,32.715906,3.192,5527.0,1.574,3.627,0.010568,2
K03483.01,1,2.08,474.0,82.331756,1.242,5997.0,1.135,4.304,0.015333,2
K03341.01,2,2.13,700.0,27.0965146,1.352,5775.0,1.038,4.193,0.014451,2
K03341.02,2,1.48,930.0,11.5474983,1.352,5775.0,1.038,4.193,0.010036,2
K03343.01,1,2.89,439.0,83.2664103,1.18,5538.0,0.937,4.266,0.022432,2
K03344.01,3,1.88,841.0,11.6044881,1.166,5533.0,0.934,4.275,0.014751,2
K03416.01,1,1.25,703.0,11.8237228,0.803,5559.0,0.899,4.578,0.014222,2
K03486.01,1,1.63,627.0,19.0689513,0.889,5418.0,0.788,4.436,0.016821,2
K07759.01,1,1.92,1378.0,6.2253374,1.726,6263.0,1.147,4.024,0.010165,2
K03420.02,2,2.24,952.0,12.5014905,1.492,5821.0,1.088,4.127,0.01375,2
K03421.01,1,1.7,651.0,40.6511021,1.369,6297.0,1.247,4.26,0.011351,2
K07775.01,1,3.46,509.0,89.945828,1.924,5115.0,0.891,3.819,0.016454,2
K03422.01,1,13.01,1640.0,40.1454757,7.162,7852.0,2.697,3.159,0.016638,2
K07733.01,1,4.52,3871.0,1.048130894,3.214,7673.0,1.799,3.679,0.012888,2
K03495.01,2,1.72,753.0,17.6062701,1.159,5808.0,1.038,4.326,0.013592,2
K01562.02,2,2.25,662.0,20.0679247,0.904,5997.0,0.991,4.522,0.022842,2
K07776.01,1,3.15,144.0,541.92452,0.614,4378.0,0.601,4.64,0.046999,2
K03425.02,3,1.41,1791.0,3.15722086,2.0,6120.0,1.251,3.934,0.006453,2
K03426.01,1,1.57,508.0,58.7701045,1.013,6158.0,0.934,4.397,0.014204,2
K03495.02,2,1.25,1040.0,6.685438,1.159,5808.0,1.038,4.326,0.00991,2
K03496.02,2,1.58,1260.0,8.5433774,1.685,6602.0,1.333,4.108,0.008588,2
K07744.01,1,1.34,870.0,11.7201693,1.067,6193.0,1.127,4.434,0.011486,2
K03354.01,1,1.33,771.0,11.5706005,0.9,5718.0,0.89,4.479,0.013484,2
K03355.01,1,1.6,773.0,16.2953228,1.013,6187.0,1.007,4.432,0.014432,2
K07762.01,1,1.38,891.0,8.5073512,0.955,5914.0,1.011,4.483,0.01327,2
K03429.01,4,1.8,758.0,15.8283833,1.145,5596.0,0.95,4.298,0.014403,2
K03500.02,2,1.57,1690.0,4.7482669,2.481,6056.0,1.408,3.797,0.005783,2
K03358.01,1,4.05,752.0,10.10404351,0.831,5530.0,0.876,4.541,0.04465,2
K03430.01,1,0.9,588.0,13.9248005,0.648,5271.0,0.718,4.669,0.012658,2
K03431.01,1,2.08,676.0,19.6001405,0.932,6003.0,1.019,4.507,0.020442,2
K03433.01,1,36.05,506.0,34.08429351,0.922,5252.0,0.83,4.428,0.358073,2
K03823.01,1,5.8,286.0,202.1168173,0.917,5536.0,0.964,4.498,0.057885,2
K03749.01,1,12.85,307.0,10.72725536,0.268,3324.0,0.267,5.006,0.43892,2
K02093.02,3,12.28,3662.0,2.508116,8.769,5096.0,0.763,2.435,0.012819,2
K02018.02,2,1.14,705.0,16.0988294,0.911,5657.0,0.762,4.401,0.011509,2
K03909.01,1,4.74,367.0,247.891041,1.536,6121.0,1.257,4.163,0.028265,2
K07793.01,1,0.46,758.0,1.99469354,0.51,3799.0,0.518,4.738,0.008287,2
K03761.01,1,11.23,252.0,164.950399,0.664,5001.0,0.645,4.603,0.154899,2
K03913.01,1,5.87,2347.0,0.582895412,1.009,6263.0,1.068,4.46,0.053285,2
K02093.03,3,10.0,6285.0,0.496069986,8.769,5096.0,0.763,2.435,0.010444,2
K03689.01,1,12.74,1320.0,5.24088367,1.305,6452.0,1.079,4.241,0.089386,2
K02055.04,4,1.26,916.0,6.13074243,0.833,5741.0,0.91,4.556,0.013892,2
K07795.01,1,0.97,892.0,5.44085762,0.762,5519.0,0.827,4.59,0.011602,2
K03767.01,1,14.78,809.0,6.714247798,0.8,5159.0,0.752,4.508,0.16913,2
K03770.01,1,7.31,1561.0,2.60720833,1.236,6366.0,1.257,4.352,0.054153,2
K03777.01,1,146.63,1998.0,17.7476059,4.832,8992.0,2.922,3.535,0.277893,2
K02059.02,2,0.44,1087.0,2.18565886,0.746,4997.0,0.806,4.598,0.005433,2
K07796.01,1,0.94,1330.0,3.52364689,1.085,6269.0,1.106,4.412,0.007911,2
K02029.04,4,0.63,889.0,4.78850084,0.772,5208.0,0.796,4.563,0.007424,2
K03787.01,1,10.3,329.0,141.7340306,0.918,5606.0,0.924,4.478,0.102722,2
K07785.01,1,2.07,203.0,433.220461,0.777,5232.0,0.727,4.519,0.024338,2
K02061.02,2,1.04,1402.0,1.090011003,0.77,5081.0,0.864,4.596,0.012356,2
K03864.02,2,0.94,547.0,18.2572722,0.756,5014.0,0.756,4.559,0.011442,2
K03801.01,1,13.21,300.0,288.3128666,1.22,5672.0,0.969,4.252,0.099153,2
K07791.01,1,231.85,2660.0,106.18732,152.969,3287.0,1.11,0.114,0.01388,2
K00416.03,4,0.78,679.0,9.74765878,0.738,5176.0,0.826,4.612,0.009733,2
K07798.01,1,2.15,314.0,309.89103,1.155,6450.0,1.183,4.386,0.017056,2
K03880.01,1,1.0,1783.0,1.803697292,1.166,6438.0,1.054,4.33,0.007829,2
K03810.01,1,18.59,827.0,1.013774136,0.389,3644.0,0.412,4.871,0.43757,2
K03811.01,1,11.58,304.0,290.1401717,1.263,5631.0,0.947,4.212,0.083972,2
K02004.03,3,0.7,1607.0,1.72110057,1.176,5700.0,1.071,4.327,0.005467,2
K03815.01,1,7.27,1159.0,4.7425521,1.053,6161.0,1.15,4.454,0.063231,2
K03891.01,1,78.98,751.0,47.1096306,2.78,5258.0,1.115,3.597,0.260165,2
K03741.02,4,1.36,879.0,18.577903,1.345,6432.0,1.06,4.207,0.009226,2
K01666.01,1,1.78,2167.0,0.968026356,1.193,6469.0,1.26,4.385,0.013644,2
K01670.01,1,2.03,929.0,10.57910009,1.093,6323.0,1.14,4.418,0.016983,2
K07849.01,1,0.84,1065.0,5.0263815,0.962,5783.0,0.885,4.418,0.008026,2
K02158.02,2,2.09,1350.0,6.68231249,2.506,5343.0,1.33,3.764,0.007642,2
K07850.01,1,3.0,452.0,66.119119,1.028,5828.0,1.116,4.462,0.026737,2
K01745.01,1,29.95,1568.0,0.982090079,0.742,5472.0,0.75,4.573,0.369602,2
K02480.01,1,1.49,1183.0,0.66682654,0.554,3993.0,0.556,4.696,0.024547,2
K01957.01,2,29.33,2530.0,1.38680229,2.037,6823.0,1.66,4.04,0.131874,2
K02162.02,2,1.45,305.0,199.66876,0.921,5678.0,0.794,4.409,0.014438,2
K01963.01,1,2.55,783.0,12.89623554,0.923,6072.0,1.005,4.51,0.025283,2
K07818.01,1,1.53,2145.0,2.52443998,2.225,6461.0,1.266,3.846,0.006278,2
K02796.01,1,0.96,2208.0,0.5374094,0.988,5749.0,1.02,4.457,0.008863,2
K03991.01,1,1.37,1480.0,1.570592397,0.921,5519.0,0.837,4.431,0.013623,2
K01947.01,1,1.66,1034.0,6.422943288,1.016,6102.0,1.049,4.447,0.014946,2
K02141.01,1,18.33,1754.0,1.306984786,1.026,6102.0,1.099,4.457,0.163565,2
K02612.01,2,0.51,1032.0,4.61225043,0.961,5495.0,0.932,4.442,0.004852,2
K07842.01,1,0.7,1530.0,3.11141514,1.273,6450.0,1.169,4.297,0.005008,2
K02874.01,1,1.0,2194.0,0.352515897,0.766,5465.0,0.857,4.598,0.01191,2
K02879.01,1,2.09,3653.0,0.339069751,2.183,5653.0,1.216,3.846,0.008785,2
K07843.01,1,0.79,1885.0,0.619023176,0.891,5395.0,0.995,4.536,0.008093,2
K01772.01,1,15.08,240.0,120.003364,0.668,4315.0,0.688,4.627,0.206779,2
K03936.01,2,2.98,290.0,141.608555,0.844,5083.0,0.844,4.512,0.032298,2
K07832.01,1,0.68,1192.0,3.6092231,0.929,6032.0,1.014,4.508,0.006716,2
K04007.01,1,25.01,858.0,11.4927112,1.005,6198.0,1.072,4.464,0.227929,2
K02172.02,2,2.91,371.0,116.583183,0.981,5738.0,0.936,4.426,0.027148,2
K07833.01,1,2.22,338.0,172.820248,0.939,6174.0,1.014,4.499,0.021626,2
K02135.02,3,1.39,794.0,20.1890396,1.267,6178.0,1.085,4.269,0.010011,2
K07834.01,1,1.0,944.0,7.3812344,0.923,6072.0,1.005,4.51,0.00996,2
K01411.01,1,7.82,284.0,305.0762469,1.155,5716.0,1.083,4.348,0.061965,2
K07835.01,1,0.87,1108.0,3.76565247,0.877,5815.0,0.973,4.54,0.009084,2
K07846.01,1,1.28,896.0,10.5994606,1.069,6194.0,1.161,4.445,0.010994,2
K02061.01,2,1.82,597.0,14.09258319,0.77,5081.0,0.864,4.596,0.021681,2
K01631.01,1,6.77,1551.0,0.592243731,0.591,4920.0,0.588,4.664,0.104857,2
K07847.01,1,3.93,326.0,399.37587,1.618,6098.0,1.119,4.069,0.022256,2
K02068.01,1,32.16,515.0,41.88970036,0.907,5952.0,0.989,4.519,0.324673,2
K03104.01,1,1.75,1569.0,1.236866732,0.879,5621.0,0.921,4.514,0.018187,2
K03137.01,1,0.85,1365.0,1.332035996,0.73,5376.0,0.811,4.616,0.010635,2
K02925.01,1,1.11,2034.0,0.716531851,1.03,5552.0,0.863,4.349,0.009893,2
K02037.02,3,2.17,892.0,5.47715718,0.93,5029.0,0.847,4.429,0.021373,2
K02612.02,2,0.53,875.0,7.57299816,0.961,5495.0,0.932,4.442,0.005049,2
K01871.02,2,2.26,392.0,32.376183,0.675,4580.0,0.748,4.641,0.030674,2
K02957.01,1,0.76,832.0,4.64490141,0.77,4786.0,0.751,4.54,0.009096,2
K03102.01,1,0.61,394.0,9.3210841,0.35,3773.0,0.376,4.925,0.015846,2
K03077.02,2,1.46,694.0,7.55842923,0.742,4791.0,0.759,4.577,0.018044,2
K05149.01,1,1.33,473.0,43.681309,0.829,5726.0,0.923,4.564,0.014709,2
K05155.01,1,7.57,347.0,230.180357,1.246,6313.0,1.31,4.364,0.055626,2
K05274.01,1,1.59,537.0,55.7583803,1.403,5413.0,0.918,4.107,0.010351,2
K05275.01,1,1.16,1421.0,3.781123,1.216,6318.0,0.951,4.247,0.008771,2
K05276.01,1,2.0,235.0,220.720142,0.696,5150.0,0.77,4.634,0.026362,2
K05278.01,1,7.22,225.0,281.5921577,0.713,5330.0,0.797,4.627,0.092678,2
K05279.01,1,1.95,414.0,103.722152,1.143,5784.0,1.019,4.33,0.015615,2
K03463.01,1,1.42,618.0,32.5474295,1.061,6068.0,0.995,4.384,0.012273,2
K05030.01,1,2.61,279.0,411.8969,1.144,6362.0,1.221,4.408,0.020929,2
K05033.01,1,5.52,519.0,127.671711,2.633,4985.0,0.865,3.534,0.019212,2
K05037.01,1,134.79,1351.0,349.58811,74.32,3860.0,1.792,0.949,0.016609,2
K05156.01,1,30.88,1996.0,1.680254289,1.246,6423.0,0.747,4.121,0.226926,2
K05158.01,1,4.41,578.0,151.13008,2.302,6768.0,1.349,3.844,0.017538,2
K05162.01,1,0.95,101.0,628.15844,0.423,3697.0,0.441,4.829,0.020507,2
K05281.01,1,23.91,562.0,263.90141,6.247,5094.0,1.902,3.126,0.035056,2
K05283.01,1,0.83,681.0,18.7821603,0.94,5919.0,0.991,4.488,0.008047,2
K05284.01,1,27.61,245.0,389.316341,0.958,5731.0,0.921,4.44,0.263929,2
K05287.01,1,28.1,3293.0,3.98916186,16.187,4998.0,3.192,2.524,0.015896,2
K03508.01,1,1.67,321.0,190.800788,0.986,5993.0,1.093,4.489,0.015465,2
K05040.01,1,2.87,789.0,29.6094263,1.783,6079.0,1.329,4.059,0.014742,2
K05044.01,1,1.37,400.0,161.537665,1.358,6033.0,1.111,4.218,0.009261,2
K05164.01,1,1.16,344.0,209.967521,1.042,6437.0,1.085,4.439,0.010162,2
K05165.01,1,1.66,274.0,369.73011,0.999,6283.0,1.025,4.453,0.015262,2
K05169.01,1,1.72,551.0,21.3684341,0.786,5204.0,0.736,4.515,0.020049,2
K05288.01,1,1.9,527.0,29.5632952,0.828,5595.0,0.913,4.562,0.021017,2
K05289.01,1,2.04,324.0,181.81214,0.925,6060.0,1.008,4.509,0.02023,2
K05290.01,1,2.06,225.0,435.50635,0.882,5750.0,0.98,4.538,0.021393,2
K05291.01,1,12.74,359.0,525.560452,3.796,4954.0,1.343,3.408,0.030724,2
K04921.01,1,28.41,1046.0,95.688682,13.056,5040.0,2.981,2.681,0.019927,2
K04923.01,1,1.4,696.0,38.168652,1.465,6164.0,1.026,4.117,0.008741,2
K04926.01,1,1.47,332.0,69.089357,0.698,4848.0,0.679,4.581,0.019304,2
K05046.01,1,1.44,657.0,40.9882124,1.174,6705.0,1.068,4.328,0.011238,2
K05048.01,1,6.28,488.0,138.333748,2.547,4948.0,0.916,3.588,0.02258,2
K05174.01,1,6.04,1183.0,22.4932751,4.98,5186.0,1.699,3.273,0.011101,2
K05176.01,1,1.26,292.0,215.732414,0.856,5790.0,0.804,4.479,0.013434,2
K05297.01,1,0.8,811.0,8.0906952,0.902,5374.0,0.928,4.495,0.008151,2
K05300.01,1,2.46,468.0,188.954072,1.899,6392.0,1.219,3.967,0.011886,2
K04931.01,1,2.71,218.0,579.81521,0.969,5822.0,0.962,4.449,0.025631,2
K05057.01,1,7.15,358.0,493.74242,3.243,5015.0,1.031,3.429,0.02019,2
K05308.01,1,22.15,740.0,9.942228056,0.843,5268.0,0.775,4.475,0.24062,2
K05310.01,1,1.13,632.0,22.2903562,1.0,5597.0,0.956,4.418,0.010324,2
K04938.01,1,2.37,531.0,55.180772,1.076,6306.0,1.126,4.426,0.020178,2
K04940.01,1,1.72,271.0,84.6405853,0.63,4386.0,0.616,4.629,0.024985,2
K04943.01,1,113.97,2955.0,15.2024426,41.367,3984.0,1.803,1.461,0.02523,2
K05066.01,1,2.4,322.0,110.089267,0.75,5465.0,0.817,4.6,0.029248,2
K05067.01,1,2.3,279.0,219.931324,0.912,5557.0,0.958,4.5,0.023063,2
K05068.01,1,1.57,290.0,385.29212,1.053,6440.0,0.916,4.355,0.013645,2
K05188.01,1,2.09,290.0,455.195496,1.209,6478.0,1.035,4.29,0.015827,2
K05192.01,1,0.94,367.0,50.55398,0.687,4895.0,0.698,4.609,0.012561,2
K05329.01,1,10.99,325.0,200.2350497,0.997,6108.0,1.072,4.471,0.100988,2
K05331.01,1,1.17,484.0,31.5034587,0.823,5269.0,0.91,4.567,0.012966,2
K05332.01,1,1.09,702.0,22.2381062,1.055,6192.0,1.097,4.433,0.009435,2
K05333.01,1,1.67,690.0,20.5477769,1.057,5922.0,1.095,4.429,0.014482,2
K05071.01,1,8.86,329.0,180.4118581,0.973,6032.0,1.055,4.485,0.083414,2
K05196.01,1,5.46,442.0,392.47291,2.704,6626.0,1.426,3.728,0.018505,2
K04958.01,1,2.74,308.0,581.729006,2.005,5765.0,1.007,3.837,0.01253,2
K05079.01,1,1.54,584.0,56.001782,1.332,6116.0,0.974,4.178,0.010573,2
K05083.01,1,8.25,812.0,69.932459,5.183,5207.0,1.946,3.298,0.014575,2
K05202.01,1,1.83,227.0,535.93723,0.958,6014.0,1.043,4.494,0.017502,2
K05205.01,1,2.91,310.0,313.051405,1.185,6218.0,1.072,4.322,0.02246,2
K05207.01,1,0.72,707.0,18.9828305,1.035,5962.0,1.083,4.443,0.006377,2
K05320.01,1,3.13,422.0,357.437578,1.862,7610.0,1.693,4.127,0.015415,2
K05321.01,1,1.92,404.0,215.634356,1.568,6163.0,1.03,4.06,0.011192,2
K05322.01,1,8.1,1051.0,30.928898,5.127,5029.0,1.653,3.237,0.014471,2
K05324.01,1,6.84,428.0,293.392635,3.055,5203.0,1.051,3.489,0.020508,2
K05327.01,1,2.09,548.0,5.43361347,0.566,3694.0,0.567,4.686,0.033746,2
K04961.01,1,2.04,198.0,348.96347,0.792,4823.0,0.837,4.564,0.023531,2
K04963.01,1,1.65,570.0,59.4037839,1.209,6373.0,0.961,4.256,0.012476,2
K04967.01,1,1.94,558.0,43.581043,1.031,6225.0,1.091,4.45,0.017259,2
K05085.01,1,2.82,248.0,327.063,0.882,5750.0,0.98,4.538,0.02929,2
K05087.01,1,1.55,234.0,651.07431,1.261,5696.0,0.959,4.218,0.011226,2
K05088.01,1,1.79,468.0,49.1782244,0.839,5674.0,0.764,4.473,0.019512,2
K05092.01,1,2.38,354.0,271.790292,1.32,6484.0,1.151,4.258,0.016478,2
K05211.01,1,0.6,1029.0,3.5645249,0.824,5435.0,0.937,4.578,0.006634,2
K05213.01,1,0.64,449.0,48.2455501,0.827,5441.0,0.756,4.481,0.007137,2
K05216.01,1,2.56,243.0,377.311149,0.891,5897.0,0.983,4.531,0.026277,2
K05336.01,1,3.24,413.0,265.741374,1.859,6537.0,1.397,4.044,0.015977,2
K05337.01,1,2.99,238.0,470.65357,0.951,6039.0,1.027,4.493,0.028801,2
K05341.01,1,2.26,922.0,15.18575582,1.339,6311.0,1.05,4.207,0.015424,2
K04972.01,1,1.35,717.0,26.092284,1.214,6346.0,1.241,4.362,0.010161,2
K04975.01,1,4.1,483.0,47.0628978,0.897,5838.0,0.992,4.529,0.04181,2
K05098.01,1,1.57,325.0,100.345648,0.8,5180.0,0.825,4.548,0.018008,2
K05099.01,1,1.51,440.0,111.187116,1.281,5806.0,0.881,4.168,0.010762,2
K05219.01,1,1.2,605.0,27.765596,0.999,5897.0,1.088,4.476,0.011039,2
K05222.01,1,2.77,271.0,367.6758,1.048,6140.0,1.142,4.455,0.024198,2
K05223.01,1,8.41,363.0,354.21154,3.035,4842.0,1.227,3.562,0.025386,2
K05224.01,1,2.49,376.0,171.028691,1.252,6123.0,1.229,4.332,0.018205,2
K04976.01,1,2.77,320.0,624.90338,1.729,7089.0,1.532,4.148,0.014651,2
K04977.01,1,1.18,410.0,25.5338535,0.635,4445.0,0.629,4.63,0.01702,2
K04978.01,1,2.75,253.0,339.18998,0.966,5544.0,0.859,4.402,0.026027,2
K04981.01,1,2.32,216.0,349.73652,0.796,5310.0,0.886,4.582,0.026683,2
K05101.01,1,1.64,331.0,436.18813,1.497,6499.0,0.993,4.084,0.010045,2
K05104.01,1,1.63,682.0,21.1579573,1.012,6063.0,1.117,4.476,0.014732,2
K05107.01,1,16.68,698.0,169.330666,7.052,5106.0,1.839,3.006,0.021658,2
K05226.01,1,4.42,289.0,249.35154,1.0,5780.0,1.0,4.438,0.040458,2
K05227.01,1,1.89,259.0,371.56492,0.972,5735.0,0.773,4.351,0.017835,2
