Kepler_OI_Name,Number_of_Planets,Planet_Radius_Earth,Equalibrium_Temp_K,Orbit_Period_Days,Star_Radius_Sun,Star_Temp_K,Star_Mass_Sun,Star_Surface_Gravity,Planet_Star_Radius_Ratio,Status
K05870.01,1,0.75,217.0,132.114,0.523,4342.0,0.518,4.715,0.013051,2
K05871.01,1,2.04,196.0,623.2344,0.839,5600.0,0.804,4.496,0.022285,2
K05873.01,1,109061.0,802.0,217.170081,11.723,5083.0,2.176,2.638,85.19371,2
K05874.01,1,2.07,266.0,287.33114,1.007,5426.0,0.883,4.378,0.018829,2
K05876.01,1,2.2,337.0,189.456089,1.026,5991.0,0.938,4.387,0.019638,2
K05877.01,1,2.87,289.0,230.358183,0.884,5803.0,0.83,4.465,0.029765,2
K05878.01,1,1.88,251.0,211.54114,0.689,5433.0,0.736,4.629,0.025025,2
K05879.01,1,1.6,209.0,88.523517,0.462,3827.0,0.471,4.782,0.031674,2
K05881.01,1,1.27,499.0,134.35872,1.433,6948.0,1.171,4.194,0.008084,2
K05883.01,1,1.69,404.0,198.781156,1.424,6493.0,1.229,4.22,0.010874,2
K05885.01,1,1.87,364.0,111.149082,0.948,5763.0,1.063,4.511,0.018047,2
K05886.01,1,1.84,401.0,284.87177,1.773,6437.0,1.158,4.004,0.009524,2
K05888.01,1,1.84,273.0,190.860818,0.803,5463.0,0.893,4.578,0.020979,2
K05889.01,1,2.42,280.0,374.41813,1.124,6195.0,1.178,4.407,0.019694,2
K05890.01,1,2.19,308.0,263.30198,1.132,5758.0,0.885,4.277,0.017752,2
K05891.01,1,2.98,182.0,370.31761,0.701,4665.0,0.689,4.584,0.038964,2
K05892.01,1,1.41,484.0,37.959659,0.827,5573.0,0.902,4.558,0.015618,2
K05893.01,1,1.4,216.0,405.6296,0.79,5583.0,0.865,4.58,0.016212,2
K05895.01,1,1.16,770.0,11.8307724,0.958,5550.0,0.862,4.411,0.011053,2
K05896.01,1,1.94,212.0,434.28175,0.75,5544.0,0.693,4.529,0.023645,2
K06178.02,2,1.49,589.0,33.814176,0.996,6122.0,1.07,4.471,0.013689,2
K06179.01,1,2.13,744.0,16.2957847,1.012,6063.0,1.117,4.476,0.019312,2
K06180.02,2,1.5,809.0,58.92565,2.216,7282.0,1.636,3.961,0.006219,2
K06182.01,2,1.19,565.0,19.2405821,0.848,5031.0,0.801,4.485,0.012881,2
K01608.03,3,2.05,327.0,232.040326,1.156,5903.0,0.974,4.3,0.016278,2
K06182.02,2,1.35,512.0,28.684308,0.821,5243.0,0.761,4.49,0.015041,2
K00492.02,2,2.99,302.0,265.29617,1.218,5589.0,1.007,4.27,0.02249,2
K03410.02,2,2.44,530.0,61.569765,1.389,5626.0,0.991,4.149,0.016067,2
K03440.02,2,2.48,465.0,58.940569,0.99,5819.0,1.049,4.468,0.022938,2
K03444.04,4,0.74,390.0,14.1502311,0.529,3705.0,0.536,4.721,0.012874,2
K03456.02,2,1.18,249.0,486.12702,1.062,6008.0,0.972,4.373,0.01017,2
K04647.02,2,2.08,1016.0,12.008552,1.964,5303.0,1.042,3.87,0.009682,2
K04657.02,2,0.77,700.0,10.4314847,0.774,5361.0,0.848,4.588,0.009133,2
K04895.02,2,1.85,507.0,47.5571352,0.958,5861.0,0.914,4.436,0.017684,2
K06093.02,2,4.49,1090.0,27.2497521,4.524,5440.0,1.894,3.404,0.009088,2
K01015.03,3,3.14,956.0,16.9972894,1.86,5897.0,1.204,3.98,0.015447,2
K06097.02,4,1.7,595.0,88.433122,1.525,7092.0,1.272,4.176,0.010199,2
K06097.03,4,2.35,404.0,282.34315,1.525,7092.0,1.272,4.176,0.014083,2
K06188.01,1,2.46,1296.0,1.645319649,0.756,5416.0,0.847,4.603,0.029805,2
K03878.02,2,1.42,729.0,15.3573445,0.986,5818.0,1.032,4.464,0.013216,2
K04009.02,2,2.17,453.0,77.792718,1.241,5497.0,0.981,4.243,0.015988,2
K05987.01,1,55.28,2333.0,5.288547653,9.169,4918.0,2.376,2.889,0.055215,2
K00600.02,2,2.8,288.0,294.055263,1.011,6108.0,1.052,4.453,0.025404,2
K06097.04,4,1.51,528.0,126.505657,1.525,7092.0,1.272,4.176,0.009097,2
K06100.02,2,1.52,459.0,117.684591,1.279,6362.0,1.054,4.248,0.010894,2
K01053.02,2,2.46,519.0,46.245164,1.107,5553.0,0.933,4.32,0.02036,2
K06191.01,2,1.19,932.0,9.7043379,1.044,6273.0,1.099,4.442,0.010444,2
K01616.02,2,0.67,582.0,34.775371,1.047,6028.0,1.149,4.459,0.005825,2
K07859.01,1,0.93,2318.0,0.306702491,0.786,5310.0,0.732,4.512,0.010797,2
K06191.02,2,1.26,851.0,12.7713826,1.044,6273.0,1.099,4.442,0.011084,2
K06194.01,2,140.14,1083.0,42.294739,7.849,4926.0,2.351,3.02,0.163499,2
K06195.01,1,1.73,1051.0,1.444486083,0.559,4569.0,0.553,4.686,0.028315,2
K04034.02,2,46.44,1496.0,11.6089351,3.53,6303.0,1.786,3.595,0.120487,2
K04103.02,2,1.1,629.0,14.2378417,0.801,5273.0,0.861,4.566,0.012587,2
K00521.02,2,1.19,885.0,10.8206034,1.06,6032.0,0.999,4.387,0.0103,2
K00649.02,2,0.92,1058.0,10.2090268,1.524,6188.0,1.33,4.196,0.005552,2
K06102.01,1,1.67,665.0,54.2916336,1.565,6711.0,1.353,4.179,0.009748,2
K06103.01,2,9.23,390.0,453.54212,3.006,5874.0,1.519,3.664,0.02813,2
K06103.02,2,118.62,602.0,122.8054416,3.006,5874.0,1.519,3.664,0.361369,2
K01628.03,3,1.76,607.0,37.8404232,1.149,6243.0,1.226,4.406,0.014016,2
K04192.02,2,1.14,525.0,32.0273169,0.909,5505.0,0.955,4.501,0.011529,2
K04246.02,2,1.12,982.0,8.75630628,1.227,5839.0,1.044,4.279,0.008347,2
K04287.02,2,0.85,1142.0,9.6183111,1.665,6134.0,1.173,4.065,0.004666,2
K07865.01,1,61.49,2921.0,0.518060209,1.772,5405.0,0.816,3.853,0.317784,2
K04385.03,3,1.45,588.0,17.3695112,0.834,5119.0,0.818,4.508,0.015932,2
K04435.02,2,0.81,759.0,17.8693759,1.013,6328.0,1.069,4.456,0.007351,2
K04541.02,2,1.98,721.0,17.236085,1.111,5543.0,0.937,4.318,0.016355,2
K06108.01,1,1.07,225.0,485.92297,0.957,5551.0,0.811,4.386,0.010284,2
K01082.04,4,1.45,705.0,9.6550473,0.843,4999.0,0.8,4.49,0.015707,2
K06111.01,1,3.63,521.0,228.65412,2.674,6845.0,1.843,3.849,0.012437,2
K06209.01,2,2.2,785.0,12.7143635,0.962,5947.0,1.022,4.481,0.020912,2
K01839.02,2,4.93,535.0,80.4103783,1.673,5476.0,0.819,3.904,0.026973,2
K07873.01,1,0.57,1427.0,1.93188768,0.914,5896.0,1.0,4.516,0.00568,2
K07863.01,1,0.52,1015.0,5.2449156,0.878,5823.0,0.862,4.486,0.005433,2
K06118.01,2,3.65,324.0,571.280892,1.619,7081.0,1.387,4.16,0.020623,2
K06118.02,2,1.16,1610.0,4.66185924,1.619,7081.0,1.387,4.16,0.006553,2
K01250.02,2,697.14,1789.0,1.213672208,0.995,6113.0,1.044,4.463,6.416173,2
K06120.01,2,1.7,430.0,90.097375,1.008,6116.0,1.025,4.444,0.015404,2
K06209.02,2,2.1,927.0,7.72966941,0.962,5947.0,1.022,4.481,0.02003,2
K06214.02,2,4.1,544.0,154.536881,2.522,6049.0,1.241,3.728,0.014896,2
K03283.03,3,1.72,310.0,87.707513,0.721,4944.0,0.786,4.614,0.021868,2
K03741.04,4,2.9,1094.0,9.6310258,1.345,6432.0,1.06,4.207,0.019733,2
K04913.02,2,2.96,1530.0,8.97377221,2.829,6537.0,1.677,3.76,0.009575,2
K06120.02,2,1.67,323.0,205.41415,0.991,6123.0,1.04,4.465,0.015445,2
K01860.04,4,1.58,625.0,24.8434837,1.022,5670.0,0.949,4.397,0.01415,2
K06217.01,1,4.44,1627.0,7.7016694,3.608,5174.0,0.802,3.228,0.011266,2
K04567.02,2,1.11,1149.0,4.67250377,0.987,6146.0,1.006,4.454,0.010287,2
K07875.01,1,1.32,649.0,21.9711574,0.997,5763.0,0.989,4.436,0.012115,2
K01310.02,2,3.33,416.0,144.688915,1.71,5372.0,1.084,4.007,0.017821,2
K06130.01,1,1.05,1007.0,1.54287434,0.539,4530.0,0.537,4.704,0.017873,2
K06132.01,3,13.0,750.0,33.3200908,1.651,6264.0,1.352,4.133,0.072094,2
K01996.02,2,0.84,647.0,7.07394528,0.561,4777.0,0.561,4.689,0.013779,2
K00750.03,4,1.45,606.0,14.516741,0.828,4954.0,0.791,4.5,0.016064,2
K03283.02,3,1.34,498.0,20.5718107,0.708,4922.0,0.795,4.624,0.017281,2
K06132.03,3,4.03,1058.0,11.867172,1.651,6264.0,1.352,4.133,0.022359,2
K01319.02,2,2.76,319.0,142.685885,0.799,5767.0,0.866,4.57,0.031609,2
K06137.01,2,1.44,839.0,12.4970599,1.021,6174.0,1.055,4.445,0.012948,2
K02433.06,7,1.64,1153.0,6.06330298,1.153,6308.0,1.09,4.353,0.013024,2
K02433.07,7,2.85,464.0,86.431871,1.112,6325.0,1.157,4.409,0.023463,2
K02533.03,3,2.38,898.0,26.1152887,2.912,5190.0,1.319,3.63,0.0075,2
K00841.04,5,24.0,235.0,269.306232,0.817,5251.0,0.926,4.581,0.269007,2
K06141.01,1,860.3,787.0,96.509214,2.955,7343.0,1.793,3.751,2.666063,2
K06142.02,3,2121.0,579.0,111.65546,1.863,6967.0,1.541,4.086,10.425711,2
K02012.02,2,2.3,302.0,180.921729,0.848,5818.0,0.937,4.554,0.02485,2
K06239.01,2,1.77,236.0,406.496216,0.884,5847.0,0.956,4.525,0.018296,2
K00841.05,5,3.71,191.0,499.47338,0.817,5251.0,0.926,4.581,0.041532,2
K06145.03,3,2.73,1263.0,7.3138454,1.485,6486.0,1.098,4.136,0.016831,2
K00353.03,3,1.97,1093.0,11.1619384,1.64,6200.0,1.158,4.072,0.011022,2
K06242.03,3,1.3,573.0,78.86684,1.381,6907.0,1.291,4.264,0.008627,2
K00896.03,3,1.51,493.0,28.8672107,0.837,5191.0,0.937,4.564,0.016563,2
K06151.01,1,1.36,211.0,431.78556,0.747,5642.0,0.811,4.6,0.016648,2
K06245.01,3,1.67,437.0,144.102562,1.26,6528.0,1.046,4.257,0.012104,2
K06245.02,3,1.77,475.0,112.317402,1.26,6528.0,1.046,4.257,0.012832,2
K06246.01,1,1.48,900.0,9.13315062,0.964,6122.0,1.041,4.487,0.014047,2
K02086.04,4,1.83,333.0,335.56311,1.448,6200.0,1.105,4.16,0.011552,2
K00337.02,2,1.56,340.0,154.607419,0.931,6017.0,1.016,4.508,0.015319,2
K01519.02,2,1.81,414.0,57.132855,0.904,5157.0,0.83,4.445,0.018363,2
K02163.03,3,1.59,625.0,28.2251049,1.021,6014.0,1.037,4.436,0.01426,2
K02183.03,3,2.26,325.0,150.381954,0.954,5569.0,0.955,4.459,0.021711,2
K02184.02,2,2.17,288.0,95.906433,0.736,4620.0,0.723,4.564,0.027054,2
K02194.03,3,1.37,237.0,445.21685,0.95,5670.0,0.802,4.387,0.013227,2
K02209.02,2,2.18,724.0,35.502865,1.839,5528.0,0.962,3.892,0.010848,2
K00945.03,3,2.07,490.0,66.789347,1.031,6297.0,1.084,4.448,0.018351,2
K06068.01,1,100.03,2251.0,6.150251376,2.867,8914.0,2.357,3.896,0.319491,2
K06164.01,2,1.84,678.0,29.5126153,1.351,5746.0,1.027,4.189,0.01247,2
K02281.02,2,1.54,196.0,455.27405,0.818,5178.0,0.879,4.556,0.01719,2
K00365.02,2,0.62,337.0,117.761,0.85,5564.0,0.877,4.522,0.006687,2
K02327.02,2,1.39,441.0,46.331703,0.815,5477.0,0.907,4.571,0.015637,2
K02393.02,2,1.22,1541.0,0.766691517,0.788,4821.0,0.765,4.529,0.014221,2
K02450.02,2,1.12,916.0,7.1931193,1.008,5518.0,0.932,4.4,0.010194,2
K00266.02,2,1.74,575.0,47.7439509,1.292,5949.0,1.14,4.272,0.012349,2
K00992.02,2,1.44,1206.0,4.57834367,1.22,5782.0,1.035,4.28,0.010812,2
K01522.02,2,1.02,801.0,12.654896,1.022,5833.0,0.974,4.407,0.009121,2
K06168.01,3,1.59,433.0,131.258668,1.248,6443.0,1.198,4.325,0.011652,2
K07870.01,1,2.1,440.0,92.552007,1.22,5808.0,1.097,4.306,0.015755,2
K06168.02,3,1.09,522.0,75.072964,1.248,6443.0,1.198,4.325,0.007983,2
K06172.01,1,1.18,496.0,31.8134892,0.776,5505.0,0.848,4.586,0.013972,2
K02610.02,2,4.02,632.0,115.230655,2.517,6585.0,1.502,3.813,0.014633,2
K02719.02,2,1.5,303.0,106.25976,0.823,4827.0,0.796,4.508,0.016656,2
K02828.02,2,3.46,181.0,505.462916,0.833,4817.0,0.8,4.499,0.038043,2
K02869.02,2,2.16,330.0,274.743032,1.207,6277.0,1.073,4.306,0.016394,2
K00423.02,2,11943.8,339.0,360.477635,1.522,6266.0,1.066,4.101,71.862778,2
K02871.03,4,0.75,638.0,18.0811429,0.856,5693.0,0.95,4.551,0.008065,2
K06085.01,1,25.8,1123.0,5.902596818,1.094,6184.0,1.022,4.371,0.215997,2
K06173.01,1,1.54,397.0,214.013044,1.37,6698.0,1.273,4.267,0.010275,2
K06176.01,2,1.48,441.0,143.09688,1.31,6725.0,1.354,4.335,0.010343,2
K06178.01,2,1.64,809.0,13.0327301,0.996,6122.0,1.07,4.471,0.015088,2
K02971.02,2,1.65,725.0,31.9533679,1.467,6313.0,1.325,4.228,0.010307,2
K03028.02,2,2.11,208.0,458.16754,0.816,5536.0,0.895,4.566,0.023647,2
K03088.02,2,1.92,455.0,67.8766605,0.975,6018.0,1.058,4.485,0.018053,2
K03214.02,2,1.35,852.0,25.0901574,1.788,6033.0,1.127,3.985,0.006937,2
K03401.02,2,2.2,283.0,326.6708,1.072,5896.0,0.924,4.343,0.018788,2
K00238.03,3,1.96,296.0,362.97828,1.216,6086.0,1.013,4.274,0.014788,2
K00593.04,4,2.68,298.0,240.192808,0.977,6004.0,1.061,4.484,0.025124,2
K00993.03,3,1.43,391.0,86.723653,0.876,5830.0,0.97,4.54,0.014997,2
K07878.01,1,15.41,828.0,36.566324,2.884,5294.0,1.206,3.599,0.048923,2
K06093.01,2,3.86,1197.0,20.5736113,4.524,5440.0,1.894,3.404,0.007808,2
K03207.01,1,2.27,3406.0,0.954388314,2.785,7056.0,1.836,3.813,0.007467,2
K03420.01,2,1.87,1232.0,5.77451117,1.492,5821.0,1.088,4.127,0.011499,2
K01920.02,2,0.74,723.0,10.1384691,0.779,5483.0,0.865,4.589,0.008748,2
K01992.03,3,3.04,482.0,85.517344,1.451,5592.0,1.0,4.115,0.019208,2
K06618.01,1,0.94,947.0,8.6040858,0.986,6250.0,1.052,4.472,0.008743,2
K07882.01,1,1.31,295.0,65.415183,0.646,4348.0,0.636,4.62,0.018514,2
K06753.01,1,13.11,984.0,72.28198,3.627,7694.0,2.054,3.631,0.033111,2
K06889.01,1,0.63,507.0,75.906736,1.206,6140.0,0.941,4.248,0.004771,2
K06890.01,1,0.72,1130.0,2.15888911,0.713,5269.0,0.79,4.627,0.009185,2
K06892.01,1,1.87,816.0,17.5806026,1.358,5839.0,1.063,4.199,0.012611,2
K07023.01,1,0.72,1123.0,2.71772323,0.874,5135.0,0.812,4.464,0.007496,2
K07157.01,1,1.17,718.0,23.9830523,1.292,5696.0,0.916,4.178,0.008278,2
K07283.01,1,1.69,391.0,134.413808,1.187,6013.0,1.206,4.37,0.013076,2
K07894.01,1,1.62,253.0,347.97611,0.878,5995.0,0.964,4.536,0.016926,2
K04526.02,2,2.09,919.0,11.8187288,1.328,5803.0,1.046,4.211,0.014436,2
K04535.02,2,0.78,849.0,5.78901936,0.748,5289.0,0.717,4.546,0.009509,2
K04838.02,3,7.62,625.0,6.33342309,0.613,4352.0,0.64,4.671,0.113908,2
K04871.02,2,0.76,1288.0,5.522479,1.247,6532.0,1.056,4.271,0.005574,2
K06368.01,1,1.78,943.0,9.4588054,1.066,6247.0,1.122,4.433,0.01527,2
K06372.01,1,1.11,419.0,71.008017,0.849,5847.0,0.882,4.526,0.011971,2
K06375.01,1,0.97,1220.0,2.90805147,0.869,5889.0,0.961,4.543,0.01017,2
K06631.01,1,0.48,1171.0,2.56271232,0.899,5190.0,0.823,4.446,0.004923,2
K06762.01,1,0.98,758.0,15.08186,1.012,5794.0,0.89,4.377,0.008867,2
K06763.01,1,0.56,1379.0,2.44693823,1.033,5821.0,1.022,4.419,0.00495,2
K06765.01,2,1.3,814.0,13.05609,0.994,6078.0,0.978,4.434,0.011992,2
K07032.01,1,0.61,1136.0,3.64049242,0.936,5745.0,1.017,4.503,0.005936,2
K07162.01,1,2.02,1642.0,5.1581317,3.355,5155.0,1.331,3.511,0.005502,2
K07291.01,1,3.37,966.0,25.9136674,2.346,6167.0,1.279,3.804,0.013137,2
K07426.01,1,0.97,778.0,6.96197304,0.814,5008.0,0.775,4.506,0.010933,2
K07427.01,1,0.78,1052.0,7.8935324,1.109,6306.0,0.991,4.346,0.006404,2
K07430.01,1,18.94,4477.0,1.320499473,13.454,5172.0,3.257,2.693,0.012893,2
K07432.01,1,1.03,750.0,13.1538409,1.008,5443.0,0.848,4.36,0.009369,2
K00460.02,2,1.24,566.0,36.0484798,1.1,5602.0,0.944,4.33,0.01029,2
K05875.02,2,1.88,1326.0,4.2742605,1.148,6477.0,1.102,4.361,0.015001,2
K06253.01,1,1.4,531.0,27.556452,0.836,5509.0,0.937,4.565,0.015347,2
K06384.01,1,2.79,203.0,566.28176,0.802,5829.0,0.879,4.575,0.031803,2
K06635.01,1,1.49,1027.0,0.52740121,0.41,3582.0,0.431,4.847,0.033391,2
K06641.01,1,1.16,1764.0,1.400903699,0.975,6375.0,1.033,4.474,0.0109,2
K06774.01,1,26.55,756.0,17.3816224,1.02,6116.0,0.969,4.407,0.238323,2
K06776.01,1,1.45,658.0,28.655498,1.1,6268.0,1.188,4.429,0.01209,2
K06777.01,1,1.08,606.0,13.4450174,0.759,5003.0,0.75,4.553,0.013056,2
K06904.01,1,1.28,501.0,26.1556767,0.76,5204.0,0.787,4.573,0.015481,2
K06907.01,1,1.14,865.0,4.60687717,0.711,5110.0,0.704,4.582,0.01465,2
K07040.01,1,2.18,212.0,502.20642,0.733,6018.0,0.807,4.615,0.027256,2
K07041.01,1,0.79,793.0,8.3613732,0.777,5470.0,0.71,4.509,0.009364,2
K07169.01,1,0.72,1052.0,10.5113779,1.305,6575.0,1.182,4.278,0.00507,2
K07174.01,1,0.37,943.0,1.58487898,0.566,4201.0,0.552,4.675,0.006011,2
K07301.01,1,1.19,495.0,20.9525604,0.72,4885.0,0.773,4.61,0.01516,2
K07305.01,1,0.8,1713.0,3.72920972,2.05,6215.0,1.37,3.955,0.003585,2
K07434.01,1,0.95,900.0,5.704593,0.832,5523.0,0.933,4.566,0.010452,2
K07435.01,1,0.82,1684.0,1.36752316,1.048,5836.0,1.044,4.417,0.007198,2
K07437.01,1,0.84,1385.0,1.9997244,0.897,5838.0,0.992,4.529,0.008536,2
K06256.01,1,1.37,568.0,14.137062,0.709,4861.0,0.689,4.574,0.017714,2
K06259.01,2,1.14,1130.0,4.78113942,1.115,5683.0,0.959,4.326,0.009326,2
K06259.02,2,1.3,987.0,7.18864064,1.115,5683.0,0.959,4.326,0.010693,2
K06511.01,1,1.46,594.0,27.122801,0.945,5878.0,1.058,4.512,0.014111,2
K06513.01,1,1.17,561.0,5.62241111,0.541,3894.0,0.548,4.71,0.019835,2
K06516.01,2,0.88,617.0,11.2901559,0.657,5025.0,0.639,4.609,0.012221,2
K06646.01,1,1.38,751.0,7.1356633,0.793,4926.0,0.763,4.522,0.015893,2
K06781.01,1,0.93,622.0,14.5909249,0.766,5214.0,0.72,4.527,0.011062,2
K06783.01,1,1.31,802.0,11.8496351,0.929,6032.0,1.014,4.508,0.012962,2
K06786.01,1,3.0,228.0,455.62395,0.892,5883.0,0.985,4.53,0.030751,2
K06913.02,2,3.86,4900.0,1.75173647,4.378,10894.0,3.249,3.667,0.008072,2
K07179.01,1,1.18,272.0,407.14656,1.198,5845.0,1.001,4.282,0.008994,2
K07180.01,1,3.94,298.0,487.83894,1.877,5421.0,0.978,3.882,0.019229,2
K07182.01,1,1.74,613.0,6.853888,0.684,4199.0,0.694,4.609,0.023359,2
K00547.02,3,0.97,784.0,7.34672485,0.821,5271.0,0.93,4.578,0.010778,2
K07445.01,1,1.3,829.0,6.933574,0.793,5510.0,0.888,4.584,0.015042,2
K06262.01,1,1.29,1834.0,0.673141323,0.858,5461.0,0.957,4.552,0.013791,2
K06263.01,1,3.33,1550.0,8.60965352,4.233,5418.0,1.83,3.447,0.007199,2
K06267.01,1,1.12,674.0,13.8911152,0.79,5472.0,0.718,4.499,0.013015,2
K06399.01,1,1.24,1017.0,6.76890076,1.125,5737.0,0.979,4.327,0.010077,2
K06401.01,1,41.53,2167.0,1.96134311,2.198,6221.0,1.516,3.935,0.173014,2
K06526.01,1,9.3,409.0,486.77832,4.95,5039.0,1.765,3.295,0.017214,2
K06653.01,1,1.22,526.0,28.2682167,0.838,5496.0,0.939,4.564,0.01329,2
K06657.01,1,1.54,2492.0,1.6037058,2.512,6400.0,1.732,3.877,0.005632,2
K07884.01,1,1.49,2036.0,0.70965042,1.002,5618.0,0.865,4.373,0.013629,2
K06793.01,1,0.79,1014.0,3.62657392,0.8,5416.0,0.89,4.579,0.009052,2
K06918.01,1,6.17,1688.0,0.902403563,0.755,5776.0,0.826,4.599,0.074796,2
K06919.01,1,1.09,577.0,8.7998722,0.675,4298.0,0.668,4.603,0.014814,2
K06921.01,1,1.19,1052.0,6.87778029,1.062,6274.0,1.115,4.434,0.01024,2
K06925.01,1,0.94,416.0,12.9489256,0.525,3867.0,0.545,4.734,0.016341,2
K07889.01,1,2.44,332.0,130.235324,0.903,5616.0,1.006,4.529,0.024722,2
K07319.01,1,0.97,370.0,17.1677675,0.526,3761.0,0.535,4.724,0.016943,2
K07320.01,1,0.75,679.0,8.50207749,0.715,4889.0,0.693,4.57,0.009619,2
K07449.01,1,14.03,1097.0,1.322475635,0.548,4668.0,0.548,4.7,0.234504,2
K07455.01,1,2.44,2001.0,3.773744,2.069,7302.0,1.44,3.965,0.010794,2
K06274.01,1,1.5,737.0,18.1772927,1.026,6158.0,1.092,4.455,0.013378,2
K06276.01,1,0.64,579.0,3.09872834,0.41,3628.0,0.427,4.842,0.014297,2
K06409.01,1,2.42,960.0,19.9310602,2.491,5500.0,1.348,3.775,0.008906,2
K06532.01,1,1.36,1933.0,0.813998812,0.989,5705.0,0.945,4.424,0.012555,2
K06664.01,1,0.93,632.0,14.7639145,0.733,5541.0,0.82,4.613,0.01158,2
K06666.01,1,0.75,1684.0,1.118510435,0.865,5918.0,0.956,4.544,0.00789,2
K06798.01,1,3.56,2104.0,2.64185268,2.935,5195.0,0.805,3.409,0.011112,2
K06931.01,1,1.2,1268.0,2.54031121,0.911,5778.0,1.028,4.531,0.012081,2
K07061.01,1,4.91,2413.0,1.371587993,1.604,7045.0,1.341,4.154,0.028042,2
K07195.01,1,1.0,1150.0,5.89773974,1.126,6300.0,1.082,4.371,0.008134,2
K07197.01,1,1.46,1234.0,1.74145041,0.764,5238.0,0.854,4.598,0.017531,2
K07199.01,1,774.73,648.0,20.2944118,0.918,5865.0,1.012,4.518,7.728274,2
K07327.01,1,1.88,541.0,17.9908273,0.752,4918.0,0.727,4.546,0.022928,2
K07330.01,1,1.09,399.0,198.11309,1.486,6163.0,1.122,4.144,0.006707,2
K07460.01,1,1.58,947.0,5.70509519,0.927,5455.0,0.88,4.448,0.015647,2
K06538.01,1,1.45,385.0,129.847318,1.032,6133.0,1.035,4.427,0.012907,2
K06672.01,1,1.0,1180.0,2.28494301,0.789,5396.0,0.845,4.571,0.01156,2
K06676.01,1,1.81,266.0,439.21978,0.962,6553.0,1.017,4.479,0.017205,2
K06934.01,1,2.16,899.0,22.2548897,2.388,5349.0,1.197,3.76,0.008284,2
K07069.01,1,1.61,1928.0,1.01485981,1.024,6158.0,1.08,4.453,0.014362,2
K07072.01,1,4.39,1459.0,15.3902613,4.994,5649.0,1.74,3.282,0.008048,2
K07073.01,1,30.25,323.0,279.036565,1.273,6072.0,1.139,4.285,0.217619,2
K07074.01,1,1.49,618.0,26.8552365,0.955,6045.0,1.038,4.494,0.014325,2
K07076.01,1,1.28,852.0,16.2347636,1.188,6478.0,1.209,4.371,0.009904,2
K07205.01,1,39.82,1535.0,2.3518268,1.426,5445.0,1.024,4.14,0.255735,2
K07208.01,1,0.87,1018.0,3.57944367,0.801,5341.0,0.824,4.546,0.009952,2
K07209.01,1,3.28,1462.0,8.2553499,3.6,5403.0,1.714,3.559,0.00834,2
K07339.01,1,1.73,919.0,10.6982275,1.097,6277.0,1.148,4.417,0.014411,2
K07467.01,1,1.33,1253.0,7.20558084,1.693,6002.0,1.107,4.025,0.007176,2
K07470.01,1,1.9,225.0,392.50115,0.988,5128.0,0.87,4.388,0.017596,2
K07471.01,1,1.3,1156.0,5.29655591,1.1,6268.0,1.188,4.429,0.010809,2
K06291.01,1,0.98,999.0,8.8324193,1.133,6060.0,0.914,4.29,0.007933,2
K06293.01,1,1.21,1125.0,5.88836941,1.084,6243.0,1.048,4.39,0.01018,2
K06425.01,1,1.5,231.0,521.10826,0.947,5942.0,0.884,4.432,0.014478,2
K06546.01,1,1.03,1306.0,3.39401963,1.029,6181.0,1.036,4.431,0.009127,2
K06680.01,1,0.8,1028.0,5.52507406,1.037,5600.0,0.936,4.378,0.007094,2
K06819.01,1,1.01,1620.0,3.226232203,1.437,6534.0,1.205,4.203,0.006444,2
K06949.01,1,1.24,2173.0,2.352446342,2.003,6749.0,1.28,3.941,0.005663,2
K07215.01,1,0.83,1007.0,3.90735046,0.809,5497.0,0.907,4.577,0.009441,2
K07345.01,1,2.16,242.0,377.501257,0.94,5751.0,1.038,4.508,0.021072,2
K07479.01,1,1.1,1132.0,7.1969168,1.575,5530.0,1.004,4.045,0.006392,2
K06299.01,1,0.67,1633.0,0.947554749,0.84,5508.0,0.955,4.569,0.00734,2
K06301.01,1,2.94,589.0,50.271927,1.215,6520.0,1.279,4.375,0.022157,2
K07879.01,1,6.15,792.0,128.208643,3.811,7128.0,1.754,3.52,0.014778,2
K06557.01,1,1.04,1177.0,6.63448023,1.225,6463.0,1.126,4.313,0.007791,2
K06687.01,1,0.87,1391.0,1.002591901,0.739,4893.0,0.746,4.574,0.010829,2
K06689.01,1,0.98,1291.0,3.37116682,1.163,5653.0,0.958,4.288,0.007721,2
K06954.01,1,0.91,1266.0,6.613671,1.597,6056.0,1.094,4.071,0.005244,2
K06957.01,1,0.76,1653.0,1.48062814,0.937,6187.0,1.011,4.499,0.007436,2
K07088.01,1,0.92,1135.0,2.68814059,0.734,5636.0,0.821,4.613,0.011448,2
K07093.01,1,1.41,467.0,97.991569,1.169,6499.0,1.191,4.378,0.011037,2
K07220.01,1,0.97,1805.0,1.057080807,0.946,6000.0,1.003,4.487,0.009363,2
K07223.01,1,1.59,218.0,317.062416,0.715,5366.0,0.793,4.625,0.020361,2
K07224.01,1,1.62,784.0,13.4959496,1.019,5962.0,1.102,4.464,0.014581,2
K07354.01,1,1.61,664.0,43.2675604,1.729,5747.0,1.135,4.018,0.008532,2
K07358.01,1,1.26,674.0,11.3251153,0.727,5334.0,0.723,4.574,0.015813,2
K07483.01,1,0.68,648.0,16.9163386,0.81,5628.0,0.779,4.513,0.007691,2
K07484.01,1,2.14,507.0,37.0200232,0.886,5685.0,0.987,4.537,0.022145,2
