Number of Planets,Planet-Star Radius Ratio,Orbit Period (Days),Planet Radius (Earth),Equalibrium Temp (K),Star Temp (K),Star Radius,Star Mass,Star Surface Gravity,Status
1,0.019149,364.18129,1.78,209.0,4988.0,0.85,0.829,4.498,2
1,0.007533,37.7935113,0.89,592.0,6178.0,1.076,1.098,4.417,2
1,0.025576,172.621943,26.09,790.0,5119.0,9.343,1.983,2.795,2
1,0.019432,264.708077,6.17,425.0,5283.0,2.907,1.277,3.617,2
1,0.009044,8.67237968,0.87,825.0,5620.0,0.882,0.893,4.498,2
1,0.015255,35.9216912,1.38,468.0,5161.0,0.829,0.775,4.49,2
1,0.03432,102.300622,35.36,984.0,4895.0,9.435,1.195,2.566,2
1,0.020375,359.8455,14.76,510.0,4945.0,6.632,1.835,3.058,2
1,0.011708,22.7783121,1.89,863.0,6538.0,1.477,1.153,4.162,2
1,0.03211,114.406187,2.42,267.0,4641.0,0.691,0.677,4.589,2
1,0.013051,132.114,0.75,217.0,4342.0,0.523,0.518,4.715,2
1,0.022285,623.2344,2.04,196.0,5600.0,0.839,0.804,4.496,2
1,85.19371,217.170081,109061.0,802.0,5083.0,11.723,2.176,2.638,2
1,0.018829,287.33114,2.07,266.0,5426.0,1.007,0.883,4.378,2
1,0.019638,189.456089,2.2,337.0,5991.0,1.026,0.938,4.387,2
1,0.029765,230.358183,2.87,289.0,5803.0,0.884,0.83,4.465,2
1,0.025025,211.54114,1.88,251.0,5433.0,0.689,0.736,4.629,2
1,0.031674,88.523517,1.6,209.0,3827.0,0.462,0.471,4.782,2
1,0.008084,134.35872,1.27,499.0,6948.0,1.433,1.171,4.194,2
1,0.010874,198.781156,1.69,404.0,6493.0,1.424,1.229,4.22,2
1,0.018047,111.149082,1.87,364.0,5763.0,0.948,1.063,4.511,2
1,0.009524,284.87177,1.84,401.0,6437.0,1.773,1.158,4.004,2
1,0.020979,190.860818,1.84,273.0,5463.0,0.803,0.893,4.578,2
1,0.019694,374.41813,2.42,280.0,6195.0,1.124,1.178,4.407,2
1,0.017752,263.30198,2.19,308.0,5758.0,1.132,0.885,4.277,2
1,0.038964,370.31761,2.98,182.0,4665.0,0.701,0.689,4.584,2
1,0.015618,37.959659,1.41,484.0,5573.0,0.827,0.902,4.558,2
1,0.016212,405.6296,1.4,216.0,5583.0,0.79,0.865,4.58,2
1,0.011053,11.8307724,1.16,770.0,5550.0,0.958,0.862,4.411,2
1,0.023645,434.28175,1.94,212.0,5544.0,0.75,0.693,4.529,2
2,0.013689,33.814176,1.49,589.0,6122.0,0.996,1.07,4.471,2
1,0.019312,16.2957847,2.13,744.0,6063.0,1.012,1.117,4.476,2
2,0.006219,58.92565,1.5,809.0,7282.0,2.216,1.636,3.961,2
2,0.012881,19.2405821,1.19,565.0,5031.0,0.848,0.801,4.485,2
3,0.016278,232.040326,2.05,327.0,5903.0,1.156,0.974,4.3,2
2,0.015041,28.684308,1.35,512.0,5243.0,0.821,0.761,4.49,2
2,0.02249,265.29617,2.99,302.0,5589.0,1.218,1.007,4.27,2
2,0.016067,61.569765,2.44,530.0,5626.0,1.389,0.991,4.149,2
2,0.022938,58.940569,2.48,465.0,5819.0,0.99,1.049,4.468,2
4,0.012874,14.1502311,0.74,390.0,3705.0,0.529,0.536,4.721,2
2,0.01017,486.12702,1.18,249.0,6008.0,1.062,0.972,4.373,2
2,0.009682,12.008552,2.08,1016.0,5303.0,1.964,1.042,3.87,2
2,0.009133,10.4314847,0.77,700.0,5361.0,0.774,0.848,4.588,2
2,0.017684,47.5571352,1.85,507.0,5861.0,0.958,0.914,4.436,2
2,0.009088,27.2497521,4.49,1090.0,5440.0,4.524,1.894,3.404,2
3,0.015447,16.9972894,3.14,956.0,5897.0,1.86,1.204,3.98,2
4,0.010199,88.433122,1.7,595.0,7092.0,1.525,1.272,4.176,2
4,0.014083,282.34315,2.35,404.0,7092.0,1.525,1.272,4.176,2
1,0.029805,1.645319649,2.46,1296.0,5416.0,0.756,0.847,4.603,2
2,0.013216,15.3573445,1.42,729.0,5818.0,0.986,1.032,4.464,2
2,0.015988,77.792718,2.17,453.0,5497.0,1.241,0.981,4.243,2
1,0.055215,5.288547653,55.28,2333.0,4918.0,9.169,2.376,2.889,2
2,0.025404,294.055263,2.8,288.0,6108.0,1.011,1.052,4.453,2
4,0.009097,126.505657,1.51,528.0,7092.0,1.525,1.272,4.176,2
2,0.010894,117.684591,1.52,459.0,6362.0,1.279,1.054,4.248,2
2,0.02036,46.245164,2.46,519.0,5553.0,1.107,0.933,4.32,2
2,0.010444,9.7043379,1.19,932.0,6273.0,1.044,1.099,4.442,2
2,0.005825,34.775371,0.67,582.0,6028.0,1.047,1.149,4.459,2
1,0.010797,0.306702491,0.93,2318.0,5310.0,0.786,0.732,4.512,2
2,0.011084,12.7713826,1.26,851.0,6273.0,1.044,1.099,4.442,2
2,0.163499,42.294739,140.14,1083.0,4926.0,7.849,2.351,3.02,2
1,0.028315,1.444486083,1.73,1051.0,4569.0,0.559,0.553,4.686,2
2,0.120487,11.6089351,46.44,1496.0,6303.0,3.53,1.786,3.595,2
2,0.012587,14.2378417,1.1,629.0,5273.0,0.801,0.861,4.566,2
2,0.0103,10.8206034,1.19,885.0,6032.0,1.06,0.999,4.387,2
2,0.005552,10.2090268,0.92,1058.0,6188.0,1.524,1.33,4.196,2
1,0.009748,54.2916336,1.67,665.0,6711.0,1.565,1.353,4.179,2
2,0.02813,453.54212,9.23,390.0,5874.0,3.006,1.519,3.664,2
2,0.361369,122.8054416,118.62,602.0,5874.0,3.006,1.519,3.664,2
3,0.014016,37.8404232,1.76,607.0,6243.0,1.149,1.226,4.406,2
2,0.011529,32.0273169,1.14,525.0,5505.0,0.909,0.955,4.501,2
2,0.008347,8.75630628,1.12,982.0,5839.0,1.227,1.044,4.279,2
2,0.004666,9.6183111,0.85,1142.0,6134.0,1.665,1.173,4.065,2
1,0.317784,0.518060209,61.49,2921.0,5405.0,1.772,0.816,3.853,2
3,0.015932,17.3695112,1.45,588.0,5119.0,0.834,0.818,4.508,2
2,0.007351,17.8693759,0.81,759.0,6328.0,1.013,1.069,4.456,2
2,0.016355,17.236085,1.98,721.0,5543.0,1.111,0.937,4.318,2
1,0.010284,485.92297,1.07,225.0,5551.0,0.957,0.811,4.386,2
4,0.015707,9.6550473,1.45,705.0,4999.0,0.843,0.8,4.49,2
1,0.012437,228.65412,3.63,521.0,6845.0,2.674,1.843,3.849,2
2,0.020912,12.7143635,2.2,785.0,5947.0,0.962,1.022,4.481,2
2,0.026973,80.4103783,4.93,535.0,5476.0,1.673,0.819,3.904,2
1,0.00568,1.93188768,0.57,1427.0,5896.0,0.914,1.0,4.516,2
1,0.005433,5.2449156,0.52,1015.0,5823.0,0.878,0.862,4.486,2
2,0.020623,571.280892,3.65,324.0,7081.0,1.619,1.387,4.16,2
2,0.006553,4.66185924,1.16,1610.0,7081.0,1.619,1.387,4.16,2
2,6.416173,1.213672208,697.14,1789.0,6113.0,0.995,1.044,4.463,2
2,0.015404,90.097375,1.7,430.0,6116.0,1.008,1.025,4.444,2
2,0.02003,7.72966941,2.1,927.0,5947.0,0.962,1.022,4.481,2
2,0.014896,154.536881,4.1,544.0,6049.0,2.522,1.241,3.728,2
3,0.021868,87.707513,1.72,310.0,4944.0,0.721,0.786,4.614,2
4,0.019733,9.6310258,2.9,1094.0,6432.0,1.345,1.06,4.207,2
2,0.009575,8.97377221,2.96,1530.0,6537.0,2.829,1.677,3.76,2
2,0.015445,205.41415,1.67,323.0,6123.0,0.991,1.04,4.465,2
4,0.01415,24.8434837,1.58,625.0,5670.0,1.022,0.949,4.397,2
1,0.011266,7.7016694,4.44,1627.0,5174.0,3.608,0.802,3.228,2
2,0.010287,4.67250377,1.11,1149.0,6146.0,0.987,1.006,4.454,2
1,0.012115,21.9711574,1.32,649.0,5763.0,0.997,0.989,4.436,2
2,0.017821,144.688915,3.33,416.0,5372.0,1.71,1.084,4.007,2
1,0.017873,1.54287434,1.05,1007.0,4530.0,0.539,0.537,4.704,2
3,0.072094,33.3200908,13.0,750.0,6264.0,1.651,1.352,4.133,2
2,0.013779,7.07394528,0.84,647.0,4777.0,0.561,0.561,4.689,2
4,0.016064,14.516741,1.45,606.0,4954.0,0.828,0.791,4.5,2
3,0.017281,20.5718107,1.34,498.0,4922.0,0.708,0.795,4.624,2
3,0.022359,11.867172,4.03,1058.0,6264.0,1.651,1.352,4.133,2
2,0.031609,142.685885,2.76,319.0,5767.0,0.799,0.866,4.57,2
2,0.012948,12.4970599,1.44,839.0,6174.0,1.021,1.055,4.445,2
7,0.013024,6.06330298,1.64,1153.0,6308.0,1.153,1.09,4.353,2
7,0.023463,86.431871,2.85,464.0,6325.0,1.112,1.157,4.409,2
3,0.0075,26.1152887,2.38,898.0,5190.0,2.912,1.319,3.63,2
5,0.269007,269.306232,24.0,235.0,5251.0,0.817,0.926,4.581,2
1,2.666063,96.509214,860.3,787.0,7343.0,2.955,1.793,3.751,2
3,10.425711,111.65546,2121.0,579.0,6967.0,1.863,1.541,4.086,2
2,0.02485,180.921729,2.3,302.0,5818.0,0.848,0.937,4.554,2
2,0.018296,406.496216,1.77,236.0,5847.0,0.884,0.956,4.525,2
5,0.041532,499.47338,3.71,191.0,5251.0,0.817,0.926,4.581,2
3,0.016831,7.3138454,2.73,1263.0,6486.0,1.485,1.098,4.136,2
3,0.011022,11.1619384,1.97,1093.0,6200.0,1.64,1.158,4.072,2
3,0.008627,78.86684,1.3,573.0,6907.0,1.381,1.291,4.264,2
3,0.016563,28.8672107,1.51,493.0,5191.0,0.837,0.937,4.564,2
1,0.016648,431.78556,1.36,211.0,5642.0,0.747,0.811,4.6,2
3,0.012104,144.102562,1.67,437.0,6528.0,1.26,1.046,4.257,2
3,0.012832,112.317402,1.77,475.0,6528.0,1.26,1.046,4.257,2
1,0.014047,9.13315062,1.48,900.0,6122.0,0.964,1.041,4.487,2
4,0.011552,335.56311,1.83,333.0,6200.0,1.448,1.105,4.16,2
2,0.015319,154.607419,1.56,340.0,6017.0,0.931,1.016,4.508,2
2,0.018363,57.132855,1.81,414.0,5157.0,0.904,0.83,4.445,2
3,0.01426,28.2251049,1.59,625.0,6014.0,1.021,1.037,4.436,2
3,0.021711,150.381954,2.26,325.0,5569.0,0.954,0.955,4.459,2
2,0.027054,95.906433,2.17,288.0,4620.0,0.736,0.723,4.564,2
3,0.013227,445.21685,1.37,237.0,5670.0,0.95,0.802,4.387,2
2,0.010848,35.502865,2.18,724.0,5528.0,1.839,0.962,3.892,2
3,0.018351,66.789347,2.07,490.0,6297.0,1.031,1.084,4.448,2
1,0.319491,6.150251376,100.03,2251.0,8914.0,2.867,2.357,3.896,2
2,0.01247,29.5126153,1.84,678.0,5746.0,1.351,1.027,4.189,2
2,0.01719,455.27405,1.54,196.0,5178.0,0.818,0.879,4.556,2
2,0.006687,117.761,0.62,337.0,5564.0,0.85,0.877,4.522,2
2,0.015637,46.331703,1.39,441.0,5477.0,0.815,0.907,4.571,2
2,0.014221,0.766691517,1.22,1541.0,4821.0,0.788,0.765,4.529,2
2,0.010194,7.1931193,1.12,916.0,5518.0,1.008,0.932,4.4,2
2,0.012349,47.7439509,1.74,575.0,5949.0,1.292,1.14,4.272,2
2,0.010812,4.57834367,1.44,1206.0,5782.0,1.22,1.035,4.28,2
2,0.009121,12.654896,1.02,801.0,5833.0,1.022,0.974,4.407,2
3,0.011652,131.258668,1.59,433.0,6443.0,1.248,1.198,4.325,2
1,0.015755,92.552007,2.1,440.0,5808.0,1.22,1.097,4.306,2
3,0.007983,75.072964,1.09,522.0,6443.0,1.248,1.198,4.325,2
1,0.013972,31.8134892,1.18,496.0,5505.0,0.776,0.848,4.586,2
2,0.014633,115.230655,4.02,632.0,6585.0,2.517,1.502,3.813,2
2,0.016656,106.25976,1.5,303.0,4827.0,0.823,0.796,4.508,2
2,0.038043,505.462916,3.46,181.0,4817.0,0.833,0.8,4.499,2
2,0.016394,274.743032,2.16,330.0,6277.0,1.207,1.073,4.306,2
2,71.862778,360.477635,11943.8,339.0,6266.0,1.522,1.066,4.101,2
4,0.008065,18.0811429,0.75,638.0,5693.0,0.856,0.95,4.551,2
1,0.215997,5.902596818,25.8,1123.0,6184.0,1.094,1.022,4.371,2
1,0.010275,214.013044,1.54,397.0,6698.0,1.37,1.273,4.267,2
2,0.010343,143.09688,1.48,441.0,6725.0,1.31,1.354,4.335,2
2,0.015088,13.0327301,1.64,809.0,6122.0,0.996,1.07,4.471,2
2,0.010307,31.9533679,1.65,725.0,6313.0,1.467,1.325,4.228,2
2,0.023647,458.16754,2.11,208.0,5536.0,0.816,0.895,4.566,2
2,0.018053,67.8766605,1.92,455.0,6018.0,0.975,1.058,4.485,2
2,0.006937,25.0901574,1.35,852.0,6033.0,1.788,1.127,3.985,2
2,0.018788,326.6708,2.2,283.0,5896.0,1.072,0.924,4.343,2
3,0.014788,362.97828,1.96,296.0,6086.0,1.216,1.013,4.274,2
4,0.025124,240.192808,2.68,298.0,6004.0,0.977,1.061,4.484,2
3,0.014997,86.723653,1.43,391.0,5830.0,0.876,0.97,4.54,2
1,0.048923,36.566324,15.41,828.0,5294.0,2.884,1.206,3.599,2
2,0.007808,20.5736113,3.86,1197.0,5440.0,4.524,1.894,3.404,2
1,0.007467,0.954388314,2.27,3406.0,7056.0,2.785,1.836,3.813,2
2,0.011499,5.77451117,1.87,1232.0,5821.0,1.492,1.088,4.127,2
2,0.008748,10.1384691,0.74,723.0,5483.0,0.779,0.865,4.589,2
3,0.019208,85.517344,3.04,482.0,5592.0,1.451,1.0,4.115,2
1,0.008743,8.6040858,0.94,947.0,6250.0,0.986,1.052,4.472,2
1,0.018514,65.415183,1.31,295.0,4348.0,0.646,0.636,4.62,2
1,0.033111,72.28198,13.11,984.0,7694.0,3.627,2.054,3.631,2
1,0.004771,75.906736,0.63,507.0,6140.0,1.206,0.941,4.248,2
1,0.009185,2.15888911,0.72,1130.0,5269.0,0.713,0.79,4.627,2
1,0.012611,17.5806026,1.87,816.0,5839.0,1.358,1.063,4.199,2
1,0.007496,2.71772323,0.72,1123.0,5135.0,0.874,0.812,4.464,2
1,0.008278,23.9830523,1.17,718.0,5696.0,1.292,0.916,4.178,2
1,0.013076,134.413808,1.69,391.0,6013.0,1.187,1.206,4.37,2
1,0.016926,347.97611,1.62,253.0,5995.0,0.878,0.964,4.536,2
2,0.014436,11.8187288,2.09,919.0,5803.0,1.328,1.046,4.211,2
2,0.009509,5.78901936,0.78,849.0,5289.0,0.748,0.717,4.546,2
3,0.113908,6.33342309,7.62,625.0,4352.0,0.613,0.64,4.671,2
2,0.005574,5.522479,0.76,1288.0,6532.0,1.247,1.056,4.271,2
1,0.01527,9.4588054,1.78,943.0,6247.0,1.066,1.122,4.433,2
1,0.011971,71.008017,1.11,419.0,5847.0,0.849,0.882,4.526,2
1,0.01017,2.90805147,0.97,1220.0,5889.0,0.869,0.961,4.543,2
1,0.004923,2.56271232,0.48,1171.0,5190.0,0.899,0.823,4.446,2
1,0.008867,15.08186,0.98,758.0,5794.0,1.012,0.89,4.377,2
1,0.00495,2.44693823,0.56,1379.0,5821.0,1.033,1.022,4.419,2
2,0.011992,13.05609,1.3,814.0,6078.0,0.994,0.978,4.434,2
1,0.005936,3.64049242,0.61,1136.0,5745.0,0.936,1.017,4.503,2
1,0.005502,5.1581317,2.02,1642.0,5155.0,3.355,1.331,3.511,2
1,0.013137,25.9136674,3.37,966.0,6167.0,2.346,1.279,3.804,2
1,0.010933,6.96197304,0.97,778.0,5008.0,0.814,0.775,4.506,2
1,0.006404,7.8935324,0.78,1052.0,6306.0,1.109,0.991,4.346,2
1,0.012893,1.320499473,18.94,4477.0,5172.0,13.454,3.257,2.693,2
1,0.009369,13.1538409,1.03,750.0,5443.0,1.008,0.848,4.36,2
2,0.01029,36.0484798,1.24,566.0,5602.0,1.1,0.944,4.33,2
2,0.015001,4.2742605,1.88,1326.0,6477.0,1.148,1.102,4.361,2
1,0.015347,27.556452,1.4,531.0,5509.0,0.836,0.937,4.565,2
1,0.031803,566.28176,2.79,203.0,5829.0,0.802,0.879,4.575,2
1,0.033391,0.52740121,1.49,1027.0,3582.0,0.41,0.431,4.847,2
1,0.0109,1.400903699,1.16,1764.0,6375.0,0.975,1.033,4.474,2
1,0.238323,17.3816224,26.55,756.0,6116.0,1.02,0.969,4.407,2
1,0.01209,28.655498,1.45,658.0,6268.0,1.1,1.188,4.429,2
1,0.013056,13.4450174,1.08,606.0,5003.0,0.759,0.75,4.553,2
1,0.015481,26.1556767,1.28,501.0,5204.0,0.76,0.787,4.573,2
1,0.01465,4.60687717,1.14,865.0,5110.0,0.711,0.704,4.582,2
1,0.027256,502.20642,2.18,212.0,6018.0,0.733,0.807,4.615,2
1,0.009364,8.3613732,0.79,793.0,5470.0,0.777,0.71,4.509,2
1,0.00507,10.5113779,0.72,1052.0,6575.0,1.305,1.182,4.278,2
1,0.006011,1.58487898,0.37,943.0,4201.0,0.566,0.552,4.675,2
1,0.01516,20.9525604,1.19,495.0,4885.0,0.72,0.773,4.61,2
1,0.003585,3.72920972,0.8,1713.0,6215.0,2.05,1.37,3.955,2
1,0.010452,5.704593,0.95,900.0,5523.0,0.832,0.933,4.566,2
1,0.007198,1.36752316,0.82,1684.0,5836.0,1.048,1.044,4.417,2
1,0.008536,1.9997244,0.84,1385.0,5838.0,0.897,0.992,4.529,2
1,0.017714,14.137062,1.37,568.0,4861.0,0.709,0.689,4.574,2
2,0.009326,4.78113942,1.14,1130.0,5683.0,1.115,0.959,4.326,2
2,0.010693,7.18864064,1.3,987.0,5683.0,1.115,0.959,4.326,2
1,0.014111,27.122801,1.46,594.0,5878.0,0.945,1.058,4.512,2
1,0.019835,5.62241111,1.17,561.0,3894.0,0.541,0.548,4.71,2
2,0.012221,11.2901559,0.88,617.0,5025.0,0.657,0.639,4.609,2
1,0.015893,7.1356633,1.38,751.0,4926.0,0.793,0.763,4.522,2
1,0.011062,14.5909249,0.93,622.0,5214.0,0.766,0.72,4.527,2
1,0.012962,11.8496351,1.31,802.0,6032.0,0.929,1.014,4.508,2
1,0.030751,455.62395,3.0,228.0,5883.0,0.892,0.985,4.53,2
2,0.008072,1.75173647,3.86,4900.0,10894.0,4.378,3.249,3.667,2
1,0.008994,407.14656,1.18,272.0,5845.0,1.198,1.001,4.282,2
1,0.019229,487.83894,3.94,298.0,5421.0,1.877,0.978,3.882,2
1,0.023359,6.853888,1.74,613.0,4199.0,0.684,0.694,4.609,2
3,0.010778,7.34672485,0.97,784.0,5271.0,0.821,0.93,4.578,2
1,0.015042,6.933574,1.3,829.0,5510.0,0.793,0.888,4.584,2
1,0.013791,0.673141323,1.29,1834.0,5461.0,0.858,0.957,4.552,2
1,0.007199,8.60965352,3.33,1550.0,5418.0,4.233,1.83,3.447,2
1,0.013015,13.8911152,1.12,674.0,5472.0,0.79,0.718,4.499,2
1,0.010077,6.76890076,1.24,1017.0,5737.0,1.125,0.979,4.327,2
1,0.173014,1.96134311,41.53,2167.0,6221.0,2.198,1.516,3.935,2
1,0.017214,486.77832,9.3,409.0,5039.0,4.95,1.765,3.295,2
1,0.01329,28.2682167,1.22,526.0,5496.0,0.838,0.939,4.564,2
1,0.005632,1.6037058,1.54,2492.0,6400.0,2.512,1.732,3.877,2
1,0.013629,0.70965042,1.49,2036.0,5618.0,1.002,0.865,4.373,2
1,0.009052,3.62657392,0.79,1014.0,5416.0,0.8,0.89,4.579,2
1,0.074796,0.902403563,6.17,1688.0,5776.0,0.755,0.826,4.599,2
1,0.014814,8.7998722,1.09,577.0,4298.0,0.675,0.668,4.603,2
1,0.01024,6.87778029,1.19,1052.0,6274.0,1.062,1.115,4.434,2
1,0.016341,12.9489256,0.94,416.0,3867.0,0.525,0.545,4.734,2
1,0.024722,130.235324,2.44,332.0,5616.0,0.903,1.006,4.529,2
1,0.016943,17.1677675,0.97,370.0,3761.0,0.526,0.535,4.724,2
1,0.009619,8.50207749,0.75,679.0,4889.0,0.715,0.693,4.57,2
1,0.234504,1.322475635,14.03,1097.0,4668.0,0.548,0.548,4.7,2
1,0.010794,3.773744,2.44,2001.0,7302.0,2.069,1.44,3.965,2
1,0.013378,18.1772927,1.5,737.0,6158.0,1.026,1.092,4.455,2
1,0.014297,3.09872834,0.64,579.0,3628.0,0.41,0.427,4.842,2
1,0.008906,19.9310602,2.42,960.0,5500.0,2.491,1.348,3.775,2
1,0.012555,0.813998812,1.36,1933.0,5705.0,0.989,0.945,4.424,2
1,0.01158,14.7639145,0.93,632.0,5541.0,0.733,0.82,4.613,2
1,0.00789,1.118510435,0.75,1684.0,5918.0,0.865,0.956,4.544,2
1,0.011112,2.64185268,3.56,2104.0,5195.0,2.935,0.805,3.409,2
1,0.012081,2.54031121,1.2,1268.0,5778.0,0.911,1.028,4.531,2
1,0.028042,1.371587993,4.91,2413.0,7045.0,1.604,1.341,4.154,2
1,0.008134,5.89773974,1.0,1150.0,6300.0,1.126,1.082,4.371,2
1,0.017531,1.74145041,1.46,1234.0,5238.0,0.764,0.854,4.598,2
1,7.728274,20.2944118,774.73,648.0,5865.0,0.918,1.012,4.518,2
1,0.022928,17.9908273,1.88,541.0,4918.0,0.752,0.727,4.546,2
1,0.006707,198.11309,1.09,399.0,6163.0,1.486,1.122,4.144,2
1,0.015647,5.70509519,1.58,947.0,5455.0,0.927,0.88,4.448,2
1,0.012907,129.847318,1.45,385.0,6133.0,1.032,1.035,4.427,2
1,0.01156,2.28494301,1.0,1180.0,5396.0,0.789,0.845,4.571,2
1,0.017205,439.21978,1.81,266.0,6553.0,0.962,1.017,4.479,2
1,0.008284,22.2548897,2.16,899.0,5349.0,2.388,1.197,3.76,2
1,0.014362,1.01485981,1.61,1928.0,6158.0,1.024,1.08,4.453,2
1,0.008048,15.3902613,4.39,1459.0,5649.0,4.994,1.74,3.282,2
1,0.217619,279.036565,30.25,323.0,6072.0,1.273,1.139,4.285,2
1,0.014325,26.8552365,1.49,618.0,6045.0,0.955,1.038,4.494,2
1,0.009904,16.2347636,1.28,852.0,6478.0,1.188,1.209,4.371,2
1,0.255735,2.3518268,39.82,1535.0,5445.0,1.426,1.024,4.14,2
1,0.009952,3.57944367,0.87,1018.0,5341.0,0.801,0.824,4.546,2
1,0.00834,8.2553499,3.28,1462.0,5403.0,3.6,1.714,3.559,2
1,0.014411,10.6982275,1.73,919.0,6277.0,1.097,1.148,4.417,2
1,0.007176,7.20558084,1.33,1253.0,6002.0,1.693,1.107,4.025,2
1,0.017596,392.50115,1.9,225.0,5128.0,0.988,0.87,4.388,2
1,0.010809,5.29655591,1.3,1156.0,6268.0,1.1,1.188,4.429,2
1,0.007933,8.8324193,0.98,999.0,6060.0,1.133,0.914,4.29,2
1,0.01018,5.88836941,1.21,1125.0,6243.0,1.084,1.048,4.39,2
1,0.014478,521.10826,1.5,231.0,5942.0,0.947,0.884,4.432,2
1,0.009127,3.39401963,1.03,1306.0,6181.0,1.029,1.036,4.431,2
1,0.007094,5.52507406,0.8,1028.0,5600.0,1.037,0.936,4.378,2
1,0.006444,3.226232203,1.01,1620.0,6534.0,1.437,1.205,4.203,2
1,0.005663,2.352446342,1.24,2173.0,6749.0,2.003,1.28,3.941,2
1,0.009441,3.90735046,0.83,1007.0,5497.0,0.809,0.907,4.577,2
1,0.021072,377.501257,2.16,242.0,5751.0,0.94,1.038,4.508,2
1,0.006392,7.1969168,1.1,1132.0,5530.0,1.575,1.004,4.045,2
1,0.00734,0.947554749,0.67,1633.0,5508.0,0.84,0.955,4.569,2
1,0.022157,50.271927,2.94,589.0,6520.0,1.215,1.279,4.375,2
1,0.014778,128.208643,6.15,792.0,7128.0,3.811,1.754,3.52,2
1,0.007791,6.63448023,1.04,1177.0,6463.0,1.225,1.126,4.313,2
1,0.010829,1.002591901,0.87,1391.0,4893.0,0.739,0.746,4.574,2
1,0.007721,3.37116682,0.98,1291.0,5653.0,1.163,0.958,4.288,2
1,0.005244,6.613671,0.91,1266.0,6056.0,1.597,1.094,4.071,2
1,0.007436,1.48062814,0.76,1653.0,6187.0,0.937,1.011,4.499,2
1,0.011448,2.68814059,0.92,1135.0,5636.0,0.734,0.821,4.613,2
1,0.011037,97.991569,1.41,467.0,6499.0,1.169,1.191,4.378,2
1,0.009363,1.057080807,0.97,1805.0,6000.0,0.946,1.003,4.487,2
1,0.020361,317.062416,1.59,218.0,5366.0,0.715,0.793,4.625,2
1,0.014581,13.4959496,1.62,784.0,5962.0,1.019,1.102,4.464,2
1,0.008532,43.2675604,1.61,664.0,5747.0,1.729,1.135,4.018,2
1,0.015813,11.3251153,1.26,674.0,5334.0,0.727,0.723,4.574,2
1,0.007691,16.9163386,0.68,648.0,5628.0,0.81,0.779,4.513,2
1,0.022145,37.0200232,2.14,507.0,5685.0,0.886,0.987,4.537,2
1,0.008445,0.565713361,0.81,1917.0,5220.0,0.881,0.855,4.48,2
1,0.0109,4.88698386,1.2,1133.0,6152.0,1.009,1.079,4.464,2
1,0.015752,8.47484677,1.35,780.0,5564.0,0.785,0.878,4.587,2
1,0.019173,34.0357766,1.05,337.0,4367.0,0.501,0.503,4.739,2
2,63.561352,4.74701479,13333.5,1640.0,6531.0,1.921,1.234,3.962,2
1,0.01358,1.96682825,1.18,1283.0,5595.0,0.796,0.89,4.581,2
1,0.020826,4.237447181,2.26,1172.0,5993.0,0.993,0.958,4.425,2
1,0.041799,4.0953585,7.76,1680.0,6839.0,1.7,1.313,4.094,2
1,0.018003,0.92623983,1.16,1208.0,4494.0,0.591,0.632,4.692,2
2,0.003712,0.875197345,0.73,2518.0,5855.0,1.796,1.174,3.999,2
3,0.011692,13.2298203,1.5,856.0,6049.0,1.176,1.14,4.353,2
2,0.008047,3.71840884,0.84,1184.0,5982.0,0.96,1.047,4.493,2
1,0.009419,5.32737192,0.7,782.0,4905.0,0.679,0.659,4.593,2
1,0.01638,5.90260586,1.26,759.0,4960.0,0.707,0.786,4.627,2
1,0.006509,22.80265,2.36,1045.0,5011.0,3.324,0.843,3.321,2
1,0.017879,29.9315174,1.58,517.0,5551.0,0.809,0.887,4.57,2
1,0.005841,0.602277579,0.78,2699.0,6510.0,1.228,0.992,4.256,2
1,0.012067,27.2173855,1.34,667.0,6263.0,1.019,0.959,4.404,2
1,0.011632,6.27651592,0.65,532.0,3914.0,0.515,0.543,4.748,2
1,0.012247,16.214474,3.53,1256.0,6801.0,2.637,1.727,3.833,2
1,0.018188,0.9951412,0.22,509.0,3325.0,0.109,0.101,5.364,2
2,0.021864,43.535891,1.86,444.0,5481.0,0.778,0.871,4.592,2
1,0.005463,4.7368156,0.6,1137.0,6088.0,1.011,1.06,4.456,2
1,0.014137,40.7698541,1.87,585.0,5884.0,1.21,1.081,4.306,2
1,0.022805,129.222771,2.01,288.0,4934.0,0.809,0.781,4.515,2
1,0.009155,5.01880305,1.08,1178.0,6220.0,1.083,1.064,4.398,2
1,0.013829,299.70688,1.15,237.0,5606.0,0.76,0.832,4.597,2
1,0.008045,14.461834,1.05,785.0,5457.0,1.196,0.903,4.239,2
1,0.011912,4.48538145,0.96,962.0,5654.0,0.737,0.801,4.607,2
1,0.021308,4.84847245,1.51,667.0,4137.0,0.647,0.643,4.625,2
1,0.012914,11.8436119,1.41,830.0,6077.0,0.999,1.077,4.471,2
2,0.014899,4.88446644,0.84,579.0,3883.0,0.517,0.516,4.725,2
4,0.009644,8.9772888,1.79,1113.0,5597.0,1.699,0.969,3.963,2
2,0.008811,3.03359398,1.55,1529.0,5557.0,1.616,1.035,4.037,2
4,0.226556,21.9139549,10.39,303.0,3638.0,0.42,0.45,4.844,2
2,0.154393,9.3888216,20.91,963.0,5846.0,1.24,1.064,4.278,2
