Number of Planets,Planet-Star Radius Ratio,Orbit Period (Days),Planet Radius (Earth),Equalibrium Temp (K),Star Temp (K),Star Radius,Star Mass,Star Surface Gravity,Status
1,0.011676,2.85855049,1.23,1212.0,5441.0,0.964,0.881,4.415,2
1,0.006519,8.95294046,0.86,1012.0,6047.0,1.207,0.98,4.266,2
1,0.007775,4.84350003,0.9,1121.0,5762.0,1.056,0.906,4.348,2
1,0.010664,45.163025,2.35,886.0,7675.0,2.015,1.665,4.051,2
1,0.01687,36.7614011,1.52,475.0,5305.0,0.823,0.789,4.504,2
1,0.017534,4.373570433,1.23,727.0,4362.0,0.64,0.627,4.623,2
1,0.020904,154.674369,2.29,371.0,6338.0,1.002,1.023,4.449,2
1,0.00921,15.9513866,1.17,849.0,6451.0,1.168,1.181,4.375,2
1,0.006544,7.7859111,0.68,939.0,6045.0,0.954,0.994,4.479,2
2,0.012202,31.183688,3.21,876.0,5947.0,2.407,1.378,3.814,2
1,0.015869,2.94242323,1.42,1098.0,5436.0,0.819,0.919,4.573,2
1,0.005595,13.0914878,0.79,892.0,5919.0,1.288,1.048,4.238,2
1,0.018566,54.0812235,1.54,431.0,5757.0,0.762,0.865,4.597,2
2,0.017152,8.5291223,2.08,911.0,5543.0,1.111,0.937,4.318,2
1,0.009295,6.4546845,1.38,1244.0,6474.0,1.362,1.185,4.243,2
1,0.013828,0.494247662,1.51,2257.0,5763.0,0.998,1.107,4.484,2
1,0.006011,11.8299383,1.6,1177.0,5747.0,2.431,1.365,3.802,2
2,0.012946,5.30179786,1.22,973.0,5749.0,0.864,0.961,4.547,2
1,0.009854,0.849362238,0.85,1498.0,4973.0,0.788,0.891,4.595,2
1,0.210554,0.741768294,72.36,3380.0,5897.0,3.147,1.566,3.637,2
1,0.014504,61.083322,1.61,465.0,5803.0,1.015,1.044,4.444,2
1,0.00854,3.5944891,0.98,1178.0,5523.0,1.046,0.922,4.364,2
1,0.014666,4.8608059,1.21,925.0,5541.0,0.757,0.839,4.6,2
1,0.005366,4.04481159,0.67,1325.0,6358.0,1.141,1.082,4.359,2
1,0.0043,4.8302364,1.06,1453.0,5086.0,2.247,0.877,3.678,2
1,0.012893,56.446465,1.57,522.0,5995.0,1.117,0.988,4.337,2
1,0.017729,31.4202111,1.45,471.0,5269.0,0.748,0.822,4.603,2
2,0.011989,5.56676609,1.12,859.0,5032.0,0.859,0.81,4.479,2
1,0.011945,5.38613715,0.86,846.0,5516.0,0.656,0.74,4.669,2
3,0.013087,13.2965044,0.88,488.0,4352.0,0.613,0.64,4.671,2
1,0.008228,21.8420304,2.01,1016.0,6194.0,2.241,1.189,3.813,2
1,0.007055,0.876850385,1.35,2543.0,6102.0,1.756,1.32,4.069,2
1,0.018088,413.51856,1.96,254.0,6031.0,0.992,1.012,4.45,2
1,0.011371,20.7106368,1.12,626.0,5631.0,0.901,0.89,4.478,2
1,0.020187,3.43633133,1.44,945.0,5201.0,0.651,0.638,4.616,2
1,0.013885,142.703888,1.95,440.0,6701.0,1.289,1.292,4.326,2
3,0.012949,3.38080537,1.69,1362.0,6072.0,1.193,1.146,4.343,2
1,0.010136,10.4716194,1.74,1035.0,5812.0,1.574,1.095,4.083,2
2,0.007853,11.49500229,1.53,1105.0,6033.0,1.788,1.127,3.985,2
2,0.007896,6.78788113,2.44,1679.0,6537.0,2.829,1.677,3.76,2
1,0.009788,5.47455167,1.4,1155.0,5611.0,1.312,0.972,4.19,2
1,0.006575,3.43861067,1.01,1348.0,5383.0,1.401,0.926,4.112,2
1,0.005681,4.8754765,0.8,1180.0,5513.0,1.286,0.911,4.179,2
1,0.014877,10.5071781,1.41,737.0,5290.0,0.865,0.788,4.46,2
1,0.008465,5.4398033,1.0,1112.0,6108.0,1.08,1.147,4.43,2
2,0.006766,8.8493948,0.82,978.0,6095.0,1.11,1.004,4.349,2
1,0.013584,51.567801,1.3,433.0,5285.0,0.876,0.821,4.467,2
1,0.009018,16.4491515,2.75,1036.0,5334.0,2.789,1.464,3.712,2
1,0.010262,0.428046051,0.87,2017.0,5285.0,0.775,0.805,4.566,2
2,0.013911,19.254536,1.32,625.0,5668.0,0.868,0.963,4.545,2
1,0.026101,384.6961,1.78,157.0,4228.0,0.623,0.618,4.64,2
1,0.062584,71.05457555,5.91,390.0,5290.0,0.865,0.788,4.46,2
1,0.016358,20.5512722,1.64,607.0,5401.0,0.918,0.894,4.464,2
1,0.011302,7.5861587,1.07,928.0,5934.0,0.871,0.767,4.444,2
1,0.022658,42.04952379,1.19,303.0,4281.0,0.48,0.485,4.761,2
1,0.013259,6.60180003,1.25,875.0,5591.0,0.86,0.977,4.559,2
1,0.008036,3.19938075,0.62,1026.0,5483.0,0.702,0.779,4.632,2
1,0.007624,3.04185157,0.71,1184.0,5802.0,0.857,0.922,4.537,2
1,0.008093,1.89873195,0.93,1524.0,5942.0,1.05,1.104,4.439,2
2,0.022856,11.39110963,1.9,632.0,4999.0,0.76,0.814,4.587,2
1,0.005193,7.13044117,1.18,1400.0,6312.0,2.074,1.443,3.964,2
1,0.020174,18.0939004,1.91,665.0,5904.0,0.867,0.958,4.543,2
1,0.255517,34.9524256,21.74,429.0,4921.0,0.779,0.864,4.591,2
1,0.012596,15.1516409,1.38,736.0,5780.0,1.0,1.0,4.438,2
2,0.016313,7.4213444,1.73,953.0,6032.0,0.973,1.055,4.485,2
1,0.010924,17.7412303,1.14,684.0,5817.0,0.956,1.032,4.491,2
1,0.008055,2.63527677,0.76,1136.0,5215.0,0.864,0.854,4.496,2
1,0.027522,147.388124,3.03,356.0,6046.0,1.007,1.111,4.478,2
1,0.011539,4.11497357,1.17,1137.0,6011.0,0.927,1.006,4.507,2
1,0.014368,7.5019743,1.19,709.0,4807.0,0.758,0.737,4.546,2
1,0.01865,29.1206519,1.6,528.0,5671.0,0.788,0.872,4.582,2
1,0.005657,6.91261536,0.64,981.0,5761.0,1.044,0.96,4.383,2
1,0.011557,25.8616058,1.12,613.0,6067.0,0.884,0.954,4.524,2
2,0.017734,18.9060921,0.87,336.0,3751.0,0.45,0.479,4.813,2
2,0.033204,25.6970688,3.83,658.0,6020.0,1.057,1.03,4.403,2
1,0.009391,6.07855,1.14,1115.0,6119.0,1.114,1.003,4.346,2
1,0.005172,2.131660527,0.56,1438.0,5849.0,0.997,0.967,4.426,2
1,0.007804,5.75902182,0.91,1112.0,6247.0,1.066,1.122,4.433,2
1,0.015146,0.903763067,1.08,1254.0,4430.0,0.651,0.638,4.616,2
1,0.006346,5.66494448,0.78,1134.0,5888.0,1.13,0.865,4.269,2
1,0.222476,85.0624157,21.26,355.0,5223.0,0.875,0.923,4.52,2
1,0.013753,14.3196417,2.06,850.0,5562.0,1.373,0.973,4.151,2
1,0.008831,5.2736268,0.89,1014.0,5851.0,0.918,1.007,4.515,2
1,0.009779,24.5041103,1.03,574.0,5250.0,0.962,0.854,4.404,2
1,0.016575,9.97202023,1.26,627.0,4810.0,0.696,0.677,4.584,2
1,0.020966,40.3511707,1.88,479.0,5665.0,0.82,0.916,4.568,2
1,0.024847,72.9332762,2.45,389.0,5316.0,0.902,0.875,4.47,2
1,0.018899,12.6878176,2.16,851.0,6258.0,1.046,1.102,4.442,2
1,0.01617,483.36405,1.27,202.0,5700.0,0.718,0.806,4.626,2
1,0.009058,12.0729757,1.69,969.0,5436.0,1.707,1.046,3.993,2
1,0.020272,82.401274,2.21,421.0,5886.0,1.0,1.083,4.472,2
2,0.010217,11.91256675,2.61,1242.0,6337.0,2.335,1.556,3.893,2
2,0.004772,4.08197713,0.6,1372.0,6538.0,1.156,1.061,4.339,2
1,0.010786,0.912179022,0.65,1025.0,3880.0,0.555,0.591,4.722,2
1,0.161985,76.87935893,7.71,202.0,3638.0,0.436,0.467,4.828,2
1,0.019397,13.0151826,1.36,556.0,4794.0,0.643,0.632,4.622,2
1,0.009652,2.87998334,0.85,1024.0,4951.0,0.806,0.79,4.523,2
1,0.022065,21.08678557,2.08,651.0,6084.0,0.863,0.944,4.542,2
1,0.008465,5.19206571,0.99,1170.0,6322.0,1.075,1.124,4.426,2
1,0.008921,449.01499,1.04,258.0,6031.0,1.068,0.972,4.368,2
5,0.008165,17.4532945,0.76,639.0,5528.0,0.853,0.838,4.499,2
1,0.007505,6.70242786,1.82,1367.0,5466.0,2.224,0.979,3.735,2
1,0.009322,7.79534033,1.07,985.0,6156.0,1.05,1.114,4.443,2
1,0.014851,2.40174996,0.65,621.0,3606.0,0.399,0.415,4.855,2
1,0.02801,115.238544,3.17,372.0,5589.0,1.037,0.948,4.384,2
1,0.013657,21.7434141,2.23,799.0,5767.0,1.497,0.987,4.082,2
2,0.00668,5.6795377,1.16,1420.0,6514.0,1.585,1.127,4.09,2
1,0.022231,9.33955596,2.67,882.0,5516.0,1.101,0.898,4.308,2
2,0.023621,19.5489666,1.89,579.0,5549.0,0.732,0.776,4.6,2
2,0.014014,7.41834569,1.12,800.0,5549.0,0.732,0.776,4.6,2
1,0.009874,92.461135,2.86,564.0,5132.0,2.648,1.211,3.675,2
1,0.01261,9.2294726,0.82,601.0,4781.0,0.596,0.618,4.679,2
1,0.012401,18.3721835,1.12,657.0,5937.0,0.83,0.908,4.558,2
1,0.276761,17.99562529,28.98,701.0,5999.0,0.959,1.045,4.494,2
1,0.080621,63.095068,11.67,573.0,6622.0,1.325,1.372,4.331,2
5,0.00856,21.7203362,0.8,594.0,5528.0,0.853,0.838,4.499,2
1,0.009654,1.97650073,0.97,1394.0,5792.0,0.923,1.015,4.514,2
1,0.00636,3.79892774,1.46,1869.0,6831.0,2.106,1.511,3.971,2
1,0.014103,14.7401061,1.48,750.0,5999.0,0.959,1.045,4.494,2
1,0.013995,4.7309013,1.39,1065.0,5941.0,0.911,1.001,4.519,2
1,0.00937,21.3761817,1.08,717.0,5984.0,1.052,0.846,4.322,2
1,0.013941,6.58753699,1.51,992.0,6014.0,0.993,1.101,4.486,2
1,0.021055,36.721576,1.93,498.0,5662.0,0.84,0.937,4.56,2
1,0.011823,96.81647,3.19,655.0,6404.0,2.467,1.38,3.793,2
1,0.006432,3.51413723,0.69,1267.0,6201.0,0.989,1.058,4.472,2
1,0.006861,4.96504981,1.51,1403.0,5339.0,2.011,0.982,3.823,2
1,0.007681,1.141148847,1.67,2248.0,5438.0,1.989,1.19,3.916,2
2,0.010763,12.460565,1.1,726.0,5435.0,0.933,0.901,4.453,2
2,0.010577,19.5945772,1.18,724.0,6118.0,1.023,0.995,4.416,2
1,0.023376,409.87844,2.72,264.0,6167.0,1.064,1.149,4.444,2
1,0.012708,7.08757462,1.28,955.0,6060.0,0.925,1.008,4.509,2
1,0.018809,3.74318005,1.75,999.0,5207.0,0.851,0.866,4.516,2
1,0.067492,5.4169303,8.17,1173.0,6355.0,1.108,1.151,4.41,2
1,0.019451,31.1920226,1.65,521.0,5675.0,0.777,0.789,4.554,2
2,0.017589,7.630545,2.26,1087.0,6407.0,1.179,1.155,4.358,2
1,0.011407,6.6716723,1.27,1024.0,6086.0,1.021,1.031,4.435,2
1,0.0204,409.38645,1.78,197.0,4955.0,0.799,0.766,4.517,2
1,0.014903,17.7662938,1.54,670.0,5724.0,0.946,1.022,4.495,2
1,0.01714,11.56722589,1.29,568.0,4597.0,0.691,0.678,4.59,2
1,0.027049,631.56889,3.13,237.0,6382.0,1.059,1.104,4.432,2
1,0.007067,4.31724247,1.01,1332.0,5992.0,1.31,0.979,4.195,2
1,0.005233,3.74099144,1.85,1733.0,5110.0,3.231,1.554,3.611,2
1,0.015017,302.779824,1.31,246.0,5734.0,0.797,0.865,4.572,2
3,0.006318,94.094392,0.9,486.0,6099.0,1.308,0.974,4.193,2
1,0.017854,25.3736543,1.88,653.0,6195.0,0.966,0.998,4.47,2
1,0.014096,10.08535311,1.45,843.0,5947.0,0.945,1.0,4.487,2
1,0.010713,10.2856373,1.24,864.0,5841.0,1.06,1.053,4.409,2
1,0.021034,393.95608,2.27,263.0,6217.0,0.989,1.056,4.472,2
2,0.020104,34.7496038,3.51,702.0,5849.0,1.601,1.114,4.076,2
1,0.011818,227.83457,2.83,449.0,6004.0,2.193,1.143,3.814,2
2,0.017258,24.352541,1.52,498.0,4891.0,0.805,0.776,4.516,2
1,0.014323,382.30306,4.05,400.0,5993.0,2.59,1.323,3.733,2
2,0.014795,58.1263775,1.32,404.0,5413.0,0.82,0.931,4.579,2
2,0.01988,26.7575866,2.28,660.0,6215.0,1.052,1.111,4.44,2
2,0.020422,33.0257179,2.21,564.0,5819.0,0.99,1.049,4.468,2
3,0.014016,3.80675878,2.75,1574.0,6068.0,1.797,1.294,4.04,2
2,0.01068,34.1086562,1.95,739.0,6144.0,1.668,1.296,4.106,2
1,0.017837,10.0100312,0.99,506.0,4338.0,0.508,0.507,4.731,2
4,0.013071,12.67143692,0.76,404.0,3705.0,0.529,0.536,4.721,2
4,0.086168,60.32668824,4.98,240.0,3705.0,0.529,0.536,4.721,2
4,0.008651,2.63595435,0.5,682.0,3705.0,0.529,0.536,4.721,2
1,0.00685,5.3360574,1.52,1667.0,6742.0,2.032,1.267,3.925,2
2,0.032654,10.54841329,3.89,899.0,6047.0,1.092,1.059,4.387,2
1,0.018879,133.6348207,1.89,317.0,5202.0,0.918,0.834,4.434,2
1,0.017696,32.510844,2.62,680.0,6074.0,1.358,1.183,4.244,2
1,0.012591,10.90752977,1.58,955.0,6414.0,1.147,1.141,4.377,2
2,0.008422,10.5226374,1.08,976.0,6327.0,1.175,1.064,4.327,2
1,0.018057,494.485085,5.03,379.0,6303.0,2.553,1.414,3.774,2
1,0.015078,14.0545718,1.45,711.0,5783.0,0.88,0.977,4.539,2
2,0.006342,6.86674226,0.79,1018.0,5914.0,1.135,1.172,4.396,2
1,0.012509,29.7681831,3.98,917.0,5640.0,2.916,1.479,3.679,2
1,0.021673,36.7662364,1.28,336.0,4342.0,0.54,0.531,4.699,2
2,0.009301,2.53742164,0.93,1220.0,5447.0,0.917,0.928,4.481,2
1,0.013638,62.596544,2.25,559.0,5934.0,1.509,1.237,4.173,2
1,0.015214,15.5764061,1.79,793.0,6214.0,1.076,1.169,4.442,2
2,0.010975,10.00506974,1.11,849.0,5912.0,0.924,0.884,4.453,2
1,0.019643,36.2580749,1.82,516.0,5818.0,0.848,0.937,4.554,2
2,0.014003,12.4326997,1.88,839.0,5480.0,1.229,0.914,4.22,2
2,0.01644,30.9902997,2.21,619.0,5480.0,1.229,0.914,4.22,2
1,0.01767,35.8754482,2.35,668.0,6559.0,1.218,1.235,4.357,2
3,0.018458,35.8007112,7.97,991.0,5745.0,3.955,1.801,3.499,2
3,0.008287,4.32710579,3.58,2004.0,5745.0,3.955,1.801,3.499,2
1,0.020634,60.532988,1.91,420.0,5631.0,0.847,0.946,4.557,2
2,0.01273,15.0617835,1.61,794.0,5806.0,1.158,1.024,4.321,2
2,0.014983,17.9559673,1.96,750.0,5641.0,1.195,0.944,4.258,2
4,0.148573,1.992812339,6.81,675.0,3638.0,0.42,0.45,4.844,2
1,0.011019,2.69339974,1.04,1151.0,5355.0,0.863,0.88,4.511,2
1,0.010153,10.43003118,1.14,906.0,6277.0,1.031,1.085,4.449,2
1,0.026279,27.63714708,6.96,816.0,5214.0,2.427,1.254,3.766,2
1,0.007117,50.563697,1.57,761.0,6759.0,2.022,1.552,4.018,2
2,0.010108,11.8061737,2.87,1407.0,6900.0,2.599,1.714,3.843,2
1,0.016342,65.427645,1.65,453.0,6014.0,0.926,0.998,4.504,2
2,0.036085,369.069345,3.07,197.0,4855.0,0.778,0.769,4.542,2
2,0.017052,11.16622885,1.56,725.0,5552.0,0.836,0.931,4.562,2
1,0.025021,23.1334494,2.55,638.0,5712.0,0.932,0.763,4.382,2
2,0.008108,8.9539656,0.84,923.0,6168.0,0.947,0.925,4.452,2
2,0.010234,13.7281373,1.06,800.0,6168.0,0.947,0.925,4.452,2
1,0.108646,26.83771808,12.68,658.0,6194.0,1.069,1.161,4.445,2
4,0.231298,3.53105835,10.61,558.0,3638.0,0.42,0.45,4.844,2
1,0.012726,6.32589574,1.14,901.0,5749.0,0.818,0.907,4.568,2
1,0.014211,11.9378354,1.15,671.0,5469.0,0.738,0.826,4.611,2
1,0.010568,32.715906,3.68,902.0,5527.0,3.192,1.574,3.627,2
1,0.015333,82.331756,2.08,474.0,5997.0,1.242,1.135,4.304,2
2,0.014451,27.0965146,2.13,700.0,5775.0,1.352,1.038,4.193,2
2,0.010036,11.5474983,1.48,930.0,5775.0,1.352,1.038,4.193,2
1,0.022432,83.2664103,2.89,439.0,5538.0,1.18,0.937,4.266,2
3,0.014751,11.6044881,1.88,841.0,5533.0,1.166,0.934,4.275,2
1,0.014222,11.8237228,1.25,703.0,5559.0,0.803,0.899,4.578,2
1,0.016821,19.0689513,1.63,627.0,5418.0,0.889,0.788,4.436,2
1,0.010165,6.2253374,1.92,1378.0,6263.0,1.726,1.147,4.024,2
2,0.01375,12.5014905,2.24,952.0,5821.0,1.492,1.088,4.127,2
1,0.011351,40.6511021,1.7,651.0,6297.0,1.369,1.247,4.26,2
1,0.016454,89.945828,3.46,509.0,5115.0,1.924,0.891,3.819,2
1,0.016638,40.1454757,13.01,1640.0,7852.0,7.162,2.697,3.159,2
1,0.012888,1.048130894,4.52,3871.0,7673.0,3.214,1.799,3.679,2
2,0.013592,17.6062701,1.72,753.0,5808.0,1.159,1.038,4.326,2
2,0.022842,20.0679247,2.25,662.0,5997.0,0.904,0.991,4.522,2
1,0.046999,541.92452,3.15,144.0,4378.0,0.614,0.601,4.64,2
3,0.006453,3.15722086,1.41,1791.0,6120.0,2.0,1.251,3.934,2
1,0.014204,58.7701045,1.57,508.0,6158.0,1.013,0.934,4.397,2
2,0.00991,6.685438,1.25,1040.0,5808.0,1.159,1.038,4.326,2
2,0.008588,8.5433774,1.58,1260.0,6602.0,1.685,1.333,4.108,2
1,0.011486,11.7201693,1.34,870.0,6193.0,1.067,1.127,4.434,2
1,0.013484,11.5706005,1.33,771.0,5718.0,0.9,0.89,4.479,2
1,0.014432,16.2953228,1.6,773.0,6187.0,1.013,1.007,4.432,2
1,0.01327,8.5073512,1.38,891.0,5914.0,0.955,1.011,4.483,2
4,0.014403,15.8283833,1.8,758.0,5596.0,1.145,0.95,4.298,2
2,0.005783,4.7482669,1.57,1690.0,6056.0,2.481,1.408,3.797,2
1,0.04465,10.10404351,4.05,752.0,5530.0,0.831,0.876,4.541,2
1,0.012658,13.9248005,0.9,588.0,5271.0,0.648,0.718,4.669,2
1,0.020442,19.6001405,2.08,676.0,6003.0,0.932,1.019,4.507,2
1,0.358073,34.08429351,36.05,506.0,5252.0,0.922,0.83,4.428,2
1,0.057885,202.1168173,5.8,286.0,5536.0,0.917,0.964,4.498,2
1,0.43892,10.72725536,12.85,307.0,3324.0,0.268,0.267,5.006,2
3,0.012819,2.508116,12.28,3662.0,5096.0,8.769,0.763,2.435,2
2,0.011509,16.0988294,1.14,705.0,5657.0,0.911,0.762,4.401,2
1,0.028265,247.891041,4.74,367.0,6121.0,1.536,1.257,4.163,2
1,0.008287,1.99469354,0.46,758.0,3799.0,0.51,0.518,4.738,2
1,0.154899,164.950399,11.23,252.0,5001.0,0.664,0.645,4.603,2
1,0.053285,0.582895412,5.87,2347.0,6263.0,1.009,1.068,4.46,2
3,0.010444,0.496069986,10.0,6285.0,5096.0,8.769,0.763,2.435,2
1,0.089386,5.24088367,12.74,1320.0,6452.0,1.305,1.079,4.241,2
4,0.013892,6.13074243,1.26,916.0,5741.0,0.833,0.91,4.556,2
1,0.011602,5.44085762,0.97,892.0,5519.0,0.762,0.827,4.59,2
1,0.16913,6.714247798,14.78,809.0,5159.0,0.8,0.752,4.508,2
1,0.054153,2.60720833,7.31,1561.0,6366.0,1.236,1.257,4.352,2
1,0.277893,17.7476059,146.63,1998.0,8992.0,4.832,2.922,3.535,2
2,0.005433,2.18565886,0.44,1087.0,4997.0,0.746,0.806,4.598,2
1,0.007911,3.52364689,0.94,1330.0,6269.0,1.085,1.106,4.412,2
4,0.007424,4.78850084,0.63,889.0,5208.0,0.772,0.796,4.563,2
1,0.102722,141.7340306,10.3,329.0,5606.0,0.918,0.924,4.478,2
1,0.024338,433.220461,2.07,203.0,5232.0,0.777,0.727,4.519,2
2,0.012356,1.090011003,1.04,1402.0,5081.0,0.77,0.864,4.596,2
2,0.011442,18.2572722,0.94,547.0,5014.0,0.756,0.756,4.559,2
1,0.099153,288.3128666,13.21,300.0,5672.0,1.22,0.969,4.252,2
1,0.01388,106.18732,231.85,2660.0,3287.0,152.969,1.11,0.114,2
4,0.009733,9.74765878,0.78,679.0,5176.0,0.738,0.826,4.612,2
1,0.017056,309.89103,2.15,314.0,6450.0,1.155,1.183,4.386,2
1,0.007829,1.803697292,1.0,1783.0,6438.0,1.166,1.054,4.33,2
1,0.43757,1.013774136,18.59,827.0,3644.0,0.389,0.412,4.871,2
1,0.083972,290.1401717,11.58,304.0,5631.0,1.263,0.947,4.212,2
3,0.005467,1.72110057,0.7,1607.0,5700.0,1.176,1.071,4.327,2
1,0.063231,4.7425521,7.27,1159.0,6161.0,1.053,1.15,4.454,2
1,0.260165,47.1096306,78.98,751.0,5258.0,2.78,1.115,3.597,2
4,0.009226,18.577903,1.36,879.0,6432.0,1.345,1.06,4.207,2
1,0.013644,0.968026356,1.78,2167.0,6469.0,1.193,1.26,4.385,2
1,0.016983,10.57910009,2.03,929.0,6323.0,1.093,1.14,4.418,2
1,0.008026,5.0263815,0.84,1065.0,5783.0,0.962,0.885,4.418,2
2,0.007642,6.68231249,2.09,1350.0,5343.0,2.506,1.33,3.764,2
1,0.026737,66.119119,3.0,452.0,5828.0,1.028,1.116,4.462,2
1,0.369602,0.982090079,29.95,1568.0,5472.0,0.742,0.75,4.573,2
1,0.024547,0.66682654,1.49,1183.0,3993.0,0.554,0.556,4.696,2
2,0.131874,1.38680229,29.33,2530.0,6823.0,2.037,1.66,4.04,2
2,0.014438,199.66876,1.45,305.0,5678.0,0.921,0.794,4.409,2
1,0.025283,12.89623554,2.55,783.0,6072.0,0.923,1.005,4.51,2
1,0.006278,2.52443998,1.53,2145.0,6461.0,2.225,1.266,3.846,2
1,0.008863,0.5374094,0.96,2208.0,5749.0,0.988,1.02,4.457,2
1,0.013623,1.570592397,1.37,1480.0,5519.0,0.921,0.837,4.431,2
1,0.014946,6.422943288,1.66,1034.0,6102.0,1.016,1.049,4.447,2
1,0.163565,1.306984786,18.33,1754.0,6102.0,1.026,1.099,4.457,2
2,0.004852,4.61225043,0.51,1032.0,5495.0,0.961,0.932,4.442,2
1,0.005008,3.11141514,0.7,1530.0,6450.0,1.273,1.169,4.297,2
1,0.01191,0.352515897,1.0,2194.0,5465.0,0.766,0.857,4.598,2
1,0.008785,0.339069751,2.09,3653.0,5653.0,2.183,1.216,3.846,2
1,0.008093,0.619023176,0.79,1885.0,5395.0,0.891,0.995,4.536,2
1,0.206779,120.003364,15.08,240.0,4315.0,0.668,0.688,4.627,2
2,0.032298,141.608555,2.98,290.0,5083.0,0.844,0.844,4.512,2
1,0.006716,3.6092231,0.68,1192.0,6032.0,0.929,1.014,4.508,2
1,0.227929,11.4927112,25.01,858.0,6198.0,1.005,1.072,4.464,2
2,0.027148,116.583183,2.91,371.0,5738.0,0.981,0.936,4.426,2
1,0.021626,172.820248,2.22,338.0,6174.0,0.939,1.014,4.499,2
3,0.010011,20.1890396,1.39,794.0,6178.0,1.267,1.085,4.269,2
1,0.00996,7.3812344,1.0,944.0,6072.0,0.923,1.005,4.51,2
1,0.061965,305.0762469,7.82,284.0,5716.0,1.155,1.083,4.348,2
1,0.009084,3.76565247,0.87,1108.0,5815.0,0.877,0.973,4.54,2
1,0.010994,10.5994606,1.28,896.0,6194.0,1.069,1.161,4.445,2
2,0.021681,14.09258319,1.82,597.0,5081.0,0.77,0.864,4.596,2
1,0.104857,0.592243731,6.77,1551.0,4920.0,0.591,0.588,4.664,2
1,0.022256,399.37587,3.93,326.0,6098.0,1.618,1.119,4.069,2
1,0.324673,41.88970036,32.16,515.0,5952.0,0.907,0.989,4.519,2
1,0.018187,1.236866732,1.75,1569.0,5621.0,0.879,0.921,4.514,2
1,0.010635,1.332035996,0.85,1365.0,5376.0,0.73,0.811,4.616,2
1,0.009893,0.716531851,1.11,2034.0,5552.0,1.03,0.863,4.349,2
3,0.021373,5.47715718,2.17,892.0,5029.0,0.93,0.847,4.429,2
2,0.005049,7.57299816,0.53,875.0,5495.0,0.961,0.932,4.442,2
2,0.030674,32.376183,2.26,392.0,4580.0,0.675,0.748,4.641,2
1,0.009096,4.64490141,0.76,832.0,4786.0,0.77,0.751,4.54,2
1,0.015846,9.3210841,0.61,394.0,3773.0,0.35,0.376,4.925,2
2,0.018044,7.55842923,1.46,694.0,4791.0,0.742,0.759,4.577,2
1,0.014709,43.681309,1.33,473.0,5726.0,0.829,0.923,4.564,2
1,0.055626,230.180357,7.57,347.0,6313.0,1.246,1.31,4.364,2
1,0.010351,55.7583803,1.59,537.0,5413.0,1.403,0.918,4.107,2
1,0.008771,3.781123,1.16,1421.0,6318.0,1.216,0.951,4.247,2
1,0.026362,220.720142,2.0,235.0,5150.0,0.696,0.77,4.634,2
1,0.092678,281.5921577,7.22,225.0,5330.0,0.713,0.797,4.627,2
1,0.015615,103.722152,1.95,414.0,5784.0,1.143,1.019,4.33,2
1,0.012273,32.5474295,1.42,618.0,6068.0,1.061,0.995,4.384,2
1,0.020929,411.8969,2.61,279.0,6362.0,1.144,1.221,4.408,2
1,0.019212,127.671711,5.52,519.0,4985.0,2.633,0.865,3.534,2
1,0.016609,349.58811,134.79,1351.0,3860.0,74.32,1.792,0.949,2
1,0.226926,1.680254289,30.88,1996.0,6423.0,1.246,0.747,4.121,2
1,0.017538,151.13008,4.41,578.0,6768.0,2.302,1.349,3.844,2
1,0.020507,628.15844,0.95,101.0,3697.0,0.423,0.441,4.829,2
1,0.035056,263.90141,23.91,562.0,5094.0,6.247,1.902,3.126,2
1,0.008047,18.7821603,0.83,681.0,5919.0,0.94,0.991,4.488,2
1,0.263929,389.316341,27.61,245.0,5731.0,0.958,0.921,4.44,2
1,0.015896,3.98916186,28.1,3293.0,4998.0,16.187,3.192,2.524,2
1,0.015465,190.800788,1.67,321.0,5993.0,0.986,1.093,4.489,2
1,0.014742,29.6094263,2.87,789.0,6079.0,1.783,1.329,4.059,2
1,0.009261,161.537665,1.37,400.0,6033.0,1.358,1.111,4.218,2
1,0.010162,209.967521,1.16,344.0,6437.0,1.042,1.085,4.439,2
1,0.015262,369.73011,1.66,274.0,6283.0,0.999,1.025,4.453,2
1,0.020049,21.3684341,1.72,551.0,5204.0,0.786,0.736,4.515,2
1,0.021017,29.5632952,1.9,527.0,5595.0,0.828,0.913,4.562,2
1,0.02023,181.81214,2.04,324.0,6060.0,0.925,1.008,4.509,2
1,0.021393,435.50635,2.06,225.0,5750.0,0.882,0.98,4.538,2
1,0.030724,525.560452,12.74,359.0,4954.0,3.796,1.343,3.408,2
1,0.019927,95.688682,28.41,1046.0,5040.0,13.056,2.981,2.681,2
1,0.008741,38.168652,1.4,696.0,6164.0,1.465,1.026,4.117,2
1,0.019304,69.089357,1.47,332.0,4848.0,0.698,0.679,4.581,2
1,0.011238,40.9882124,1.44,657.0,6705.0,1.174,1.068,4.328,2
1,0.02258,138.333748,6.28,488.0,4948.0,2.547,0.916,3.588,2
1,0.011101,22.4932751,6.04,1183.0,5186.0,4.98,1.699,3.273,2
1,0.013434,215.732414,1.26,292.0,5790.0,0.856,0.804,4.479,2
1,0.008151,8.0906952,0.8,811.0,5374.0,0.902,0.928,4.495,2
1,0.011886,188.954072,2.46,468.0,6392.0,1.899,1.219,3.967,2
1,0.025631,579.81521,2.71,218.0,5822.0,0.969,0.962,4.449,2
