Number of Planets,Planet-Star Radius Ratio,Orbit Period (Days),Planet Radius (Earth),Equalibrium Temp (K),Star Temp (K),Star Radius,Star Mass,Star Surface Gravity,Status
1,0.363114,1.429439352,54.36,2079.0,6491.0,1.371,1.147,4.223,0
1,0.243233,2.821328194,40.0,1807.0,6701.0,1.506,1.092,4.121,0
1,0.601755,11.9613085,51.58,696.0,5564.0,0.785,0.878,4.587,0
1,0.11318,204.280255,8.99,236.0,4907.0,0.727,0.737,4.582,0
1,0.422048,0.572079631,29.45,1716.0,5233.0,0.639,0.627,4.625,0
1,0.005316,0.822314545,0.54,1922.0,5709.0,0.938,0.824,4.409,0
1,0.728004,31.00539285,141.82,682.0,5023.0,1.784,0.921,3.9,0
1,0.313969,2.189097,13.92,647.0,3624.0,0.406,0.425,4.848,0
1,0.023076,17.51191534,52.64,2246.0,4029.0,20.888,0.972,1.786,0
1,0.079755,41.3701638,59.95,1133.0,4764.0,6.883,1.035,2.777,0
1,0.677492,1.306220168,83.16,2095.0,6600.0,1.124,0.796,4.238,0
1,0.015956,631.632,1.56,201.0,5689.0,0.894,0.906,4.493,0
1,0.500222,0.756511623,77.4,2549.0,6343.0,1.417,1.157,4.199,0
1,0.416626,10.84528655,319.52,1682.0,5096.0,7.023,2.233,3.094,0
1,0.395929,32.45541269,23.48,392.0,4869.0,0.543,0.552,4.71,0
1,0.703816,5.917085496,75.86,1005.0,5661.0,0.987,0.859,4.383,0
1,0.471324,0.958871144,45.91,1743.0,5530.0,0.892,0.773,4.425,0
1,0.037888,0.5402463,6.2,3249.0,7296.0,1.498,1.45,4.249,0
1,0.005161,1.288046428,2.18,2945.0,5216.0,3.871,1.058,3.287,0
1,0.500336,4.200206781,105.07,1737.0,6873.0,1.923,1.518,4.051,0
1,0.270452,6.091954982,26.96,1036.0,6063.0,0.913,0.806,4.424,0
1,70.387939,485.52409,6149.09,191.0,5227.0,0.8,0.894,4.584,0
1,0.536836,0.76647343,42.33,1628.0,5297.0,0.722,0.746,4.594,0
1,0.009893,5.2439783,1.03,1068.0,6029.0,0.956,1.005,4.481,0
1,0.009365,5.2436639,0.88,1059.0,6212.0,0.862,0.932,4.537,0
1,0.010067,5.2438269,0.76,743.0,4634.0,0.689,0.685,4.597,0
1,0.002516,0.56678702,0.27,2356.0,6045.0,0.999,0.863,4.375,0
1,0.008959,2.19642864,0.79,1193.0,5376.0,0.806,0.897,4.576,0
1,0.590144,2.19635512,82.04,1793.0,6438.0,1.273,0.899,4.182,0
1,0.474898,26.71841755,66.69,727.0,5957.0,1.286,0.888,4.168,0
1,0.010423,0.615787196,3.5,3886.0,6315.0,3.075,1.381,3.603,0
1,0.021508,548.08441,2.35,222.0,5780.0,1.0,1.0,4.438,0
1,0.345116,2.213964145,57.06,1891.0,6256.0,1.514,0.911,4.037,0
1,0.435206,1.025534511,43.68,1896.0,6267.0,0.919,0.946,4.487,0
1,0.454483,7.64941291,53.4,1050.0,6387.0,1.076,1.051,4.398,0
1,0.469029,13.17480793,51.06,811.0,6067.0,0.997,0.981,4.433,0
1,0.238988,0.655094658,26.41,2173.0,6063.0,1.012,1.117,4.476,0
1,0.452116,0.692239369,67.05,2594.0,6163.0,1.358,0.922,4.137,0
1,0.474955,17.03085756,73.8,836.0,5575.0,1.423,0.86,4.066,0
1,0.662236,43.797829,93.43,668.0,6860.0,1.292,1.3,4.326,0
1,0.992082,4.254417651,133.79,1360.0,6292.0,1.235,1.002,4.256,0
1,0.683154,18.77816216,127.57,1002.0,6794.0,1.71,1.356,4.102,0
1,0.526347,1.575710265,246.75,2630.0,5017.0,4.293,1.505,3.35,0
1,0.615852,2.534740757,52.52,1230.0,5810.0,0.781,0.808,4.56,0
1,0.430244,37.59406667,43.08,554.0,5941.0,0.917,0.817,4.426,0
1,0.006165,3.6972959,1.07,1571.0,6313.0,1.594,1.22,4.12,0
1,0.333741,6.855624762,33.93,987.0,6109.0,0.931,0.946,4.476,0
2,0.149292,80.7060641,15.47,428.0,6053.0,0.949,1.025,4.494,0
2,0.011727,2.17814513,1.22,1428.0,6053.0,0.949,1.025,4.494,0
1,0.604175,1.089077111,77.59,2045.0,6126.0,1.176,0.972,4.285,0
1,0.005493,1.089057762,0.44,1404.0,5096.0,0.737,0.758,4.582,0
1,0.021795,0.379412331,1.59,1643.0,4331.0,0.666,0.675,4.62,0
1,0.305249,0.585940879,26.57,1873.0,5459.0,0.797,0.893,4.583,0
1,0.004755,0.646523404,0.85,3163.0,7257.0,1.631,1.487,4.185,0
1,0.432421,0.626431697,34.05,1709.0,5134.0,0.721,0.688,4.56,0
1,0.468086,2.696354974,80.71,1815.0,6472.0,1.579,1.093,4.08,0
1,0.477159,14.76288917,53.72,759.0,5691.0,1.031,0.875,4.354,0
1,0.01137,4.5638537,2.97,1533.0,5446.0,2.39,1.293,3.793,0
1,0.006656,1.463775066,1.2,2308.0,6781.0,1.651,1.333,4.125,0
1,0.776929,8.098754149,123.02,1176.0,6328.0,1.45,1.107,4.16,0
1,0.370942,0.587938916,29.98,1800.0,5237.0,0.74,0.698,4.543,0
1,0.019292,246.87131,2.02,302.0,6168.0,0.96,1.034,4.488,0
1,0.453231,1.559090282,129.87,2905.0,7279.0,2.624,1.8,3.856,0
1,0.01048,1.81993557,0.66,907.0,4205.0,0.578,0.567,4.668,0
1,0.006237,0.612888148,0.93,2796.0,6720.0,1.368,1.294,4.276,0
1,0.385945,15.54135882,149.19,1174.0,5092.0,3.54,1.201,3.42,0
1,0.00801,12.8177012,1.21,999.0,6290.0,1.385,0.99,4.151,0
1,0.490353,2.274628199,104.26,2092.0,6389.0,1.947,1.134,3.914,0
1,0.022235,85.338393,11.4,741.0,4850.0,4.696,1.095,3.134,0
1,0.208384,5.499941793,59.94,1878.0,7079.0,2.634,1.695,3.827,0
1,0.322419,2.629870555,34.05,1291.0,5566.0,0.967,0.822,4.382,0
1,0.563514,6.62761199,82.03,1204.0,6316.0,1.333,1.102,4.231,0
1,0.274826,28.59788033,74.25,1014.0,6590.0,2.474,1.368,3.787,0
1,0.609498,30.47651885,71.42,592.0,5527.0,1.073,0.867,4.315,0
1,0.623715,252.1638623,50.74,242.0,5432.0,0.745,0.834,4.608,0
1,0.499178,22.27119851,39.79,515.0,5068.0,0.73,0.698,4.556,0
1,0.426581,73.89416352,39.18,392.0,5442.0,0.841,0.759,4.469,0
1,0.574424,1.124033822,98.04,2547.0,7141.0,1.563,1.442,4.208,0
1,0.329252,2.796661168,47.68,1661.0,6331.0,1.326,0.898,4.146,0
1,0.694921,15.28870918,54.56,509.0,4464.0,0.719,0.711,4.577,0
1,0.43438,1.83592242,46.3,1501.0,5930.0,0.976,1.029,4.472,0
1,0.009284,1.516372183,1.06,1686.0,6142.0,1.046,1.143,4.456,0
1,0.500326,8.784575777,104.57,1555.0,8144.0,1.914,1.841,4.139,0
1,0.430688,1.949700508,56.11,1716.0,6469.0,1.193,1.26,4.385,0
1,0.340124,9.948701373,29.19,704.0,5152.0,0.786,0.741,4.517,0
1,0.532167,3.457078812,86.12,1603.0,6526.0,1.482,1.223,4.182,0
1,1.289667,3.735993484,571.07,2063.0,5467.0,4.055,1.62,3.432,0
1,0.01136,12.4239677,0.87,606.0,4995.0,0.698,0.677,4.58,0
1,0.682637,0.639721284,46.59,1505.0,4794.0,0.625,0.612,4.633,0
1,0.006236,1.25338826,0.64,1651.0,5869.0,0.942,1.054,4.513,0
1,0.341926,1.620813697,43.95,1733.0,5757.0,1.177,0.818,4.209,0
1,0.033836,5.2434664,2.83,831.0,5047.0,0.766,0.802,4.574,0
1,0.010715,5.2439542,0.81,778.0,4920.0,0.691,0.768,4.636,0
1,0.009001,5.2441517,0.91,1056.0,6060.0,0.925,1.008,4.509,0
1,0.005478,5.2443332,0.58,1054.0,5952.0,0.971,1.057,4.489,0
1,0.52694,20.72606991,51.9,657.0,6011.0,0.902,0.988,4.522,0
1,0.003854,0.566801447,0.57,2633.0,5966.0,1.349,1.014,4.184,0
1,0.010029,0.566794934,1.15,2457.0,6395.0,1.049,1.094,4.436,0
1,0.008292,0.566800287,0.88,2260.0,6075.0,0.969,1.048,4.486,0
1,0.014498,0.566791946,1.54,2160.0,5836.0,0.97,1.087,4.5,0
1,0.00744,0.566790294,0.89,2432.0,6100.0,1.093,0.993,4.358,0
1,0.006244,0.566799725,0.77,2289.0,5576.0,1.132,0.928,4.297,0
1,0.009594,0.566801325,1.07,2383.0,6273.0,1.021,1.077,4.454,0
1,0.266744,14.85441567,29.77,798.0,6214.0,1.022,1.051,4.444,0
1,0.391811,38.47674409,33.8,463.0,5294.0,0.79,0.733,4.507,0
1,0.197178,10.64311069,31.72,1038.0,5930.0,1.473,0.96,4.084,0
1,0.463146,1.587485742,41.52,1460.0,5863.0,0.821,0.908,4.566,0
1,0.006736,1.79621807,1.54,2480.0,7117.0,2.09,1.548,3.988,0
1,0.008897,20.2594232,1.23,837.0,6602.0,1.269,1.178,4.301,0
1,0.652608,1.489442254,115.45,2328.0,6962.0,1.62,1.352,4.148,0
1,0.229677,1.12679793,21.07,1590.0,5662.0,0.84,0.937,4.56,0
1,0.462512,0.998217563,88.64,2795.0,6980.0,1.755,1.292,4.06,0
1,0.007074,0.58640848,0.48,1444.0,4556.0,0.615,0.669,4.676,0
1,0.379342,33.46947449,127.38,972.0,5934.0,3.075,1.315,3.581,0
1,0.521493,1.827558898,118.28,2178.0,5977.0,2.077,1.125,3.854,0
1,0.015325,62.519211,1.9,520.0,6343.0,1.137,1.213,4.411,0
1,0.027213,349.85525,2.63,251.0,5941.0,0.885,0.975,4.533,0
1,0.509325,2.488812012,83.26,1852.0,6499.0,1.497,0.993,4.084,0
1,0.010742,0.51811818,1.09,2360.0,6240.0,0.929,1.0,4.502,0
1,0.008055,542.52829,1.07,266.0,6099.0,1.212,0.856,4.204,0
1,0.645094,11.56797473,45.65,628.0,5290.0,0.648,0.723,4.669,0
1,0.51272,21.29473387,71.55,771.0,6039.0,1.278,1.041,4.242,0
1,0.502932,0.855763492,72.82,2464.0,6679.0,1.326,1.246,4.286,0
1,0.563641,2.045166206,131.41,2422.0,7128.0,2.135,1.479,3.95,0
1,0.007435,2.41349123,2.11,2348.0,6628.0,2.595,1.489,3.783,0
1,0.008071,0.447820618,1.42,3141.0,5927.0,1.607,0.914,3.988,0
1,0.007778,1.23133063,0.54,1072.0,4237.0,0.631,0.62,4.63,0
1,0.003453,0.61566096,0.84,3459.0,6619.0,2.23,1.408,3.89,0
1,0.006601,1.23140522,0.81,1756.0,5600.0,1.118,0.951,4.32,0
1,0.006036,31.9714488,0.87,674.0,5846.0,1.323,0.942,4.169,0
1,0.323684,9.762550001,68.93,1375.0,7199.0,1.95,1.571,4.055,0
1,0.005681,2.521265,1.16,2049.0,6306.0,1.874,0.862,3.828,0
1,0.441436,5.674353343,51.63,1053.0,5594.0,1.071,0.841,4.303,0
1,0.472261,0.734426335,51.42,2106.0,6108.0,0.997,1.072,4.471,0
1,0.008968,0.734426409,0.98,2223.0,6406.0,1.005,1.057,4.458,0
1,0.573586,13.78252221,41.84,605.0,5246.0,0.668,0.653,4.604,0
1,0.007594,1.89121656,0.73,1434.0,5741.0,0.884,0.781,4.438,0
1,0.410287,3.693702974,62.55,1453.0,6309.0,1.396,1.306,4.265,0
1,0.395421,10.26561325,61.45,1000.0,5865.0,1.423,1.09,4.169,0
1,0.456473,2.163569702,85.64,1996.0,6425.0,1.718,1.179,4.04,0
1,0.004837,0.730956716,0.57,2192.0,6028.0,1.078,0.994,4.371,0
1,0.015515,7.04715073,1.54,932.0,5941.0,0.911,1.001,4.519,0
1,0.472034,7.047106212,119.64,1846.0,8162.0,2.321,1.845,3.973,0
1,0.603654,0.961292561,92.55,2344.0,6300.0,1.404,1.106,4.188,0
1,0.620771,63.68192888,71.45,486.0,5979.0,1.054,0.986,4.386,0
1,0.385464,9.455586047,178.47,1972.0,7221.0,4.24,2.018,3.488,0
1,0.629216,1.246585716,81.28,1992.0,6440.0,1.183,1.194,4.369,0
1,0.007386,0.898932836,1.51,2489.0,5712.0,1.872,1.162,3.959,0
1,0.01372,3.45423296,0.95,743.0,4186.0,0.635,0.686,4.662,0
1,0.600525,7.304451735,59.02,931.0,6024.0,0.9,0.985,4.523,0
1,0.499951,1.181046137,37.78,1389.0,5229.0,0.692,0.664,4.58,0
1,0.198938,2.025580416,43.23,2102.0,6348.0,1.99,1.431,3.996,0
1,0.012463,58.64379,1.05,437.0,5833.0,0.775,0.753,4.537,0
1,0.051985,20.28281916,22.46,1141.0,5043.0,3.956,1.098,3.284,0
1,0.564869,4.931365987,139.59,1755.0,6562.0,2.263,1.279,3.835,0
1,0.416305,4.331392455,38.82,1051.0,5655.0,0.854,0.788,4.472,0
1,0.423538,345.1846728,44.91,257.0,5712.0,0.971,0.912,4.424,0
1,0.401178,9.58405667,99.66,1212.0,5605.0,2.275,1.226,3.813,0
1,0.008818,5.2436612,1.1,1249.0,6598.0,1.145,1.166,4.387,0
1,0.007244,3.7789374,0.48,860.0,5017.0,0.605,0.601,4.653,0
1,0.934191,1.88984957,73.04,1221.0,5328.0,0.716,0.695,4.571,0
1,0.010208,2.49904083,1.04,1258.0,5525.0,0.93,0.906,4.458,0
1,0.004048,1.99567242,0.75,2137.0,6773.0,1.69,1.207,4.063,0
1,0.004794,0.89879279,0.57,2116.0,6224.0,1.096,1.031,4.373,0
1,0.203868,16.43435283,25.25,789.0,5963.0,1.134,0.986,4.322,0
1,0.012949,0.566793818,1.17,2027.0,5707.0,0.828,0.864,4.538,0
1,0.009444,0.566797474,1.04,2270.0,6046.0,1.007,1.111,4.478,0
1,0.451432,1.585673651,50.53,1648.0,6117.0,1.025,1.095,4.457,0
1,0.469276,14.79721916,47.71,787.0,6343.0,0.931,0.988,4.495,0
1,0.544206,6.49066214,33.46,621.0,4448.0,0.563,0.558,4.684,0
1,0.500012,7.11879848,41.17,819.0,5578.0,0.754,0.843,4.601,0
1,0.00864,6.99510404,216.92,7492.0,3681.0,229.908,3.426,0.25,0
1,0.462121,2.897829967,54.35,1454.0,6318.0,1.077,0.98,4.366,0
1,0.592721,0.706428634,47.64,1416.0,4429.0,0.736,0.733,4.569,0
1,0.199678,10.8632531,19.93,802.0,5896.0,0.914,1.0,4.516,0
1,0.384842,1.46842648,40.3,1559.0,5539.0,0.959,0.807,4.381,0
1,0.631344,4.305917719,71.49,1266.0,6502.0,1.037,1.077,4.44,0
1,0.210692,2.535389624,16.24,1113.0,5488.0,0.706,0.79,4.629,0
1,0.006234,1.627538928,1.42,2520.0,6854.0,2.088,1.368,3.934,0
1,0.693626,1.506503686,178.15,3250.0,8751.0,2.352,2.14,4.026,0
1,0.479255,1.679585725,28.99,970.0,4462.0,0.554,0.561,4.7,0
1,0.500633,5.40346248,108.46,1559.0,6350.0,1.984,1.195,3.921,0
1,0.43188,0.824851807,78.0,2539.0,5658.0,1.654,0.798,3.903,0
1,0.021646,0.82484293,97.92,8138.0,4148.0,41.424,1.796,1.458,0
1,0.018208,4.4473549,1.52,954.0,5531.0,0.764,0.855,4.597,0
1,0.016144,7.51509713,1.23,685.0,4867.0,0.696,0.78,4.63,0
1,0.421893,7.51514595,35.8,842.0,5624.0,0.777,0.722,4.516,0
1,0.585781,19.23003819,186.53,1361.0,7703.0,2.916,2.165,3.844,0
1,0.178782,21.12000574,31.2,880.0,6195.0,1.598,1.09,4.069,0
2,0.434803,0.82206761,91.21,2941.0,6531.0,1.921,1.234,3.962,0
1,0.654471,45.03558951,82.4,600.0,6484.0,1.153,1.178,4.386,0
1,0.013463,3.10197712,2.64,2246.0,8709.0,1.797,2.012,4.232,0
1,0.424042,2.618414643,109.33,2582.0,8143.0,2.361,1.854,3.96,0
1,0.006019,2.61844178,2.16,2033.0,5088.0,3.293,1.257,3.502,0
1,0.515255,19.40795816,44.96,633.0,5702.0,0.799,0.711,4.485,0
1,0.079873,0.933747375,8.93,2003.0,6224.0,1.024,1.084,4.454,0
1,0.481581,37.9102139,29.45,358.0,4623.0,0.56,0.556,4.686,0
1,0.010754,3.74785307,9.04,2440.0,4929.0,7.7,2.167,3.001,0
1,0.423361,3.747835042,141.7,2697.0,8529.0,3.065,2.017,3.769,0
1,10.292369,0.94754848,224.79,622.0,3246.0,0.2,0.178,5.087,0
1,0.006544,1.75643185,0.58,1366.0,5696.0,0.812,0.902,4.57,0
1,0.546314,1.756466865,87.4,1831.0,5726.0,1.465,0.935,4.077,0
1,0.563821,33.15947581,146.47,1068.0,7967.0,2.379,2.069,4.001,0
1,0.540476,46.14869106,114.2,647.0,5383.0,1.935,1.105,3.908,0
1,0.595809,60.2976774,63.57,481.0,5995.0,0.977,0.946,4.434,0
1,0.673033,1.703347524,47.62,1202.0,5325.0,0.648,0.695,4.657,0
1,0.00913,1.70332915,0.86,1420.0,5749.0,0.864,0.961,4.547,0
1,0.182913,20.413812,16.5,586.0,5514.0,0.826,0.926,4.569,0
1,0.470832,67.41958542,49.46,470.0,6071.0,0.962,0.898,4.425,0
1,0.4993,7.363572395,82.22,1287.0,6793.0,1.508,1.346,4.208,0
1,0.701428,33.69320154,68.86,518.0,5427.0,0.899,0.826,4.448,0
2,0.125844,1.120997701,66.58,3992.0,6720.0,4.845,2.02,3.373,0
1,0.189363,1.874967748,378.99,4440.0,4588.0,18.328,2.09,2.232,0
1,0.005036,2.40440112,0.42,1172.0,5433.0,0.769,0.766,4.55,0
1,0.013288,21.926779,1.26,618.0,5853.0,0.868,0.961,4.544,0
1,0.680543,25.70600117,67.11,579.0,5642.0,0.903,0.936,4.498,0
1,0.016146,501.90703,1.83,254.0,6316.0,1.036,1.01,4.413,0
1,0.519442,3.115304946,61.66,1404.0,6367.0,1.087,1.131,4.419,0
1,0.005564,12.422524,0.86,1107.0,7225.0,1.414,1.397,4.281,0
1,0.010086,12.4269264,1.66,906.0,5349.0,1.505,0.914,4.044,0
1,0.012023,12.4261809,1.88,976.0,5948.0,1.432,0.957,4.106,0
1,0.381399,0.61810542,39.52,1994.0,5371.0,0.949,0.83,4.403,0
1,0.006786,1.06995136,0.9,1991.0,5869.0,1.221,1.021,4.274,0
1,0.475393,2.158398259,101.02,1829.0,5210.0,1.946,0.829,3.778,0
1,99.870651,359.534371,64333.8,491.0,5087.0,5.899,1.935,3.183,0
1,0.021978,534.86668,4.3,328.0,6668.0,1.791,1.395,4.074,0
1,0.005868,1.39797542,0.49,1316.0,5074.0,0.761,0.725,4.536,0
1,0.004418,2.2127498,0.68,1801.0,6195.0,1.405,0.92,4.106,0
1,0.423201,0.776976021,48.15,2083.0,5999.0,1.042,1.046,4.423,0
1,0.532513,2.25353739,96.65,2056.0,6951.0,1.662,1.328,4.119,0
1,0.466023,17.99646148,114.45,1004.0,5684.0,2.249,1.134,3.788,0
1,0.451558,1.386249249,78.6,2137.0,6226.0,1.594,1.264,4.135,0
1,0.024733,0.53482911,0.54,753.0,3229.0,0.201,0.178,5.08,0
1,0.014788,0.566799833,1.27,1900.0,5488.0,0.789,0.877,4.584,0
1,0.004206,0.566795728,0.64,2755.0,6130.0,1.393,1.003,4.151,0
1,0.613898,14.66575978,67.17,712.0,5385.0,1.002,0.855,4.369,0
1,0.007115,0.566780836,0.75,2204.0,5949.0,0.962,1.05,4.493,0
1,0.540318,15.44605962,52.93,701.0,5838.0,0.897,0.992,4.529,0
1,0.241853,1.790518325,32.19,1850.0,6586.0,1.219,1.131,4.319,0
1,0.006234,1.03905082,0.87,2297.0,6558.0,1.28,1.035,4.239,0
1,0.011873,0.503201954,2.99,3550.0,6157.0,2.306,1.302,3.827,0
1,0.422933,7.140373046,61.56,1132.0,5945.0,1.333,0.953,4.168,0
1,0.441986,53.64708486,142.04,753.0,5261.0,2.943,1.013,3.506,0
1,0.393185,2.496328637,112.28,2317.0,6757.0,2.615,1.734,3.842,0
1,0.280835,16.31328124,30.85,747.0,6008.0,1.006,1.018,4.44,0
1,0.714233,1.721313779,83.69,1627.0,5960.0,1.073,0.986,4.371,0
1,0.00513,1.50650745,1.13,2498.0,6839.0,2.02,1.497,4.003,0
1,0.648608,8.209514329,149.52,1371.0,6258.0,2.111,1.237,3.882,0
1,0.448692,3.431126546,47.48,1251.0,5815.0,0.969,0.764,4.349,0
1,0.499713,1.583334941,52.0,1548.0,5846.0,0.953,0.984,4.472,0
1,0.666432,8.429438192,49.49,582.0,4268.0,0.68,0.675,4.602,0
1,0.010552,7.9320191,1.04,811.0,5219.0,0.905,0.823,4.441,0
1,0.418151,1.374249107,96.85,2725.0,7053.0,2.121,1.489,3.958,0
1,0.016967,8.4804737,1.85,930.0,6092.0,0.998,1.074,4.471,0
1,0.486133,4.994773558,62.69,1264.0,6253.0,1.181,0.95,4.271,0
1,0.837206,1.105094098,267.59,3771.0,8011.0,2.927,1.855,3.773,0
1,0.527086,0.8170226,57.56,1947.0,5780.0,1.0,1.0,4.438,0
1,0.682386,19.40669392,57.97,597.0,5622.0,0.778,0.862,4.588,0
1,0.413415,7.143708297,44.78,943.0,5655.0,0.992,0.873,4.386,0
1,0.301758,0.952377862,28.44,1713.0,5662.0,0.863,0.909,4.524,0
1,0.354453,3.521050679,256.2,2434.0,5149.0,6.619,2.055,3.109,0
1,0.470993,1.941635737,59.71,1728.0,6525.0,1.161,1.183,4.381,0
1,0.43179,0.539445498,68.65,2959.0,6486.0,1.456,1.156,4.174,0
1,0.283951,20.7106853,89.55,1246.0,6956.0,2.888,1.664,3.738,0
1,0.606844,2.521245368,56.59,1241.0,5605.0,0.854,0.816,4.486,0
1,0.010318,2.52122764,0.91,1177.0,5546.0,0.81,0.907,4.575,0
1,0.011675,2.5212708,0.81,1003.0,5110.0,0.637,0.697,4.674,0
1,0.615641,8.202869679,110.46,1190.0,6060.0,1.643,1.129,4.059,0
1,0.500122,3.442714533,47.02,1157.0,5819.0,0.861,0.858,4.501,0
2,0.257403,475.91706,28.22,221.0,5334.0,1.004,0.865,4.372,0
2,0.006091,0.858285844,0.9,2274.0,5945.0,1.346,1.039,4.196,0
3,0.008903,6.238315363,0.7,746.0,4914.0,0.724,0.783,4.61,0
1,0.664481,2.115510941,191.42,2701.0,7563.0,2.638,1.938,3.883,0
1,0.016126,1.015044104,1.98,1979.0,5910.0,1.124,0.959,4.318,0
1,0.409001,3.711013336,55.69,1436.0,6338.0,1.247,1.021,4.256,0
1,0.007754,2.97606298,5.65,2615.0,5321.0,6.669,2.334,3.158,0
1,0.009317,2.97586085,0.85,1135.0,5481.0,0.835,0.821,4.508,0
1,0.684799,14.65801395,121.59,855.0,5146.0,1.626,0.934,3.986,0
1,0.40426,18.83948744,45.2,734.0,6208.0,1.024,1.086,4.454,0
1,0.008239,0.555973803,1.9,3049.0,5445.0,2.117,0.977,3.776,0
1,0.584886,4.426344495,78.3,1316.0,6228.0,1.226,1.034,4.277,0
1,0.4996,0.957823876,110.91,2649.0,5908.0,2.033,1.103,3.865,0
1,0.390263,5.024768971,42.15,1159.0,6322.0,0.989,0.99,4.444,0
1,0.613905,30.96021667,62.08,527.0,5291.0,0.926,0.828,4.423,0
1,0.540267,2.470283788,157.82,2657.0,7823.0,2.675,2.002,3.885,0
1,0.007809,1.23516416,0.92,1866.0,6249.0,1.076,1.13,4.428,0
1,0.006415,1.23513471,0.7,1743.0,5930.0,0.997,0.99,4.436,0
1,0.010448,0.8903331,20.96,5714.0,4981.0,18.374,3.369,2.437,0
3,0.188658,20.00024281,21.57,746.0,6373.0,1.047,1.094,4.438,0
1,0.550517,10.21712165,81.1,994.0,5931.0,1.349,1.042,4.196,0
1,0.005856,0.618060842,0.51,1854.0,5339.0,0.793,0.731,4.503,0
1,0.664601,0.759764419,138.54,2715.0,5807.0,1.909,1.13,3.93,0
1,0.520189,21.53926924,53.0,674.0,6136.0,0.933,0.973,4.487,0
1,0.512254,5.270733213,37.93,693.0,4348.0,0.678,0.669,4.601,0
1,0.014676,12.4232158,1.3,685.0,5497.0,0.809,0.907,4.577,0
1,0.014734,4.3206933,1.66,1205.0,6225.0,1.031,1.091,4.45,0
1,0.20488,16.48679636,46.92,1053.0,6020.0,2.097,1.162,3.86,0
1,0.013266,5.7768734,3.13,1399.0,5473.0,2.162,1.065,3.796,0
1,0.683496,20.14880771,68.52,631.0,5547.0,0.918,0.862,4.447,0
1,0.454182,0.687772143,46.27,2097.0,5885.0,0.933,0.821,4.413,0
1,0.526784,0.843651274,39.98,1553.0,5220.0,0.695,0.665,4.578,0
1,0.655143,1.142946648,43.5,1293.0,5058.0,0.608,0.603,4.651,0
1,0.678383,7.217010987,89.71,1096.0,6047.0,1.211,0.943,4.246,0
1,0.287894,9.72869627,42.47,1126.0,6881.0,1.351,1.34,4.301,0
1,0.006819,0.566791802,0.66,2040.0,5691.0,0.887,1.003,4.544,0
1,0.691322,2.245738777,99.05,1737.0,6508.0,1.312,1.217,4.287,0
1,0.006627,2.24572117,0.74,1479.0,6158.0,1.026,1.092,4.455,0
1,0.008589,0.566801906,0.55,1344.0,4208.0,0.583,0.57,4.662,0
1,0.570473,2.316171991,49.53,1288.0,5932.0,0.795,0.882,4.58,0
1,0.018177,0.566810701,1.49,1921.0,5593.0,0.752,0.791,4.584,0
1,0.206142,0.566813319,23.19,2313.0,6108.0,1.03,1.132,4.466,0
1,0.209933,28.78725751,91.26,971.0,5154.0,3.981,1.672,3.461,0
1,0.405309,0.835315046,30.54,1490.0,5009.0,0.69,0.666,4.584,0
1,0.4367,26.0164225,61.04,755.0,6287.0,1.28,1.015,4.231,0
1,0.014455,593.19521,1.63,234.0,6103.0,1.03,0.953,4.391,0
1,0.006559,0.706430188,0.41,1473.0,5037.0,0.568,0.574,4.689,0
1,0.015394,0.78430061,1.14,1566.0,5176.0,0.681,0.657,4.589,0
1,0.532779,2.665875491,67.43,1502.0,6234.0,1.159,1.097,4.351,0
1,0.006683,2.6658312,0.99,1663.0,6276.0,1.353,0.988,4.17,0
1,0.045763,1.5765874,15.68,2946.0,6742.0,3.138,1.752,3.688,0
1,0.526828,28.02789136,31.3,440.0,5231.0,0.544,0.569,4.721,0
1,0.449196,2.028512246,50.28,1542.0,6105.0,1.025,0.99,4.412,0
1,0.006993,1.33256167,0.63,1326.0,4895.0,0.828,0.796,4.502,0
1,0.005219,1.332567821,0.96,2395.0,6600.0,1.681,1.148,4.047,0
1,0.015757,1.332545609,28.37,5080.0,5154.0,16.486,2.7,2.435,0
1,0.011665,1.33256256,16.03,4529.0,4601.0,12.581,1.209,2.321,0
1,0.007995,1.33258981,0.67,1369.0,5309.0,0.763,0.843,4.595,0
1,0.007733,1.33258375,0.84,1727.0,6108.0,0.997,1.072,4.471,0
1,0.228932,8.9648813,28.97,1040.0,6543.0,1.159,1.181,4.382,0
1,0.22245,2.161583501,29.61,1646.0,5888.0,1.219,0.796,4.167,0
1,0.00696,0.535493486,1.42,3181.0,6328.0,1.864,1.374,4.035,0
1,0.544813,24.26168383,58.48,659.0,6151.0,0.983,1.048,4.473,0
1,0.266068,32.5325215,24.35,535.0,5845.0,0.838,0.926,4.558,0
1,0.34182,4.627775175,32.62,1039.0,5845.0,0.874,0.968,4.541,0
1,0.009443,28.7850347,2.5,993.0,6581.0,2.42,1.428,3.824,0
1,1.384397,6.096030635,406.97,1925.0,7598.0,2.692,1.945,3.867,0
1,0.160651,31.95303877,47.96,864.0,5524.0,2.734,1.346,3.693,0
1,0.011641,5.9371708,1.17,945.0,5475.0,0.923,0.829,4.426,0
1,0.212412,0.577844035,18.93,1980.0,5693.0,0.816,0.911,4.57,0
1,0.69015,2.630090609,83.5,1551.0,6315.0,1.108,0.875,4.292,0
1,0.423955,43.20459678,43.15,519.0,6003.0,0.932,1.019,4.507,0
2,0.008101,1.75147897,1.8,2340.0,6823.0,2.037,1.66,4.04,0
