Kepler_OI_Name,Number_of_Planets,Planet_Radius_Earth,Equalibrium_Temp_K,Orbit_Period_Days,Star_Radius_Sun,Star_Temp_K,Star_Mass_Sun,Star_Surface_Gravity,Planet_Star_Radius_Ratio,Status
K02723.01,1,2.58,1403.0,1.952711161,0.946,5741.0,1.02,4.495,0.024933,1
K02724.01,1,29.28,2947.0,0.620739667,1.602,6559.0,1.277,4.133,0.167382,0
K02725.01,1,51.02,3434.0,0.587470828,2.667,5787.0,1.236,3.678,0.175174,0
K02726.01,1,2.29,3156.0,0.934924739,2.628,6477.0,1.519,3.781,0.007993,0
K02727.01,1,1.75,670.0,25.7054557,1.001,6326.0,1.047,4.459,0.016043,0
K02802.01,1,1.72,1283.0,3.84822189,1.193,5927.0,1.094,4.323,0.013198,1
K02803.01,1,0.53,1278.0,2.37752442,0.936,5615.0,1.022,4.505,0.005152,1
K02804.01,1,1.01,1375.0,2.62838097,1.07,5884.0,1.07,4.408,0.00862,0
K02805.01,1,0.78,1701.0,1.877878538,1.115,6324.0,1.017,4.352,0.006379,1
K00041.03,3,1.55,670.0,35.3331932,1.474,5788.0,1.05,4.122,0.009621,1
K00274.01,2,1.42,968.0,15.0896415,1.613,6063.0,1.092,4.061,0.008074,1
K02877.01,1,1.08,1042.0,5.30873978,0.955,5914.0,1.011,4.483,0.010322,1
K02878.01,1,1.13,956.0,3.89524296,0.838,5018.0,0.795,4.492,0.012309,1
K02880.01,1,1.22,1873.0,0.740926358,0.874,5618.0,0.87,4.494,0.012828,1
K02965.01,1,1.45,2447.0,1.352564873,1.823,6463.0,1.103,3.959,0.007307,0
K02966.01,1,1.89,899.0,7.72768833,0.94,5765.0,0.946,4.468,0.018376,0
K02967.01,1,2.31,493.0,37.3033197,0.817,5646.0,0.864,4.55,0.025857,1
K02969.01,1,2.41,757.0,31.9729501,1.759,6007.0,1.311,4.064,0.012524,0
K02729.01,1,1.96,831.0,14.8877665,1.116,6143.0,1.001,4.344,0.016055,1
K02730.01,1,1.31,1214.0,4.52158614,1.289,5576.0,0.963,4.201,0.009333,1
K02731.01,1,1.64,1319.0,2.007750531,0.865,5645.0,0.965,4.549,0.017357,0
K02732.01,4,1.38,1194.0,7.03146295,1.499,6170.0,1.282,4.192,0.008449,1
K02732.03,4,2.07,604.0,54.2811949,1.499,6170.0,1.282,4.192,0.012667,1
K02808.01,1,1.92,2967.0,0.596087893,1.827,6049.0,1.209,3.997,0.009606,0
K00270.01,2,1.53,917.0,12.58229808,1.423,5587.0,0.911,4.091,0.009854,1
K02809.01,1,1.38,941.0,7.12684695,0.896,6050.0,0.979,4.525,0.014079,0
K02810.01,2,23.92,2420.0,0.661749944,1.198,6363.0,1.273,4.386,0.182858,0
K02810.02,2,2.53,303.0,354.95118,1.23,6392.0,1.281,4.366,0.01887,0
K02811.01,1,0.8,1102.0,1.35477049,0.689,4414.0,0.723,4.621,0.010656,0
K02882.02,2,1.4,1505.0,0.493393859,0.614,4474.0,0.645,4.67,0.02086,0
K02883.01,1,2.1,525.0,11.95401876,0.659,4359.0,0.648,4.611,0.029175,1
K02884.01,1,0.64,1230.0,2.48883033,0.833,5615.0,0.827,4.514,0.006989,0
K02885.01,1,0.99,562.0,20.2340219,0.71,5528.0,0.788,4.627,0.012795,0
K02886.01,1,1.24,1564.0,0.88184263,0.776,5268.0,0.871,4.594,0.014657,1
K02675.01,2,2.17,978.0,5.448321078,0.905,5721.0,0.983,4.517,0.021984,1
K02675.02,2,1.0,1659.0,1.116127169,0.905,5721.0,0.983,4.517,0.010104,1
K02676.01,1,10.65,467.0,195.613824,2.229,5970.0,1.239,3.835,0.043769,0
K02678.01,2,2.25,1012.0,3.833087643,0.831,5397.0,0.878,4.543,0.024847,1
K00262.02,2,1.89,1125.0,9.37663713,1.543,6237.0,1.187,4.136,0.011189,1
K02733.01,1,1.45,772.0,5.62006198,0.746,4868.0,0.814,4.6,0.017766,1
K02734.01,1,3.45,1005.0,3.8259005,0.885,5223.0,0.913,4.505,0.03572,1
K02735.01,1,1.33,1787.0,0.558841234,0.792,5151.0,0.903,4.592,0.015407,1
K02736.01,1,2.39,577.0,9.33648141,0.648,4442.0,0.637,4.619,0.033763,1
K02812.01,1,2.61,466.0,76.6139446,1.03,6173.0,0.988,4.408,0.023228,1
K02815.01,1,0.56,1421.0,1.545388842,0.767,5782.0,0.869,4.594,0.006718,0
K02816.01,1,1.38,1448.0,1.289590179,0.808,5467.0,0.906,4.578,0.015625,1
K02817.01,1,1.35,1714.0,0.634003002,0.75,5226.0,0.84,4.606,0.016444,1
K02887.01,1,23.41,1693.0,1.56859048,1.002,6248.0,1.008,4.442,0.213988,0
K00274.02,2,1.29,843.0,22.8030252,1.613,6063.0,1.092,4.061,0.007316,1
K02888.01,1,13.89,3219.0,0.623441939,2.871,5385.0,1.309,3.639,0.044292,0
K02889.01,1,25.01,1149.0,5.24364571,1.056,6197.0,1.032,4.406,0.216879,0
K02890.01,1,1.39,864.0,8.98826122,0.906,5984.0,0.993,4.521,0.014058,1
K00258.01,1,96.99,2089.0,4.15743922,3.131,6529.0,1.623,3.657,0.283683,0
K02681.01,2,6.01,295.0,135.4978256,0.757,5307.0,0.782,4.572,0.072673,1
K02681.02,2,2.07,539.0,22.2508509,0.757,5307.0,0.782,4.572,0.025073,1
K02682.01,1,54.6,891.0,8.53161917,1.0,5780.0,1.0,4.438,0.499969,0
K02737.01,1,1.46,2959.0,0.526615152,1.832,5718.0,1.131,3.966,0.007299,0
K02738.01,1,1.04,1731.0,0.690405794,0.786,5204.0,0.736,4.515,0.012128,0
K02739.01,2,1.98,879.0,10.10773789,1.174,5480.0,0.915,4.26,0.015476,1
K02740.01,1,0.97,1601.0,1.844857057,1.004,6143.0,0.931,4.403,0.008855,0
K02819.01,1,2.02,695.0,18.0116764,0.932,6003.0,1.019,4.507,0.019852,0
K00270.02,2,1.86,661.0,33.67280658,1.423,5587.0,0.911,4.091,0.011948,1
K02820.01,1,1.22,1177.0,3.00912491,0.893,5713.0,1.01,4.541,0.012546,1
K02822.01,1,1.94,1063.0,4.44589508,0.865,5918.0,0.956,4.544,0.020568,1
K02891.01,1,0.92,1607.0,2.023126394,1.059,6349.0,1.077,4.422,0.007962,0
K02892.01,1,1.36,728.0,10.63609504,0.81,5546.0,0.907,4.575,0.015415,0
K02894.01,1,1.27,786.0,10.3108232,0.893,5708.0,0.967,4.521,0.012975,1
K02895.01,1,1.77,1433.0,1.069842837,0.786,4999.0,0.752,4.523,0.020633,0
K02896.01,2,31.06,2339.0,1.077467951,1.508,6329.0,1.135,4.137,0.188607,0
K02684.01,1,6.47,2866.0,2.8736467,3.169,8173.0,2.032,3.744,0.018689,0
K02685.01,1,1.88,528.0,2.846517614,0.32,3468.0,0.32,4.931,0.053662,0
K02686.01,1,3.43,215.0,211.032819,0.686,4658.0,0.743,4.632,0.04577,1
K02741.01,1,1.49,2927.0,0.755103143,2.128,5996.0,1.226,3.87,0.006402,0
K00263.01,1,2.51,818.0,20.71927223,1.545,5729.0,0.994,4.058,0.014853,0
K02743.01,1,1.32,728.0,11.87457664,0.88,5523.0,0.907,4.506,0.013737,1
K02744.01,2,4.85,428.0,109.6469948,1.453,5332.0,0.932,4.083,0.030575,1
K02745.01,1,2.18,710.0,15.64588656,0.916,5896.0,1.008,4.518,0.021809,1
K02823.01,1,3.18,1594.0,0.93375241,0.815,5402.0,0.931,4.581,0.035786,0
K02824.01,1,1.67,1484.0,1.70336496,0.915,5881.0,1.002,4.516,0.016745,0
K02825.01,1,1.18,2241.0,0.764174368,1.125,6321.0,1.207,4.417,0.009622,0
K02826.01,1,0.23,345.0,1.85373924,0.116,2661.0,0.094,5.283,0.01786,0
K02827.01,1,1.21,827.0,7.06321927,0.818,5305.0,0.753,4.489,0.01355,1
K02897.01,1,23.09,2053.0,0.584310213,0.88,5783.0,0.977,4.539,0.240239,0
K02898.01,1,2.44,649.0,25.384175,0.994,6137.0,1.067,4.471,0.022465,1
K00275.01,2,2.4,910.0,15.79196594,1.704,5758.0,1.251,4.072,0.012882,1
K02687.02,2,1.03,865.0,8.16733851,0.902,5808.0,0.987,4.522,0.010408,1
K00041.01,3,2.26,939.0,12.81590421,1.474,5788.0,1.05,4.122,0.014067,1
K00259.01,1,40.73,717.0,79.99623328,2.49,6796.0,1.715,3.88,0.149796,0
K02688.01,1,5.15,625.0,5.424749327,0.591,4137.0,0.58,4.658,0.079794,1
K02690.01,1,2.04,1046.0,3.606940379,0.84,5508.0,0.955,4.569,0.022221,1
K02746.01,1,45.24,585.0,69.2002312,1.267,7044.0,1.291,4.337,0.326968,0
K02747.01,1,1.55,809.0,6.26404774,0.817,5032.0,0.789,4.511,0.017429,1
K02748.01,2,2.61,793.0,23.1985852,1.756,5416.0,1.004,3.951,0.013623,1
K02748.02,2,2.17,1260.0,5.77721259,1.756,5416.0,1.004,3.951,0.011293,1
K02749.01,1,1.1,2627.0,0.905037231,1.763,6223.0,1.159,4.01,0.005694,0
K02828.01,2,2.92,369.0,59.4969009,0.833,4817.0,0.8,4.499,0.032075,1
K02829.01,1,1.77,987.0,10.61345333,1.388,5865.0,1.023,4.163,0.011648,1
K00271.01,3,2.48,590.0,48.6303805,1.352,6075.0,1.225,4.264,0.016784,1
K02830.01,1,5.92,933.0,40.5289885,3.086,6443.0,1.907,3.74,0.017565,1
K02831.01,1,1.88,3320.0,0.571940563,2.286,5827.0,1.047,3.74,0.007523,0
K02901.01,1,0.81,1357.0,0.633514386,0.618,4330.0,0.61,4.64,0.01202,0
K02903.01,1,1.84,723.0,17.4166143,1.017,5946.0,1.046,4.444,0.016603,0
K02904.01,1,2.23,959.0,16.3583482,1.765,6133.0,1.377,4.084,0.011577,1
K02905.01,1,3.33,1024.0,36.0054414,2.838,7048.0,1.84,3.797,0.01073,0
K02906.01,3,1.33,928.0,13.9093544,1.424,6052.0,1.128,4.183,0.008521,1
K02692.01,1,2.45,1513.0,1.257689465,0.787,5676.0,0.84,4.571,0.028494,0
K02693.01,3,1.0,755.0,4.081411554,0.635,4498.0,0.698,4.661,0.014433,1
K02693.02,3,0.99,536.0,11.41941928,0.635,4498.0,0.698,4.661,0.014247,1
K02693.03,3,1.01,636.0,6.83440674,0.635,4498.0,0.698,4.661,0.014584,1
K02751.01,1,2.47,437.0,24.4004378,0.674,4583.0,0.669,4.606,0.033526,1
K00264.01,1,1.77,1479.0,4.029810359,1.651,5929.0,1.127,4.055,0.009822,0
K02752.01,1,0.87,1957.0,1.287622419,1.274,6170.0,1.208,4.308,0.006268,0
K02753.01,1,1.05,2124.0,0.935115863,1.297,5874.0,1.096,4.252,0.00738,1
K02832.01,1,0.89,1061.0,3.57551429,0.917,5213.0,0.832,4.434,0.008876,1
K02834.01,1,2.35,248.0,136.205112,0.675,4648.0,0.711,4.631,0.031899,1
K02835.01,1,1.37,606.0,6.30922043,0.53,4380.0,0.524,4.71,0.023605,1
K02836.01,1,1.22,988.0,2.94194296,0.758,4901.0,0.733,4.544,0.01479,1
K02907.01,1,1.39,1554.0,1.146934644,0.862,5423.0,0.862,4.502,0.014751,0
K02908.01,1,1.48,1704.0,1.245353252,0.96,5982.0,1.047,4.493,0.014124,0
K00275.02,2,2.57,525.0,82.2001239,1.704,5758.0,1.251,4.072,0.013819,1
K02910.01,1,1.8,608.0,15.3626052,0.851,5011.0,0.806,4.484,0.019326,1
K02694.01,2,1.7,1541.0,0.843379985,0.856,4818.0,0.809,4.481,0.01815,1
K02694.02,2,1.83,777.0,6.56606941,0.856,4818.0,0.809,4.481,0.019524,1
K00260.01,3,1.34,1009.0,10.49566303,1.297,6214.0,1.059,4.238,0.00948,1
K02754.01,1,0.74,1642.0,1.34155642,0.97,5779.0,0.945,4.44,0.006995,1
K02755.01,1,0.8,879.0,8.48299282,0.933,5827.0,0.94,4.471,0.007876,1
K02756.01,2,1.11,2174.0,0.665025941,1.07,5884.0,1.07,4.408,0.009533,1
K02757.01,1,2.56,267.0,234.635652,0.885,5422.0,0.867,4.481,0.026459,1
K02837.01,1,2.88,1299.0,13.32191461,2.274,6995.0,1.584,3.925,0.011586,1
K02838.01,2,0.92,969.0,7.69994466,1.104,5727.0,0.946,4.328,0.007635,1
K02838.02,2,0.81,1137.0,4.77466043,1.104,5727.0,0.946,4.328,0.006682,1
K00271.02,3,2.5,698.0,29.39337161,1.352,6075.0,1.225,4.264,0.016963,1
K02839.01,1,1.27,783.0,2.164570593,0.554,3941.0,0.578,4.713,0.02106,1
K02911.01,1,2.75,830.0,12.4258343,0.991,6185.0,1.06,4.472,0.025397,0
K02912.01,1,1.68,2152.0,0.873227249,1.111,6341.0,1.154,4.409,0.013885,0
K02913.01,1,0.84,1423.0,2.88878583,1.331,5696.0,1.139,4.247,0.005802,1
K02697.01,1,87.08,1654.0,7.37453336,4.991,5028.0,1.766,3.289,0.159773,0
K02698.01,1,3.39,446.0,87.9724227,1.159,5837.0,0.988,4.305,0.026755,1
K02699.01,1,1.49,1796.0,0.568874717,0.78,5223.0,0.889,4.593,0.017496,1
K02701.01,1,4.79,639.0,22.023514,0.936,5860.0,0.986,4.489,0.04685,0
K02760.01,1,2.69,356.0,56.5732318,0.775,4701.0,0.758,4.54,0.031776,1
K02761.01,1,2.23,1337.0,1.846861455,0.86,5591.0,0.977,4.559,0.023754,0
K00265.01,1,1.36,1407.0,3.568099612,1.334,6007.0,1.107,4.232,0.00935,1
K02762.01,1,2.51,241.0,132.9955503,0.659,4523.0,0.687,4.636,0.034912,1
K00301.01,2,2.33,1209.0,6.002548291,1.36,6204.0,1.257,4.269,0.015656,1
K00301.02,2,1.32,975.0,11.44865823,1.36,6204.0,1.257,4.269,0.008892,1
K00302.01,2,7.61,1095.0,24.85466504,2.527,6967.0,1.7,3.864,0.027585,1
K00303.01,1,2.78,467.0,60.92818866,1.023,5638.0,0.871,4.359,0.024899,1
K00304.01,2,2.14,839.0,8.512037736,0.881,5767.0,0.979,4.538,0.022246,1
K00359.01,1,1.84,894.0,5.93720557,0.712,5857.0,0.802,4.633,0.0237,0
K00360.01,1,1.47,1059.0,5.93719982,1.026,6102.0,1.099,4.457,0.013146,0
K00061.01,1,24.87,1750.0,1.63345402,1.091,6283.0,1.019,4.372,0.208715,0
K00361.01,1,1.41,1181.0,3.247548814,0.975,5703.0,1.091,4.498,0.013203,1
K00362.01,1,14.93,810.0,14.02245146,1.05,6061.0,1.012,4.401,0.130221,0
K00363.01,1,38.29,1587.0,2.442945167,1.428,5657.0,0.983,4.121,0.245548,0
K03005.01,1,1.65,2824.0,1.312459403,2.507,6543.0,1.388,3.782,0.006013,0
K03008.01,1,1.12,1616.0,2.99792926,1.645,5888.0,1.136,4.061,0.006238,1
K03010.01,1,1.39,244.0,60.8660974,0.522,3808.0,0.539,4.734,0.024307,1
K03011.01,1,1.66,1521.0,2.11547854,1.024,6208.0,1.086,4.454,0.014846,0
K03087.01,2,0.68,882.0,5.54867998,0.835,5258.0,0.831,4.514,0.007428,0
K03087.02,2,0.46,1461.0,1.22174063,0.835,5258.0,0.831,4.514,0.005074,0
K03088.01,2,1.16,1132.0,3.48412874,0.921,5696.0,1.022,4.519,0.011556,1
K00285.01,3,3.63,975.0,13.74883059,1.67,5862.0,1.142,4.05,0.019908,1
K00305.01,1,1.51,810.0,4.603575293,0.741,4783.0,0.805,4.602,0.018677,1
K00306.01,1,2.14,532.0,24.30784323,0.82,5313.0,0.913,4.571,0.023893,1
K00307.01,2,1.78,711.0,19.67409703,1.031,6023.0,1.027,4.423,0.01578,1
K00046.01,2,5.64,1445.0,3.487688776,1.593,5576.0,1.074,4.065,0.032422,1
K00365.01,2,2.16,385.0,81.737872,0.873,5559.0,0.882,4.502,0.022652,1
K00367.01,1,4.52,570.0,31.57865122,0.99,5733.0,0.987,4.442,0.041835,1
K00368.01,1,18.6,761.0,110.3216727,2.025,9244.0,2.158,4.159,0.084131,0
K00369.01,2,1.59,1253.0,5.88527364,1.431,6070.0,1.072,4.157,0.010194,1
K03012.01,1,1.69,2539.0,1.086486129,2.0,5911.0,1.06,3.861,0.007758,0
K03014.01,1,3.11,441.0,86.1160885,1.053,6161.0,1.15,4.454,0.027076,1
K03015.01,1,0.9,1397.0,3.61460332,1.375,5799.0,0.999,4.161,0.006019,1
K00282.02,3,1.02,982.0,8.45744892,1.137,5903.0,0.95,4.304,0.008247,1
K03090.01,2,1.05,601.0,3.82223397,0.514,3729.0,0.52,4.733,0.018736,1
K03091.01,2,1.62,769.0,17.067644,0.996,6347.0,1.053,4.464,0.01494,1
K03092.01,1,1.91,1212.0,5.78542702,1.178,6555.0,1.2,4.374,0.014818,0
K03093.01,1,1.74,629.0,29.6099055,1.122,5812.0,0.977,4.329,0.014184,1
K03095.01,1,1.25,1212.0,3.42390809,1.015,5788.0,1.038,4.442,0.011291,1
K00307.02,2,1.18,1107.0,5.21104597,1.031,6023.0,1.027,4.423,0.010461,1
K00308.01,1,3.72,646.0,35.5969684,1.209,6212.0,1.082,4.309,0.028165,1
K00309.01,1,0.53,1083.0,1.633107509,0.684,4579.0,0.672,4.596,0.007042,0
K00311.01,1,3.33,315.0,66.1544958,0.643,4679.0,0.638,4.627,0.047429,0
K00312.01,2,2.06,951.0,11.57890926,1.303,6156.0,1.193,4.284,0.014458,1
K00369.02,2,1.59,1046.0,10.10463142,1.431,6070.0,1.072,4.157,0.010177,1
K00370.01,2,3.61,709.0,42.88247951,1.763,6143.0,1.24,4.039,0.018777,1
K00063.01,1,5.73,791.0,9.43414171,0.886,5578.0,0.943,4.518,0.059248,1
K00370.02,2,2.17,873.0,22.95062278,1.763,6143.0,1.24,4.039,0.011297,1
K00371.01,2,17.14,339.0,498.391282,3.107,5134.0,1.438,3.611,0.05053,0
K00372.01,1,10.02,388.0,125.6291479,1.111,5819.0,0.972,4.334,0.082594,1
K03018.01,1,2.78,517.0,45.1178526,1.038,5585.0,0.86,4.339,0.02453,0
K03019.01,2,1.52,1194.0,4.17939037,1.162,5633.0,0.973,4.296,0.012013,1
K03021.01,1,0.78,2129.0,0.803835923,1.047,6242.0,1.104,4.442,0.006814,0
K03022.01,2,1.25,1231.0,2.76263737,0.901,5772.0,0.999,4.528,0.012679,1
K03097.01,3,0.87,851.0,11.9216035,1.082,6006.0,1.081,4.403,0.007395,1
K03097.02,3,0.73,1026.0,6.80257947,1.082,6006.0,1.081,4.403,0.006153,1
K03097.03,3,0.72,945.0,8.70312154,1.082,6006.0,1.081,4.403,0.006066,1
K03098.01,1,19.88,1703.0,1.332557603,0.967,6091.0,1.045,4.487,0.188288,0
K00043.01,1,8.02,811.0,11.32029599,1.0,5780.0,1.0,4.438,0.073488,0
K00285.02,3,2.31,781.0,26.723169,1.67,5862.0,1.142,4.05,0.012689,1
K00312.02,2,1.94,847.0,16.39926461,1.303,6156.0,1.193,4.284,0.013613,1
K00313.01,2,2.1,568.0,18.73577127,0.795,5188.0,0.814,4.547,0.024162,1
K00313.02,2,1.5,742.0,8.43639829,0.795,5188.0,0.814,4.547,0.017275,1
K00314.01,3,1.42,402.0,13.78109471,0.503,3846.0,0.505,4.738,0.025926,1
K00314.02,3,1.24,338.0,23.08902241,0.503,3846.0,0.505,4.738,0.022578,1
K00046.02,2,1.18,1204.0,6.02977241,1.593,5576.0,1.074,4.065,0.006767,1
K00373.01,1,2.32,345.0,135.1879934,0.906,5731.0,0.846,4.451,0.023453,1
K00374.01,1,2.85,355.0,172.7046083,1.116,5851.0,0.91,4.302,0.023415,1
K00375.01,1,10.81,223.0,988.8811177,1.549,5755.0,1.105,4.101,0.063925,1
K00376.01,2,121.48,624.0,44.14599042,1.152,6692.0,1.176,4.383,0.965649,0
K00376.02,2,2.99,1966.0,1.411627439,1.152,6692.0,1.176,4.383,0.023742,0
K00377.01,3,7.74,661.0,19.27082584,0.956,5779.0,1.034,4.491,0.074186,1
K03023.01,1,2.07,1637.0,4.39049637,1.908,6429.0,1.298,3.989,0.009952,0
K03025.01,1,1.84,661.0,13.1829329,0.827,5382.0,0.928,4.571,0.020402,1
K03026.01,1,1.35,1033.0,3.51575492,0.901,5094.0,0.833,4.45,0.013745,1
K00282.03,3,1.85,451.0,87.5177787,1.137,5903.0,0.95,4.304,0.014911,1
K03099.01,1,1.45,480.0,14.0498182,0.652,4228.0,0.642,4.618,0.020326,0
K03101.01,1,1.73,797.0,14.2563272,1.027,6140.0,1.094,4.455,0.015463,1
K03106.01,1,1.08,1844.0,0.968980781,1.0,5866.0,1.083,4.473,0.009916,1
K03107.01,1,15.95,891.0,8.589562,0.945,5766.0,0.827,4.404,0.154567,0
K00314.03,3,0.59,443.0,10.31282204,0.503,3846.0,0.505,4.738,0.010729,1
K00315.01,1,2.03,408.0,35.58349688,0.684,4894.0,0.753,4.637,0.027158,1
K00316.01,3,2.62,752.0,15.77111067,1.143,5620.0,1.025,4.333,0.021029,1
K00316.02,3,2.63,350.0,157.0659976,1.143,5620.0,1.025,4.333,0.021105,1
K00377.02,3,7.98,523.0,38.90787517,0.956,5779.0,1.034,4.491,0.076413,1
K00377.03,3,1.48,1517.0,1.59295975,0.956,5779.0,1.034,4.491,0.014209,1
K00378.01,1,32.92,1419.0,4.94402197,1.7,6013.0,1.141,4.035,0.177335,0
K00379.01,2,2.78,1264.0,6.71725648,1.683,6078.0,1.285,4.094,0.015135,0
K03027.01,1,1.36,789.0,6.07032548,0.763,5076.0,0.86,4.598,0.016287,1
K03028.01,2,1.06,1461.0,1.33256952,0.82,5547.0,0.918,4.571,0.011871,0
K03030.01,1,1.67,1037.0,7.19552624,1.093,6242.0,1.178,4.432,0.013972,0
K03108.01,1,1.86,901.0,7.36272124,0.894,5868.0,0.987,4.53,0.019093,1
K03109.01,1,1.79,1049.0,10.6761592,1.434,6460.0,1.388,4.267,0.011449,1
K03110.01,1,1.23,1199.0,4.48494315,1.051,6217.0,1.1,4.437,0.010746,1
K00285.03,3,1.91,637.0,49.3567907,1.67,5862.0,1.142,4.05,0.010449,1
K00317.01,2,3.02,803.0,22.20809549,1.403,6336.0,1.324,4.266,0.019714,1
K00318.01,1,8.56,761.0,38.5833679,1.927,6273.0,1.486,4.04,0.040669,1
K00320.01,1,26.26,1249.0,4.79179893,1.103,6499.0,1.135,4.408,0.218031,0
K00321.01,2,1.41,1302.0,2.426304127,0.97,5678.0,1.043,4.484,0.013272,1
K00389.01,1,1.55,951.0,3.741231778,0.767,5206.0,0.861,4.598,0.018463,0
K00390.01,1,1.43,1577.0,1.168310132,0.857,5509.0,0.821,4.487,0.015302,0
K00391.01,1,74.69,865.0,25.9525478,2.721,5211.0,1.401,3.715,0.251377,0
K00392.01,2,2.98,689.0,33.4160553,1.42,6007.0,1.108,4.178,0.019214,1
K00392.02,2,1.33,953.0,12.6119685,1.42,6007.0,1.108,4.178,0.008559,1
K03032.01,1,1.31,1846.0,0.636424848,0.885,5343.0,0.988,4.538,0.013529,1
K03033.01,1,1.21,921.0,8.55935323,0.919,6115.0,0.892,4.462,0.01208,0
K03113.01,1,1.03,969.0,2.46050095,0.634,4811.0,0.62,4.626,0.014909,1
K03115.01,1,1.45,1064.0,5.8660127,1.04,6020.0,1.051,4.427,0.012764,1
K03116.01,1,1.91,709.0,23.9107056,1.091,6338.0,1.137,4.418,0.015991,1
K00048.01,1,59.31,919.0,23.83680888,1.94,6095.0,1.076,3.894,0.279942,0
K00321.02,2,0.77,1050.0,4.62334491,0.97,5678.0,1.043,4.484,0.007238,1
K00322.01,1,584.67,1008.0,5.888835386,1.0,5780.0,1.0,4.438,5.354151,0
K00323.01,1,1.92,884.0,5.83599485,0.828,5423.0,0.872,4.542,0.021244,1
K00324.01,1,1.96,2359.0,1.089077863,1.551,6280.0,1.1,4.098,0.011599,0
K00325.01,1,7.84,1195.0,7.86335883,1.913,5731.0,1.351,4.005,0.037513,0
K00380.01,1,4.83,1203.0,8.0970583,1.455,6573.0,1.23,4.2,0.030415,0
K00381.01,1,9.57,1351.0,6.337614357,1.536,6581.0,1.185,4.138,0.057085,0
K00382.01,1,23.78,1253.0,3.900140077,0.955,6407.0,1.006,4.48,0.228072,0
K00384.01,1,3.95,1673.0,5.0800579,2.52,6049.0,1.359,3.769,0.014349,1
K00385.01,1,1.59,698.0,13.14496741,0.888,5411.0,0.862,4.477,0.016418,1
K00283.01,3,2.13,718.0,16.09196369,1.016,5680.0,0.978,4.414,0.019184,1
K03036.01,1,3.48,294.0,161.239891,0.826,5514.0,0.926,4.569,0.038628,0
K03038.01,1,1.44,1870.0,1.4951513,1.452,5635.0,1.008,4.117,0.009063,1
K03039.01,1,1.01,695.0,20.3504704,1.002,5952.0,0.942,4.41,0.009254,1
K03120.01,1,1.43,1226.0,4.13592927,1.152,5886.0,1.072,4.345,0.011401,1
K03122.01,1,1.28,1320.0,8.05337912,2.062,6231.0,1.466,3.976,0.005669,1
K00286.01,1,3.84,1358.0,23.6272223,2.879,8308.0,2.197,3.861,0.012206,0
K00326.01,2,36.0,2262.0,8.97349999,11.536,4751.0,1.606,2.52,0.02858,0
K00326.02,2,29.67,985.0,108.546946,11.536,4751.0,1.606,2.52,0.023554,0
K00327.01,2,1.38,1301.0,3.254277742,1.089,5945.0,1.092,4.402,0.011619,1
K00327.02,2,1.57,428.0,91.3514816,1.089,5945.0,1.092,4.402,0.013179,1
K00328.01,1,30.03,1489.0,2.250826647,1.119,5779.0,0.928,4.308,0.24579,0
K00386.01,2,3.56,639.0,31.1588249,1.155,5951.0,1.015,4.319,0.02825,1
K00066.01,1,83.25,5187.0,0.436282594,2.622,8491.0,1.791,3.853,0.290761,0
K00386.02,2,3.08,473.0,76.7324556,1.155,5951.0,1.015,4.319,0.024437,1
K00387.01,1,2.46,521.0,13.89963233,0.663,4538.0,0.65,4.607,0.034031,1
K00388.01,1,3.26,1287.0,6.14955931,1.775,5687.0,1.08,3.973,0.016797,1
K03045.01,1,2.56,536.0,44.8702042,0.996,6122.0,1.07,4.471,0.023536,1
K03124.01,1,0.48,706.0,4.8807805,0.516,4763.0,0.53,4.738,0.008437,0
K03125.01,1,0.9,1331.0,4.45342418,1.269,6256.0,1.087,4.269,0.00649,1
K03126.01,1,0.84,1418.0,2.21396685,0.93,5986.0,0.912,4.461,0.008276,0
K03127.01,1,2.07,1001.0,9.705693,1.385,5808.0,1.056,4.178,0.013675,1
K00049.01,1,2.74,886.0,8.31377304,0.951,5900.0,1.065,4.509,0.026357,1
K00329.01,1,20.8,882.0,8.58969597,0.9,6024.0,0.985,4.523,0.211637,0
K00330.01,2,1.85,974.0,7.97420583,1.081,5973.0,1.036,4.386,0.015639,1
K00330.02,2,0.83,1574.0,1.88899036,1.081,5973.0,1.036,4.386,0.007007,1
K00331.01,2,3.64,832.0,18.68405716,1.614,5548.0,1.038,4.038,0.020651,1
K00393.01,1,2.09,748.0,21.41624083,1.18,6156.0,1.085,4.331,0.01625,1
K00394.01,1,74.76,1342.0,12.28351275,2.759,6171.0,1.291,3.668,0.24815,0
K00069.01,1,1.56,1028.0,4.72674037,0.894,5648.0,0.866,4.472,0.015943,1
K00395.01,1,29.41,1219.0,6.77449545,1.342,6517.0,1.212,4.265,0.200695,0
K00397.01,1,14.41,618.0,27.6776801,0.969,6075.0,1.048,4.486,0.136199,0
K03047.01,1,1.14,1728.0,0.605223042,0.757,5089.0,0.757,4.559,0.013804,0
K00283.02,3,0.83,615.0,25.5172744,1.016,5680.0,0.978,4.414,0.007472,1
K03048.01,1,0.97,957.0,4.73292061,0.796,5595.0,0.89,4.581,0.011209,1
K03049.01,1,1.21,419.0,22.4765952,0.567,4563.0,0.592,4.704,0.019619,1
K03129.01,1,1.61,586.0,25.503628,0.877,5815.0,0.973,4.54,0.016771,0
K03130.01,2,2.9,620.0,14.8638496,0.8,5159.0,0.752,4.508,0.033152,1
