Kepler_OI_Name,Number_of_Planets,Planet_Radius_Earth,Equalibrium_Temp_K,Orbit_Period_Days,Star_Radius_Sun,Star_Temp_K,Star_Mass_Sun,Star_Surface_Gravity,Planet_Star_Radius_Ratio,Status
K05875.01,2,2.64,1003.0,9.8788502,1.148,6477.0,1.102,4.361,0.021044,1
K05884.01,1,1.52,185.0,588.63759,0.849,5135.0,0.792,4.479,0.016355,0
K05887.01,1,0.98,946.0,9.8338474,1.202,5929.0,1.071,4.308,0.007489,0
K05894.01,1,155.22,3344.0,1.080695116,2.34,7796.0,1.725,3.937,0.60744,0
K06181.01,1,27.78,1263.0,24.0733775,6.055,4647.0,0.932,2.843,0.042017,0
K03479.02,2,1.04,1267.0,1.71029474,0.729,5365.0,0.747,4.586,0.013022,0
K03503.02,2,0.8,589.0,31.8245304,0.847,6338.0,0.918,4.545,0.008651,1
K05982.01,1,57.6,1572.0,1.838514245,1.055,5799.0,0.861,4.326,0.499988,0
K05983.01,1,50.83,1100.0,8.412008943,1.314,6247.0,1.057,4.225,0.354243,0
K05984.01,1,1794.2,1018.0,3.912679136,0.72,5616.0,0.675,4.553,22.820008,0
K05985.01,1,63.99,1233.0,7.544804312,1.609,5953.0,0.91,3.984,0.364181,0
K06094.01,1,218.79,2014.0,2.283466438,1.719,6723.0,1.327,4.089,1.165546,0
K06095.01,1,46.44,2057.0,0.692807507,1.0,5780.0,1.0,4.438,0.425253,0
K06096.01,1,27.66,556.0,17.27929077,0.658,5251.0,0.663,4.623,0.384903,0
K06183.01,1,106.99,1481.0,4.326946311,1.501,6231.0,0.984,4.078,0.65273,0
K06184.01,1,1.3,216.0,527.29093,0.919,5671.0,0.9,4.466,0.012918,0
K06185.01,1,2.41,526.0,168.858303,2.189,6608.0,1.412,3.907,0.010081,0
K06186.01,1,1.72,799.0,5.34264143,0.67,5101.0,0.699,4.63,0.023564,1
K06187.01,1,28.3,1185.0,19.38444245,5.026,4968.0,1.8,3.291,0.051572,0
K06189.01,1,60.99,1448.0,2.179924994,0.966,6106.0,1.043,4.487,0.578174,0
K06190.01,1,89.16,1035.0,10.13540105,1.415,5895.0,0.926,4.103,0.577,0
K03748.02,2,1.0,1284.0,2.02487934,0.825,5440.0,0.779,4.496,0.011131,0
K03954.02,2,1.92,955.0,5.71668787,0.883,5638.0,0.875,4.488,0.019874,1
K00520.04,4,1.51,398.0,51.1658019,0.826,4963.0,0.789,4.501,0.016698,1
K03956.02,2,0.88,703.0,12.4249559,0.847,5524.0,0.908,4.54,0.00951,0
K04000.02,2,1.05,1143.0,12.427135,1.821,6561.0,1.376,4.054,0.005259,0
K05986.01,1,52.58,1853.0,1.946198513,1.433,6224.0,1.094,4.165,0.336034,0
K05988.01,1,23.87,315.0,30.4838006,0.531,3857.0,0.535,4.717,0.411601,0
K05989.01,1,66.22,3389.0,5.7584367,25.287,4754.0,3.644,2.194,0.02398,0
K05990.01,1,2.03,567.0,25.9522913,0.866,5692.0,0.965,4.547,0.02145,0
K05991.01,1,39.03,2319.0,8.58599537,13.941,4805.0,2.853,2.605,0.025638,0
K05992.01,1,40.38,907.0,9.892240848,1.009,6225.0,1.07,4.461,0.366502,0
K06098.01,1,120.13,3553.0,1.129848432,7.102,4846.0,1.775,2.984,0.154904,0
K06099.01,2,25.68,818.0,7.244778994,0.788,5530.0,0.882,4.586,0.298437,0
K06100.01,2,0.99,2467.0,0.730964241,1.463,5929.0,1.107,4.152,0.006188,0
K06101.01,1,93.52,892.0,17.73402024,1.554,5883.0,0.966,4.04,0.551115,0
K06192.01,1,90.08,2492.0,0.829019343,1.328,6645.0,1.206,4.271,0.62116,0
K06193.01,1,124.19,2212.0,1.1080999,1.769,5299.0,0.837,3.865,0.642864,0
K06194.02,2,14.71,610.0,215.778765,7.056,4902.0,1.996,3.042,0.019095,0
K04032.03,5,0.91,1010.0,5.99273265,1.065,5574.0,0.933,4.354,0.007793,1
K04032.04,5,0.85,1065.0,5.10110666,1.065,5574.0,0.933,4.354,0.007283,1
K04046.02,2,1.84,387.0,94.22498,0.893,5880.0,0.974,4.525,0.01888,0
K04131.02,2,4.41,600.0,241.0122,2.909,7843.0,2.081,3.829,0.013877,0
K04181.02,2,2.24,340.0,164.689421,0.95,6089.0,1.031,4.495,0.021587,0
K05993.01,1,29.95,1428.0,4.264729569,1.417,6052.0,0.887,4.084,0.19358,0
K05994.01,1,30.97,958.0,4.804469712,0.809,5561.0,0.864,4.558,0.350543,0
K05995.01,1,49.79,1421.0,6.150529292,1.565,6691.0,1.083,4.084,0.291326,0
K05996.01,1,19.43,728.0,4.944927575,0.701,4428.0,0.697,4.59,0.253805,0
K05997.01,1,26.08,1258.0,4.442517008,1.119,6316.0,1.109,4.387,0.21339,0
K05998.01,1,90.12,590.0,62.7356439,1.44,6211.0,1.013,4.127,0.573105,0
K05999.01,1,24.91,782.0,7.035518449,0.71,5288.0,0.675,4.566,0.321339,0
K07860.01,1,0.6,2484.0,0.579516759,1.102,6339.0,1.075,4.387,0.005026,0
K06104.01,2,2.38,704.0,16.2480865,0.923,5729.0,0.848,4.436,0.023604,0
K06104.02,2,2.9,230.0,466.9407,0.923,5729.0,0.848,4.436,0.028736,0
K06105.01,1,5.51,537.0,289.788624,2.407,8057.0,1.868,3.946,0.020974,0
K06107.01,1,110.29,1830.0,2.873657901,2.287,5692.0,1.288,3.829,0.441619,0
K06196.01,1,102.31,2203.0,1.680425996,1.629,6844.0,1.358,4.145,0.57515,0
K06198.01,1,184.22,1210.0,20.6864602,5.145,4809.0,1.232,3.106,0.327893,0
K06199.01,1,5.96,444.0,131.68018,1.302,6468.0,1.198,4.288,0.041946,0
K06200.01,1,15056.9,692.0,200.762693,3.298,7981.0,2.061,3.716,41.808266,0
K06201.01,1,150.94,3215.0,1.123258617,2.17,7945.0,1.812,4.023,0.636954,0
K04323.02,2,0.89,1030.0,12.4250319,1.506,6290.0,1.123,4.133,0.005439,0
K04385.02,3,2.96,209.0,386.370512,0.834,5119.0,0.818,4.508,0.032485,1
K06000.01,1,1.26,742.0,12.4297161,0.905,5754.0,1.021,4.534,0.0127,0
K06001.01,1,1.12,725.0,12.4288476,0.886,5595.0,0.933,4.513,0.011609,0
K06002.01,1,1.27,822.0,12.4258252,1.048,5968.0,1.069,4.426,0.011099,0
K07872.01,1,259.36,734.0,153.725848,6.816,4794.0,1.023,2.781,0.348453,0
K06003.01,1,1.27,589.0,12.4257907,0.693,4873.0,0.676,4.586,0.016742,0
K06004.01,1,2.02,683.0,12.4253356,0.783,5442.0,0.778,4.541,0.023678,0
K06005.01,1,0.84,659.0,12.4254201,0.691,5571.0,0.776,4.643,0.011191,0
K06006.01,1,2.06,1293.0,12.424995,2.657,6098.0,1.313,3.707,0.007111,0
K06007.01,1,1.44,634.0,12.4227918,0.72,5279.0,0.796,4.62,0.018364,0
K06109.01,2,81.61,811.0,22.9134463,1.297,6621.0,1.213,4.294,0.576227,0
K06109.02,2,1.9,1466.0,10.0046881,2.641,6620.0,1.531,3.779,0.006576,0
K06110.01,1,1.37,643.0,8.65315602,0.696,4746.0,0.713,4.605,0.018046,0
K06112.01,1,92.34,1813.0,2.243015737,1.444,6181.0,0.923,4.084,0.585583,0
K06113.01,1,35.81,946.0,4.694218481,0.787,5512.0,0.851,4.575,0.416638,0
K06204.01,1,47.65,2672.0,0.953734449,1.46,7332.0,1.43,4.265,0.298872,0
K06205.01,1,274.78,3150.0,2.073873563,3.373,7803.0,2.023,3.688,0.746,0
K06206.01,1,27.64,747.0,15.71378722,1.006,5843.0,0.924,4.399,0.251598,0
K06207.01,1,18.98,755.0,7.964440392,0.736,5250.0,0.698,4.548,0.236195,0
K07866.01,1,42.1,2536.0,0.518071538,1.209,5876.0,0.999,4.273,0.318862,0
K06208.01,1,14.54,3287.0,2.151214629,8.179,4748.0,1.053,2.635,0.016279,0
K06008.01,1,1.66,729.0,12.426469,0.887,5691.0,1.003,4.544,0.017107,0
K06009.01,1,1.23,864.0,12.4262889,1.092,6246.0,1.18,4.433,0.010301,0
K06010.01,1,1.35,691.0,12.424747,0.826,5514.0,0.926,4.569,0.014934,0
K06011.01,1,1.37,721.0,12.4255705,0.827,5742.0,0.921,4.564,0.015196,0
K06012.01,1,2.67,1006.0,12.426173,1.357,6367.0,1.019,4.181,0.018004,0
K06013.01,1,1.59,714.0,12.4244306,0.791,5761.0,0.881,4.581,0.018455,0
K06014.01,1,37.65,883.0,6.71738328,0.936,5301.0,0.833,4.416,0.368371,0
K06114.01,1,36.91,1438.0,24.9559985,3.018,8617.0,2.002,3.78,0.112001,0
K06116.01,1,5.43,958.0,4.426942241,0.746,5511.0,0.753,4.569,0.066636,0
K06119.01,1,75.11,2010.0,3.454241684,2.433,6562.0,1.435,3.822,0.282688,0
K06211.01,1,98.16,2112.0,1.457256942,1.416,6630.0,1.26,4.235,0.634819,0
K06212.01,1,11.71,830.0,10.81824842,0.894,5955.0,0.814,4.446,0.119905,0
K06213.01,1,37.66,1296.0,2.559236603,0.883,5955.0,0.972,4.534,0.39054,0
K06214.01,2,4.22,446.0,281.35877,2.522,6049.0,1.241,3.728,0.015318,0
K06215.01,1,1.9,169.0,462.12345,0.747,4547.0,0.737,4.559,0.023288,0
K03741.03,4,2.81,1351.0,5.1117547,1.345,6432.0,1.06,4.207,0.01914,1
K04260.02,4,1.43,487.0,101.889228,1.59,5802.0,1.08,4.073,0.008264,0
K04777.02,2,906.03,192.0,48.5023669,0.28,3396.0,0.28,4.991,29.631954,0
K04781.02,2,1.88,237.0,524.14139,0.931,6225.0,0.958,4.481,0.018511,0
K06015.01,1,31.14,500.0,41.86539723,0.788,6063.0,0.874,4.584,0.361885,0
K06016.01,1,25.84,1264.0,4.553370029,1.109,6306.0,0.991,4.346,0.213383,0
K06017.01,1,35.99,1499.0,5.262652179,1.549,7049.0,1.432,4.212,0.212787,0
K06018.01,1,22.32,719.0,16.6218534,0.907,5949.0,0.848,4.451,0.225371,0
K06019.01,1,82.98,902.0,19.74161604,1.529,6535.0,1.301,4.183,0.497012,0
K06020.01,1,28.2,795.0,5.455766383,0.694,5067.0,0.742,4.625,0.372108,0
K06021.01,1,58.2,894.0,22.44620704,1.777,6070.0,1.074,3.969,0.299907,0
K06121.01,1,106.18,2107.0,1.237147407,1.449,6064.0,1.107,4.16,0.671019,0
K06122.01,1,1.27,1646.0,1.28619671,0.926,5650.0,0.77,4.391,0.012568,0
K06123.01,1,32.7,1377.0,2.649026189,0.988,5838.0,0.781,4.342,0.303122,0
K06124.01,1,90.57,1872.0,6.932281325,2.168,8675.0,2.057,4.08,0.382557,0
K06125.01,1,66.2,1725.0,2.151384476,1.257,6184.0,0.891,4.19,0.482255,0
K07874.01,1,0.73,2083.0,0.562273947,0.847,5632.0,0.736,4.45,0.007913,0
K06126.01,1,67.91,1195.0,17.4352218,2.641,6313.0,1.291,3.706,0.235467,0
K06218.01,1,3.78,513.0,117.634213,2.332,5236.0,1.019,3.711,0.014859,0
K06219.01,1,135.84,1123.0,21.02544702,2.438,6631.0,1.361,3.798,0.510247,0
K06220.01,1,1.44,3137.0,0.933753371,2.056,7286.0,1.532,3.998,0.006401,0
K06221.01,1,12.89,1045.0,1.72153588,0.668,4535.0,0.659,4.607,0.176656,0
K06022.01,1,34.42,1134.0,2.765621941,0.828,5423.0,0.872,4.542,0.380702,0
K06023.01,1,30.98,1184.0,3.664964374,0.987,5726.0,0.899,4.403,0.28739,0
K06024.01,1,31.15,1156.0,6.8072842,1.824,5182.0,1.043,3.935,0.156405,0
K06025.01,1,43.89,1311.0,2.136577151,0.905,5457.0,0.827,4.442,0.444073,0
K06026.01,1,49.77,1933.0,2.638432816,1.753,6502.0,1.098,3.991,0.259996,0
K06027.01,1,78.78,897.0,11.99100036,1.13,5988.0,0.869,4.271,0.638469,0
K00744.02,2,1.12,1474.0,2.03746414,0.947,6117.0,1.025,4.496,0.010807,0
K06028.01,1,72.01,617.0,37.80694072,1.105,6387.0,1.145,4.41,0.596776,0
K06128.01,1,3.79,1027.0,12.42555055,1.423,6381.0,1.055,4.155,0.02436,0
K06129.01,1,79.21,1547.0,12.42592247,6.952,4849.0,2.025,3.06,0.104342,0
K06131.01,2,1.12,1057.0,12.4237327,2.067,5221.0,0.819,3.72,0.004958,0
K06131.02,2,2.04,537.0,94.38163,2.067,5221.0,0.819,3.72,0.009053,0
K06132.02,3,5.83,1228.0,7.5844241,1.651,6264.0,1.352,4.133,0.032357,1
K06222.01,1,4.85,268.0,210.899577,0.843,5332.0,0.821,4.5,0.052646,0
K06223.01,1,75.28,1340.0,3.103730697,1.091,6075.0,1.149,4.422,0.631891,0
K06224.02,2,2.69,443.0,253.40538,1.69,7304.0,1.475,4.151,0.014582,0
K06225.01,1,26.98,1048.0,5.110771787,0.894,6029.0,0.972,4.523,0.276346,0
K06226.01,1,21.79,1329.0,1.463773705,0.668,5446.0,0.646,4.599,0.298682,0
K06227.01,1,52.74,1795.0,4.46255312,3.619,4847.0,0.905,3.277,0.133443,0
K06029.01,1,26.36,1360.0,3.026764871,1.01,6283.0,1.067,4.459,0.239029,0
K06030.01,1,33.44,1205.0,3.840130917,1.012,5931.0,0.981,4.418,0.302603,0
K06031.01,1,31.71,930.0,5.554227226,0.843,5433.0,0.756,4.465,0.344438,0
K06032.01,1,59.12,1797.0,1.570919281,1.162,6192.0,1.04,4.326,0.465884,0
K06033.01,1,33.1,501.0,35.08976902,0.846,5603.0,0.941,4.556,0.358269,0
K06034.01,1,70.33,1050.0,5.233450136,0.977,5841.0,0.992,4.454,0.659199,0
K06035.01,1,66.94,1464.0,3.6037011,1.547,5633.0,0.907,4.016,0.396281,0
K06036.01,1,64.49,1266.0,3.518356021,0.989,6201.0,1.058,4.472,0.597138,0
K06133.01,1,0.81,1744.0,2.6160943,1.42,6645.0,1.259,4.232,0.005226,0
K06134.01,1,79.72,1670.0,2.404386969,1.21,6466.0,1.011,4.278,0.603309,0
K06135.01,1,41.83,1401.0,4.390513938,1.454,6081.0,1.046,4.133,0.263421,0
K06137.02,2,1.22,1000.0,7.384681,1.021,6174.0,1.055,4.445,0.010971,0
K06228.01,1,1.88,606.0,21.0907909,0.818,5723.0,0.857,4.546,0.021087,1
K06229.01,1,306.28,1155.0,3.371796653,0.912,5615.0,0.865,4.455,3.075391,0
K06230.01,1,28.94,1219.0,1.927177921,0.774,5193.0,0.732,4.525,0.34237,0
K07867.01,1,38.24,1834.0,0.575925434,0.683,5461.0,0.656,4.586,0.512661,0
K06231.01,1,3.46,358.0,496.17566,1.976,6643.0,1.259,3.946,0.016053,0
K06232.01,1,30.76,918.0,6.256352128,0.836,5772.0,0.903,4.549,0.336926,0
K06233.01,1,2.25,754.0,16.17803,1.069,5929.0,1.079,4.413,0.019283,1
K06234.01,1,92.61,2965.0,2.37795507,2.286,9565.0,2.335,4.088,0.370991,0
K06235.01,1,158.25,2528.0,2.053866175,4.089,5051.0,1.014,3.22,0.354413,0
K00750.04,4,0.9,361.0,36.5521313,0.527,4722.0,0.536,4.723,0.015667,0
K00983.02,2,73.82,1671.0,5.177577252,1.796,7429.0,1.634,4.143,0.376402,0
K00989.04,4,2.92,1044.0,4.08029328,0.874,5619.0,0.956,4.536,0.030579,0
K02311.03,3,1.39,355.0,104.3519624,0.87,5650.0,0.971,4.546,0.014651,1
K07861.01,1,2.1,252.0,469.52303,1.035,6197.0,1.096,4.449,0.018607,0
K02768.03,3,1.17,728.0,11.83271013,0.859,5639.0,0.959,4.551,0.012494,0
K06037.01,1,1.37,428.0,32.66996259,0.741,4871.0,0.822,4.606,0.016935,0
K06038.01,1,75.88,848.0,19.93364711,1.29,6505.0,1.078,4.25,0.538664,0
K06039.01,1,40.32,1809.0,1.071911311,0.933,5885.0,0.821,4.413,0.395786,0
K06040.01,1,31.77,544.0,18.0196514,0.659,5278.0,0.723,4.658,0.441434,0
K07864.01,1,3.76,648.0,117.934158,2.597,6790.0,1.631,3.822,0.013258,0
K06041.01,1,35.22,1173.0,4.032762189,0.962,5960.0,0.927,4.438,0.33531,0
K06042.01,1,88.22,1043.0,2.371589507,0.601,5340.0,0.685,4.715,1.344266,0
K06043.01,1,3.58,2044.0,5.09112124,3.293,6705.0,1.682,3.629,0.009969,0
K06138.01,1,172.66,2547.0,4.206070484,3.185,8212.0,2.016,3.736,0.496418,0
K06139.01,1,325.51,3989.0,0.905677864,7.553,5037.0,2.091,3.002,0.394665,0
K01330.02,2,2.15,285.0,94.219289,0.694,4641.0,0.682,4.589,0.028332,0
K06143.01,2,5.37,509.0,297.113395,3.206,6626.0,1.776,3.676,0.015333,0
K06236.01,2,38.85,1218.0,4.478116695,1.058,6304.0,1.11,4.435,0.336264,0
K07876.01,1,0.42,1377.0,0.579108481,0.501,4604.0,0.514,4.749,0.007737,0
K06236.02,2,1.46,1851.0,1.27620899,1.058,6304.0,1.11,4.435,0.012644,0
K06237.01,2,2.2,354.0,528.50344,1.874,7102.0,1.497,4.068,0.010743,0
K06044.01,1,31.12,1352.0,2.027383251,0.875,5544.0,0.761,4.435,0.325674,0
K06045.01,1,18.7,1171.0,10.73370737,2.003,5971.0,1.202,3.914,0.085487,0
K06046.01,1,60.59,1152.0,9.449438672,1.431,6558.0,1.096,4.167,0.387727,0
K06047.01,1,119.91,1635.0,8.752913958,2.624,7279.0,1.8,3.856,0.418487,0
K06048.01,2,105.22,2796.0,1.985586627,3.219,6651.0,1.503,3.6,0.299344,0
K06049.01,1,49.01,1062.0,16.57902805,2.3,5870.0,1.239,3.808,0.195145,0
K07868.01,1,14.87,424.0,513.42784,6.065,4833.0,1.81,3.13,0.022446,0
K06050.01,1,38.19,1357.0,2.064900876,0.901,5714.0,0.939,4.501,0.388171,0
K06144.01,1,182.09,1356.0,9.751720174,3.145,5147.0,0.957,3.424,0.530194,0
K06145.01,3,4.07,908.0,19.672324,1.485,6486.0,1.098,4.136,0.025068,1
K06145.02,3,3.73,767.0,32.657035,1.485,6486.0,1.098,4.136,0.023004,1
K06146.01,1,52.18,1678.0,4.592401261,1.724,7201.0,1.488,4.138,0.277148,0
K07877.01,1,1.1,1120.0,6.70995253,1.131,6461.0,1.162,4.396,0.008908,0
K06147.01,1,129.2,2249.0,5.776794344,3.601,7666.0,2.153,3.658,0.328562,0
K06149.01,1,1.06,1363.0,0.503199724,0.63,4013.0,0.63,4.639,0.015451,0
K06240.01,1,1.84,1010.0,4.768540307,0.887,5491.0,0.776,4.432,0.019024,0
K06241.01,1,89.96,484.0,73.91858615,1.057,6300.0,1.028,4.404,0.779419,0
K07862.01,1,25.56,1674.0,2.38793696,1.161,6769.0,1.188,4.379,0.201577,0
K02081.02,2,4.91,330.0,589.17968,3.152,5295.0,1.501,3.617,0.014263,0
K06243.01,1,32.36,1565.0,4.618767943,1.781,6195.0,1.0,3.937,0.166402,0
K06051.01,1,221.55,1833.0,3.60727417,1.785,7026.0,1.36,4.068,1.136618,0
K06052.01,1,180.8,4607.0,2.565717939,4.712,11360.0,3.504,3.636,0.351374,0
K06053.01,1,32.56,552.0,22.05274533,0.741,5510.0,0.822,4.608,0.402406,0
K06054.01,1,31.58,1206.0,2.881338104,0.88,5783.0,0.977,4.539,0.328641,0
K06055.01,1,16.73,1113.0,4.078355243,0.867,5872.0,0.83,4.481,0.176679,0
K06056.01,1,21.3,884.0,7.73590441,0.86,5927.0,0.944,4.544,0.226795,0
K06057.01,1,35.71,1465.0,3.530164642,1.344,6208.0,1.107,4.226,0.243325,0
K01334.02,2,1.93,348.0,94.225938,0.852,5421.0,0.969,4.564,0.020742,0
K06152.01,1,230.33,1406.0,395.07333,98.38,3599.0,1.688,0.679,0.02144,0
K06153.01,1,128.17,2517.0,1.51918335,1.698,7426.0,1.373,4.116,0.691241,0
K06155.01,1,61.16,1221.0,2.745910734,0.96,5372.0,0.836,4.396,0.583397,0
K06156.01,1,19.36,1133.0,1.608363345,0.589,5022.0,0.589,4.668,0.300955,0
K06244.01,1,29.32,1042.0,5.746017234,0.96,5940.0,0.904,4.429,0.279646,0
K06247.01,1,28.11,1389.0,3.963787093,1.18,6617.0,1.202,4.373,0.218176,0
K06248.01,1,66.06,1475.0,1.759208679,0.961,5721.0,0.956,4.453,0.629529,0
K06058.01,1,32.33,957.0,6.496031958,0.988,5516.0,0.825,4.364,0.299669,0
K06059.01,1,9.96,765.0,4.012537983,0.63,4483.0,0.616,4.629,0.144714,0
K06060.01,1,26.11,1419.0,1.594162001,0.885,5388.0,0.802,4.449,0.270214,0
K06061.01,1,22.09,1190.0,10.23893988,1.807,6244.0,1.152,3.986,0.11196,0
K06062.01,1,23.34,1202.0,5.499941387,1.157,6435.0,1.186,4.385,0.184697,0
K06063.01,1,37.51,1225.0,8.667826242,1.538,6712.0,1.294,4.174,0.223318,0
K06064.01,2,33.81,270.0,265.2996227,0.863,5873.0,0.954,4.547,0.358753,0
K06065.01,2,25.56,296.0,265.2999623,0.997,6108.0,1.072,4.471,0.234765,0
K06157.01,1,1.97,525.0,98.1020983,1.427,6669.0,1.251,4.224,0.012633,0
K06158.01,2,3.73,364.0,182.467019,1.167,6299.0,1.249,4.401,0.029258,0
K06159.01,1,44.08,1128.0,11.41437505,1.52,6826.0,1.307,4.187,0.265593,0
K06160.01,1,1.13,373.0,151.31847,1.085,6003.0,0.954,4.346,0.009528,0
K06161.01,1,51.47,1104.0,10.4032399,1.436,6428.0,1.049,4.144,0.328199,0
K06250.01,1,32.99,2100.0,1.853209359,1.716,6384.0,1.14,4.026,0.176052,0
K06251.01,1,145.18,1552.0,14.66769462,3.226,7517.0,1.98,3.717,0.412115,0
K07869.01,1,1.03,925.0,11.4132144,1.155,6188.0,1.038,4.33,0.008179,0
K02203.02,2,2.29,349.0,172.178768,1.009,6208.0,1.072,4.462,0.020762,0
K06066.01,1,25.33,921.0,13.78752053,1.289,6399.0,1.246,4.312,0.179945,0
K06067.01,1,23.96,594.0,8.2904597,0.566,4601.0,0.559,4.681,0.387641,0
K06069.01,1,42.29,798.0,8.214204254,0.774,5654.0,0.865,4.59,0.500312,0
K06070.01,1,10.85,728.0,15.71377375,0.96,5812.0,0.912,4.434,0.10354,0
K06071.01,1,29.98,1009.0,5.918619554,0.971,5957.0,1.083,4.498,0.282768,0
K06072.01,1,38.37,1108.0,3.319523463,0.791,5761.0,0.881,4.581,0.444182,0
K06162.01,1,59.2,1112.0,5.874197307,1.083,6103.0,0.987,4.363,0.50055,0
K06163.01,1,3.47,1014.0,19.7959731,1.876,6731.0,1.42,4.043,0.016932,0
K06165.01,2,1192.79,4097.0,5.614892073,35.695,4289.0,1.863,1.603,0.306008,0
K06166.01,2,5.41,895.0,12.2064304,1.514,5254.0,0.937,4.05,0.032713,1
K06166.02,2,4.81,1095.0,6.6513189,1.514,5254.0,0.937,4.05,0.029092,1
K06167.01,1,21.37,1017.0,3.905532605,0.798,5495.0,0.812,4.543,0.245249,0
K02210.02,2,3.23,234.0,210.631486,0.759,4895.0,0.817,4.589,0.038919,1
K02404.02,2,1.11,1016.0,5.2438528,0.918,5815.0,0.974,4.5,0.011058,0
K06073.01,1,28.96,717.0,6.474202359,0.624,4947.0,0.614,4.636,0.425013,0
K06074.01,1,4.13,777.0,8.4803048,0.812,5478.0,0.906,4.573,0.046587,0
K06075.01,1,45.87,1141.0,8.947426242,1.506,6297.0,1.18,4.155,0.27895,0
K06076.01,1,35.54,830.0,9.93443795,0.998,5763.0,1.107,4.484,0.326094,0
K06077.01,1,23.51,1025.0,2.173552528,0.594,5008.0,0.592,4.663,0.362481,0
K06078.01,1,42.27,853.0,10.15771597,0.986,5993.0,1.093,4.489,0.392589,0
K06168.03,3,1.94,298.0,404.701927,1.248,6443.0,1.198,4.325,0.014234,0
K06169.01,1,1.07,2097.0,0.779609509,1.07,5899.0,0.979,4.37,0.009123,0
K06171.01,1,64.15,1470.0,2.103239235,0.965,6074.0,0.992,4.466,0.608805,0
K02714.03,3,2.57,380.0,184.262741,1.291,6115.0,1.077,4.249,0.018261,1
K02926.03,5,2.38,363.0,20.9569985,0.564,3891.0,0.605,4.718,0.038688,1
K06079.01,1,45.92,875.0,15.24933591,1.189,6385.0,1.062,4.316,0.353651,0
K06080.01,1,26.15,1050.0,4.816610903,0.904,5796.0,0.885,4.472,0.264897,0
K06081.01,1,39.04,3147.0,2.305903447,2.492,9696.0,2.444,4.033,0.143473,0
K06082.01,1,426.98,3773.0,1.814128042,12.899,4822.0,2.785,2.662,0.30313,0
K07871.01,1,18.39,1237.0,1.247121237,0.651,4852.0,0.634,4.613,0.258652,0
K06083.01,1,52.0,1244.0,4.128795314,1.083,5949.0,0.876,4.311,0.439667,0
K06084.01,1,164.61,1349.0,3.269176601,1.015,6372.0,1.066,4.453,1.4851,0
K06086.01,1,17.09,676.0,15.99509405,0.805,5899.0,0.889,4.574,0.194457,0
K06174.01,1,7.27,1685.0,0.70914232,0.693,5350.0,0.663,4.578,0.096073,0
K06175.01,1,21.68,1332.0,9.86869589,1.717,7301.0,1.384,4.11,0.115642,0
K06177.01,1,1.04,2772.0,0.978362973,1.671,7193.0,1.46,4.156,0.005708,0
K02926.04,5,2.25,299.0,37.6333868,0.564,3891.0,0.605,4.718,0.03659,1
K03090.02,2,8.02,381.0,15.0367776,0.514,3729.0,0.52,4.733,0.142852,0
K03371.02,2,1.0,678.0,12.25384348,0.82,5413.0,0.931,4.579,0.011217,1
K06087.01,1,69.44,877.0,22.16127178,1.745,5893.0,0.979,3.945,0.364388,0
K06088.01,1,9.55,893.0,2.745121487,0.658,4608.0,0.73,4.648,0.132887,0
K06089.01,1,71.61,280.0,282.9656538,0.959,5999.0,1.045,4.494,0.683762,0
K06090.01,1,36.96,538.0,37.32030954,0.94,5910.0,1.032,4.505,0.360084,0
K06091.01,1,50.78,1695.0,5.889372452,2.071,7249.0,1.537,3.993,0.224521,0
K06092.01,1,40.94,1328.0,2.581595167,0.989,5720.0,0.912,4.407,0.379057,0
K03163.01,1,0.54,3862.0,0.566801886,2.169,7589.0,1.809,4.023,0.002284,0
K03169.01,1,1.28,546.0,180.71809,1.991,7608.0,1.738,4.08,0.005888,0
K03172.01,2,39.06,1283.0,6.5583706,1.606,6144.0,1.14,4.083,0.222735,0
K03173.01,1,1.59,236.0,434.39148,0.868,5971.0,0.898,4.514,0.016734,0
K03181.01,1,1.32,584.0,73.26417,2.11,5424.0,1.11,3.832,0.005744,0
K03184.02,3,0.91,1215.0,11.3220104,2.193,6003.0,1.173,3.825,0.003795,1
K03186.01,1,61.52,220.0,681.9363102,1.035,6095.0,1.041,4.427,0.544292,0
K03187.01,1,1.0,4884.0,0.705891195,2.449,10346.0,2.609,4.077,0.003731,0
K03191.01,2,3.17,606.0,377.88909,3.218,9030.0,2.505,3.822,0.00902,0
K03192.01,1,2.36,706.0,199.21638,2.867,8914.0,2.357,3.896,0.007525,0
K03195.01,1,3.02,580.0,121.70747,2.27,6362.0,1.36,3.858,0.012163,0
K03198.01,1,115.4,557.0,273.528359,2.783,7682.0,1.949,3.838,0.379729,0
K03199.01,1,0.78,1158.0,3.88258905,1.0,5780.0,1.0,4.438,0.007177,0
K03201.01,1,0.83,439.0,135.57186,1.277,6070.0,0.778,4.117,0.005943,0
K03210.01,1,30.29,518.0,173.06929,1.818,7296.0,1.526,4.103,0.152586,0
K03215.01,1,0.48,1774.0,1.039046871,0.976,5689.0,0.918,4.422,0.004495,0
K03222.01,1,1.34,3219.0,0.607538435,1.691,7076.0,1.467,4.147,0.007279,0
K03228.01,1,1.14,3728.0,0.98762513,2.022,9456.0,2.213,4.172,0.00515,0
K03235.01,1,0.98,555.0,66.713573,1.182,6745.0,1.174,4.361,0.007559,0
K03251.01,1,0.92,417.0,135.223193,1.227,6181.0,1.044,4.279,0.006883,0
